cuisine,name
Chinese,Grand Crystal Seafood Restaurant
Sports Bars,Babylon Restaurant and Bar
Diners,Jimmy's Place
Chinese,Hakka Momo Corner
Hot Pot,Ai-Boiled
Chinese,Eat For Good Restaurant
Mexican,Four Winds Brewing
Japanese,Zakkushi Dining On Main
Korean,Ga Hyang Ru
Breakfast & Brunch,OEB Breakfast Co. Yaletown
Coffee & Tea,Olivo Cafe
Japanese,Zubu Food Hall
Cafes,Ambit Cafe
Burgers,Monzo Burger
Breakfast & Brunch,Kook's Cooks
Greek,Greek Fellas Restaurant
Indian,Indian Delicacy
Thai,Zab Zaab Thai Cuisine
Japanese,Cozen
Japanese,Saboten
Vietnamese,District Eleven
Italian,The Old Spaghetti Factory
Noodles,Fa Ji Noodles
Italian,Say Mercy
Japanese,Tetsu Sushi Bar
Japanese,Sapporo Kitchen
Vietnamese,Mui Ngo Gai
Seafood,Blue Water Cafe
Middle Eastern,Palmyra Mediterranean Grill
Indian,The Samosa House
Chinese,Jujube Chinese Restaurant
Italian,Fiorino
Steakhouses,Elisa
Burgers,Market Grill
Japanese,Noah's Cafe
Japanese,Dosanko
Seafood,The Sandbar Seafood Restaurant
Italian,Casereccio Foods
Mexican,Don Porfirio
Canadian (New),Cactus Club Cafe
Pizza,Captain's Oven Pizza
Korean,Gooi Ga
Filipino,Archie's BBQ
International Grocery,Aburi Market
Chinese,Bao Bei Chinese Brasserie
Italian,Di Beppe
Korean,Zoomak Korean Tavern
Italian,Osteria Savio Volpe
Vietnamese,Pho Angkor Noodle House
Waffles,Craffles
Noodles,Grains Fish Noodle
Asian Fusion,Jingle Bao
Canadian (New),Cactus Club Cafe
Indian,Ustaad G76
Taiwanese,J&G Fried Chicken West Canada
Mexican,La Taqueria Pinche Taco Shop
Seafood,Hestia Kitchen Lab
Portuguese,Barcelos Flame Grilled Chicken
Greek,Rozzini's Restaurant
American,"Juke Fried Chicken, Ribs and Cocktail Bar"
Pubs,The Ballyhoo Public House
Burgers,The Cordova
Pubs,The Heatley
Korean,OZ Korean Cuisine
Chinese,Fortune Lamb Dining
Middle Eastern,Karakoram
Seafood,Smitty’s Oyster House
Thai,Unchai Thai Restaurant
Pubs,Tap & Barrel - Shipyards
Waffles,Nero Waffles
Seafood,Kirin Seafood Restaurant
Cafes,My Island Café
Breakfast & Brunch,Jimmy’s Lunch Box
Chinese,Kowloon Chinese Restaurant
Specialty Food,Stock Market
Buffets,The Buffet
Comfort Food,Burgoo Bistro
Seafood,Kirin Restaurant
Mexican,Lucky Taco
Japanese,Guu Original Thurlow
Delis,Altmaerker German Sausage House And Deli
French,Salade de Fruits Cafe
Parks,Vancouver City
Japanese,Joy Sushi
Wine Bars,La Boqueria
Thai,Maenam
Mexican,Las Autenticas Tacos & Tortas Ahogadas
Coffee & Tea,SFU Dining Commons
Noodles,Chef Hung Taiwanese Beef Noodle SFU
Specialty Food,Conte Food Importers
Food Trucks,Tasty Torpedo
Desserts,Thierry
Vietnamese,Pho 24 Express
Afghan,Afghan Chopan Restaurant
Italian,The Golden Boot
Korean,Arirang Korean Restaurant
Japanese,Makoto Japanese Restaurant
Mediterranean,Nuba in Yaletown
Canadian (New),Banter Room
Latin American,El Camino's
Spanish,El Mercat
Bars,Maxine's Cafe & Bar
Dim Sum,New Mandarin Seafood Restaurant
Pizza,JOS
Indian,Lazzez's Grill Indian Cuisine
Mexican,Chancho Tortilleria
Mediterranean,Rivas Restaurant
Canadian (New),ARC Restaurant
Vietnamese,Dundas Eat + Drink
Bakeries,King Sweets
Indian,Butterica Foods
Beer Bar,Taps & Tacos
Chinese,Ginger and Soy
Tapas/Small Plates,Deepwater Micro Eatery
Canadian (New),Browns Socialhouse Lower Lonsdale
Malaysian,Kurumba Restaurant
Seafood,Oyster Express
Japanese,Kissa Tanto
Korean,Ajuker Fried Chicken
Korean,Tae’s Korean Cuisine
Canadian (New),Salmon n' Bannock
Filipino,Tikim Asian Fusion Restaurant
Japanese,Cafe de l'Orangerie
Italian,Nook Shipyards
Chinese,Forever Duck
Vietnamese,pho d'lite
Hot Dogs,Mean Poutine
Italian,Grub
Malaysian,Ipoh Malaysian Cuisine
Italian,My Cucina La Casa della Bruschetta
Sandwiches,Subway
Canadian (New),Milltown Bar & Grill
Mediterranean,The Primerose Mediterranean Restaurant
Korean,Mr Bro Korean Bistro & Izakaya
Korean,Rorimomo
Korean,Iwada Asian Food
Persian/Iranian,Mehman Restaurant
Breakfast & Brunch,Ruex Cafe & Bar
Indian,Kalash Indian Kitchen
Chinese,Congee Noodle King
Indian,Saffron Indian Cuisine
Japanese,Sushi Garden
Restaurants,Panorama Bar and Grill
Persian/Iranian,Day 2 Day Halal Restaurant
Japanese,Tsujiri
Live/Raw Food,Nightingale
Canadian (New),Browns Socialhouse Surrey Centre
Comfort Food,Burgoo Bistros
