county,embedding
Kay Oklahoma," 3.8367521e-02,-1.7774286e-02,-3.4531023e-02, 2.0505028e-02,-1.6064869e-02,-8.0486229e-03, 1.1743015e-02, 4.5179268e-03,-7.7667572e-03, 5.9943856e-04, 7.1945149e-03, 2.9516767e-03,-4.9391808e-03,-1.2766908e-02, 2.7778717e-03,-4.7622817e-03, 2.2899146e-04, 1.1758356e-02,-1.6394420e-02,-5.9798490e-03,-5.2369535e-03, 1.3211659e-02, 8.7159267e-03,-1.8903900e-02, 1.0693629e-02,-8.9438735e-03, 2.5658812e-03, 7.3887911e-03, 2.0052454e-02,-9.8528080e-03, 2.8720393e-03, 1.1475142e-02, 1.3973890e-03, 5.3450014e-03, 7.7088731e-03, 1.2221593e-02, 3.4119298e-03,-5.8088955e-03,-1.0436595e-02,-8.1117709e-05,-1.0949847e-02,-6.5483726e-03,-1.0111612e-02,-4.7310704e-04, 6.3474663e-03,-6.2108473e-03,-6.5103156e-04, 1.5226966e-03, 7.8739626e-03, 9.6623227e-03"
Kearney Nebraska," 0.0004372 ,-0.01482597, 0.02046732, 0.03074104, 0.00207942, 0.0141363 ,-0.02673149,-0.00330744, 0.01292867,-0.00322254, 0.01361076, 0.02115563,-0.01174411, 0.01875919, 0.00142156, 0.02095737,-0.01717818, 0.00715834,-0.02547269,-0.00213003,-0.01292822, 0.0059679 ,-0.00495733,-0.00381344, 0.0126037 , 0.01194811, 0.00094201, 0.02140342, 0.02195068,-0.00577199, 0.00646908, 0.01906276,-0.02176033,-0.0008061 , 0.00231908,-0.00886349,-0.01095777, 0.00441082,-0.00024712,-0.00327636,-0.00170531, 0.01004733, 0.00758737, 0.00336139, 0.01527336,-0.01969033,-0.00863212, 0.01409844, 0.0067469 , 0.00113652"
Kearny Kansas,"-0.06848966, 0.04491892,-0.0261316 ,-0.00321597, 0.00010436,-0.05500947, 0.0119896 , 0.00821597,-0.00963645, 0.01611122,-0.01181553,-0.01478368, 0.00849771,-0.01117007, 0.01848043,-0.01689142,-0.01168021, 0.00408883,-0.03148884,-0.01969796,-0.00258738,-0.03055733,-0.03168106, 0.00566614,-0.00103743, 0.02759029, 0.01638959, 0.01641947, 0.03275379,-0.00583985, 0.0116464 ,-0.01258409, 0.00859936,-0.02530616, 0.02632617,-0.00525819, 0.00867913,-0.01000639,-0.0166478 ,-0.00774757,-0.04742429, 0.02590987,-0.00263398, 0.01373323, 0.00649857,-0.00012554,-0.01428852,-0.02404526, 0.00390234,-0.00288865"
Keith Nebraska,"-0.02738482, 0.06517403, 0.02751974, 0.00340196,-0.00785885,-0.01646174,-0.04548968,-0.00419807,-0.00368047,-0.02384741, 0.00934973, 0.01673068, 0.00355483, 0.01318024, 0.02021085,-0.00587337, 0.00114202, 0.0171071 ,-0.00685158, 0.00590066,-0.01836426, 0.03237087, 0.00955197, 0.01033361,-0.02354036,-0.02129574,-0.01053006,-0.00985292,-0.00216192,-0.01231563,-0.00890745, 0.01272223, 0.01389847,-0.00280237,-0.00206848, 0.0141303 ,-0.00426624, 0.00355054, 0.00557924,-0.02570796,-0.00231264,-0.00825368,-0.00340106, 0.00698161,-0.00332542,-0.01325004,-0.00596824,-0.00044741,-0.00607663,-0.00140352"
Kemper Mississippi,"-0.05162427,-0.03682783,-0.01374439, 0.04920604,-0.03145481, 0.00135966, 0.02776948,-0.01577271,-0.02521334,-0.0172998 ,-0.0111459 ,-0.01469232, 0.00651454, 0.00090165,-0.07249653,-0.03953018,-0.01643331, 0.00564918,-0.03159579, 0.07934699, 0.04038715, 0.00439066,-0.00135656, 0.03170918,-0.06442781,-0.00774486,-0.01854078,-0.02593342,-0.01239507, 0.03137338, 0.04832748, 0.03269676, 0.00356388, 0.00890903, 0.05119313,-0.00687275, 0.03518684,-0.0234595 , 0.01260809,-0.03903039, 0.02375865, 0.05139429, 0.05360259, 0.00128595, 0.0131005 ,-0.02063701, 0.03234534,-0.01313921,-0.00267417, 0.00735176"
Kenai Peninsula Borough Alaska,"-0.02601912, 0.00288143, 0.000362  ,-0.02312893, 0.02669587, 0.00109215, 0.0107937 ,-0.02250644,-0.03111691,-0.03626118, 0.04076106,-0.02151584,-0.02598989,-0.02373594,-0.03111314,-0.00612567,-0.01426711,-0.0114755 ,-0.02038017, 0.01120464, 0.00011795,-0.00180769, 0.00348352, 0.02524386, 0.00186255,-0.00082996, 0.00386079, 0.00033829, 0.03412095, 0.02353896, 0.00155093, 0.00918557,-0.00219191,-0.0113261 , 0.000972  , 0.00587343,-0.00329766,-0.00981147, 0.00209015,-0.00625705, 0.01403843, 0.00707024,-0.01425045,-0.01300118,-0.00110621,-0.01700189, 0.0072552 ,-0.01388407,-0.01155794, 0.0100571 "
Kendall Illinois,"-0.01825812,-0.03447407,-0.01567852, 0.01113864, 0.01628369, 0.00632092,-0.01518854, 0.01856671, 0.00566894,-0.00496718, 0.00647609, 0.00491842, 0.01080526, 0.01160849, 0.00687165, 0.01397437,-0.01555845, 0.0024769 ,-0.0004973 , 0.01199323,-0.00023504, 0.00103097,-0.00937414, 0.01299946, 0.00369333,-0.00677708,-0.01168144, 0.00733872, 0.00070841, 0.0005984 ,-0.00827262,-0.00608276,-0.0199114 , 0.00514906, 0.01499429,-0.01338346, 0.0075143 , 0.00938152, 0.01247191, 0.00343188, 0.00562782, 0.0083232 ,-0.01060985,-0.00105252, 0.00581736, 0.01559146,-0.0056621 , 0.00049833,-0.00377953,-0.01366505"
Kendall Texas,"-0.02325824,-0.03285848,-0.01487141,-0.0329688 , 0.01650394,-0.01283242,-0.01018254,-0.02757843, 0.00188359,-0.00067858,-0.01208339, 0.02295506, 0.00563223,-0.00697685,-0.00776727, 0.01783729,-0.01249776, 0.01368496,-0.01370085,-0.0161947 , 0.00533285,-0.00869188, 0.00845467, 0.00624983, 0.00069977, 0.0176022 ,-0.00192125,-0.00080539, 0.0035868 , 0.00077722,-0.00614188,-0.00107234,-0.00632797, 0.00359565, 0.0072288 ,-0.00406512,-0.01617837,-0.00044667,-0.01452233, 0.00634749, 0.00182267,-0.00162284,-0.00646562, 0.00303508,-0.01085784,-0.00888497,-0.01715315,-0.01047847, 0.0065953 , 0.00314495"
Kenedy Texas,"-0.0305709 ,-0.01666123,-0.02273536,-0.02533199, 0.04850328,-0.05374224,-0.03143039, 0.0148351 , 0.02922611,-0.02857201,-0.00621966, 0.00119982, 0.00680463, 0.00186595, 0.0267412 , 0.00271764,-0.00748911, 0.00903763,-0.01330098,-0.0067204 ,-0.01231455, 0.00265054, 0.01012585, 0.00430184, 0.0090575 , 0.00653133, 0.02481215, 0.0046664 , 0.02071725,-0.01119486,-0.00662112, 0.00250295, 0.00066021,-0.00170594,-0.01882485, 0.05142087,-0.00628449,-0.01050555,-0.00749827,-0.00605423, 0.0150804 ,-0.00829167,-0.00581587,-0.00192033,-0.00152369, 0.0008824 , 0.00465413, 0.00483937, 0.01301464, 0.0093639 "
Kennebec Maine,"-0.0250873 , 0.01298381, 0.02442708, 0.00013029,-0.0341708 , 0.0495681 , 0.01046919, 0.00771163,-0.00611282, 0.00539591, 0.00993805,-0.0044246 , 0.00480287,-0.00079689,-0.0130508 , 0.01670181,-0.02010719,-0.00521995,-0.01030196, 0.00712394, 0.00462729,-0.00111884, 0.00317003, 0.00305128, 0.00385762, 0.02270591,-0.00424837,-0.03098509,-0.00263928, 0.00426891,-0.00970215, 0.00957569,-0.00673331, 0.01074138, 0.0113747 ,-0.01132765,-0.01158198,-0.0029343 ,-0.01956205,-0.02198499, 0.01164733, 0.0045135 ,-0.01163085, 0.01844268,-0.01222   ,-0.00215567, 0.01199195,-0.01438269, 0.00015169,-0.00194867"
Kenosha Wisconsin,"-0.01203256,-0.03307841,-0.01331721, 0.0098519 , 0.0170236 , 0.00018478,-0.02757478, 0.01129762, 0.00176217, 0.00093446, 0.01844337,-0.00730882, 0.01097935,-0.02259739, 0.01272708,-0.00542204,-0.00924929,-0.00485802,-0.02049738, 0.01778968,-0.01118335, 0.0270636 ,-0.00336491,-0.01235836, 0.02417458, 0.00496713, 0.0008488 , 0.00101477,-0.00062859, 0.00418519,-0.00365029, 0.01387547,-0.00684114,-0.00607778, 0.00422314,-0.01992562,-0.00795182,-0.00769032, 0.00291066,-0.00608923,-0.0083943 , 0.00657954,-0.00961294,-0.005487  ,-0.00604904, 0.0009124 ,-0.00703551,-0.01045304, 0.00738154,-0.00840536"
Kent Delaware," 0.00168337,-0.07380043,-0.01915103,-0.00875705,-0.02053033, 0.03845771, 0.02520242, 0.02295051,-0.0223801 , 0.00717043, 0.02152687,-0.02092969,-0.003932  ,-0.00787044, 0.00845844,-0.00779239,-0.00847453,-0.0005464 , 0.0101314 ,-0.00533406, 0.00884982,-0.00185781,-0.00581856,-0.00284186,-0.00391842, 0.00198445,-0.0013281 ,-0.0006431 ,-0.00813431,-0.01212313, 0.00850335, 0.01215619,-0.00677664, 0.02035179,-0.00743903, 0.00216542, 0.00553339, 0.00379921,-0.00176243, 0.01729299,-0.0133138 ,-0.00042958, 0.00628566,-0.00346323,-0.00225227, 0.00387995, 0.00853567, 0.0068012 ,-0.00407272,-0.00312134"
Kent Maryland,"-2.7566141e-02, 2.3666900e-02, 1.4293201e-03, 2.0655510e-03, 1.0054465e-02, 5.8646999e-02, 4.2710885e-02,-1.1724868e-02,-1.4095208e-02, 1.8545393e-02, 1.2195916e-02,-2.7451588e-02, 1.5218987e-02,-3.0785650e-03,-1.7843066e-03, 7.3982435e-03, 2.8958099e-03,-4.2126412e-03, 1.4990283e-02, 7.5648860e-03, 2.3157860e-03, 9.4965510e-03,-4.1898810e-03, 1.8213712e-02,-8.6890357e-03, 1.1126574e-02,-8.4939003e-03,-9.1072181e-03,-1.1222069e-02,-1.6782841e-02,-5.9357840e-03, 1.9008448e-02, 1.7886311e-03, 2.3962941e-03, 2.8189856e-03,-3.9326949e-03, 2.7073002e-03, 4.4185603e-03, 1.6614307e-03,-3.4398083e-03,-7.4908170e-03, 3.0420846e-03,-3.6073797e-03, 7.3307025e-04,-6.1381762e-03,-1.3605676e-02, 4.1733732e-05, 3.3112656e-04,-3.8971207e-03,-4.8287059e-03"
Kent Michigan," 0.0174366 ,-0.00223341,-0.01351481, 0.02692016,-0.09222092, 0.0532996 ,-0.02969215,-0.03120582, 0.01211984,-0.02498328,-0.03281385,-0.01488061, 0.03065605,-0.00258306,-0.02860226,-0.03225577,-0.03488773, 0.01946595, 0.003752  ,-0.01524162,-0.0091879 , 0.02825471, 0.00665286, 0.01430115,-0.00405628, 0.0050829 , 0.03624956,-0.01337112,-0.00970625,-0.03644396,-0.02066558, 0.02975917,-0.00452061, 0.0210006 , 0.0081159 ,-0.03643778, 0.01617866, 0.02492188,-0.01619237,-0.01075887,-0.03461367, 0.00285622,-0.03416177, 0.00559021,-0.00912775,-0.01870647,-0.00515451, 0.04528371, 0.02406941, 0.01989623"
Kent Rhode Island,"-0.01619501,-0.01229248,-0.02047692, 0.01626742,-0.03043628, 0.0069067 , 0.03199892, 0.0207118 ,-0.01188265, 0.00818758,-0.00447907,-0.00597459, 0.00637559,-0.01223393, 0.01279544,-0.02165673,-0.00934617,-0.00268507,-0.00635568,-0.00217854, 0.01159102, 0.00099385,-0.00857128, 0.02751077, 0.00580023, 0.01353309, 0.0171874 ,-0.00599115,-0.00125351, 0.00320127, 0.01020462, 0.01796139,-0.00139771, 0.01935354,-0.00152696,-0.01542462,-0.00047365,-0.00591299,-0.00333961, 0.00352488,-0.0054187 ,-0.0047302 ,-0.00896018, 0.00472079,-0.00206032, 0.00119447,-0.00945339, 0.0040308 , 0.00387804, 0.0128747 "
Kent Texas,"-0.00725997,-0.01073888,-0.00473106,-0.00640581,-0.02229331, 0.02063027,-0.00799899,-0.04309271, 0.02694068, 0.01107744,-0.01869336, 0.02177637, 0.017126  , 0.00923221,-0.04459983,-0.00681973,-0.00162809,-0.01724835, 0.00874557, 0.02492821,-0.00040967, 0.02375811, 0.00915271,-0.00498522, 0.01301687,-0.00395651,-0.00593584,-0.01624098, 0.016716  , 0.00965325,-0.00386739, 0.02414438, 0.00217225, 0.03300573,-0.01415594,-0.01527573,-0.0076055 , 0.00690553,-0.03618685, 0.01325395, 0.00447834, 0.03834067,-0.00783251,-0.01153985,-0.01007535, 0.00536258, 0.01574258, 0.01265977, 0.01025016,-0.01027443"
Kenton Kentucky,"-0.00717123,-0.02386954, 0.00544876,-0.00668916,-0.00886821, 0.02838874,-0.03283476, 0.00824345,-0.00814046, 0.0045495 ,-0.01088806, 0.01112988, 0.01479273, 0.00282372, 0.00245052, 0.00434176,-0.00821378, 0.00880805,-0.00531985,-0.01564772,-0.01193175, 0.00732559,-0.00162602,-0.01882451,-0.00475349, 0.01110028, 0.0065398 , 0.0165455 , 0.00775091,-0.00586282,-0.01758927, 0.0103468 ,-0.00507049, 0.00480699, 0.00286957,-0.00875098, 0.00803877,-0.00447985,-0.0080882 , 0.02129026,-0.0091699 ,-0.00296133,-0.00416551,-0.00472993, 0.00455008, 0.00131785, 0.00672441,-0.00583232,-0.00500231,-0.01123045"
Keokuk Iowa," 0.00013405,-0.01973486, 0.01094024, 0.01808683,-0.02482008, 0.01113342,-0.01610488, 0.01469389, 0.0161195 , 0.03028191, 0.00760875,-0.00429493,-0.00929962,-0.00735277, 0.02018524,-0.00387366,-0.00364525, 0.00281008,-0.01544503, 0.00916779,-0.00066411, 0.00721253,-0.01879158,-0.01984291, 0.00212567,-0.0063957 ,-0.00356395,-0.00362492, 0.0049682 ,-0.008528  ,-0.00631185,-0.00567908, 0.00827091, 0.00192286, 0.00744916,-0.01223772,-0.00152654,-0.00244451, 0.00439566,-0.00426355, 0.00239153, 0.00606124,-0.017512  ,-0.00284861, 0.00941379,-0.00132707, 0.00363385, 0.01161849, 0.00230762,-0.0103685 "
Kern California," 0.39115727,-0.05817742, 0.19710234, 0.03615558,-0.06077695,-0.07350591, 0.05868823,-0.00086592, 0.00775426, 0.00498095,-0.00615441, 0.01013083, 0.02820042,-0.01415935,-0.02037202,-0.00516082,-0.01926209,-0.01621661,-0.00792246, 0.00820159,-0.0104388 ,-0.00476956,-0.0260677 ,-0.00592726,-0.00958631, 0.02459097,-0.00359153, 0.02264813, 0.02357968,-0.0125782 ,-0.00607883,-0.00848899,-0.0065686 , 0.00905089, 0.00787355,-0.02303681,-0.00569713, 0.00311623, 0.01203084,-0.02657155,-0.00888015, 0.02321724, 0.00974234,-0.01079781, 0.01060327, 0.00097149,-0.00580962, 0.01767434,-0.00880484, 0.02711793"
Kerr Texas," 4.06015245e-03,-5.71953058e-02,-1.62052382e-02,-2.66018347e-03, 2.64628027e-02, 1.32392207e-02,-6.22254983e-03, 5.32062631e-03, 1.13131264e-02,-2.74604699e-03, 1.34616345e-02, 5.24937361e-03,-1.19909493e-03, 1.09680295e-02,-2.97765085e-03,-1.31278730e-03,-2.17866091e-05,-3.94001510e-03, 3.15559264e-05,-5.78944338e-03, 7.68048409e-03, 1.02656544e-03,-5.49651100e-04,-1.05462205e-02, 2.55011301e-02, 1.39093725e-04, 2.25971150e-03, 7.73387589e-03, 4.83842520e-03,-1.18285837e-02, 1.47895785e-02,-6.49341708e-03, 7.20524276e-03, 6.77028531e-03, 3.61735257e-03, 1.74461608e-03,-2.92956876e-03,-2.02738796e-03,-7.21681304e-03,-7.21449405e-03,-2.83612311e-03,-9.54624172e-03,-1.71167273e-02,-1.34274759e-03, 1.07698636e-02, 4.43739304e-03,-1.02172438e-02, 3.71749070e-03, 5.77378459e-03, 4.98470245e-03"
Kershaw South Carolina,"-0.00151791,-0.00887846, 0.00421387, 0.02721168, 0.01797641, 0.0027713 , 0.00316169, 0.00752567,-0.00962916, 0.0002807 ,-0.01802349,-0.00163301, 0.01117581,-0.02995118,-0.02403648,-0.01136403, 0.01688497,-0.00871159,-0.00808615, 0.02204057,-0.00310857, 0.01607436,-0.0065359 , 0.00076702,-0.00078041, 0.00085897, 0.01847447,-0.0015763 ,-0.00461619, 0.01857046, 0.00386713, 0.01432583,-0.00897245, 0.00020409,-0.01643318, 0.00528407,-0.01844107,-0.00464137, 0.00233694, 0.01058643,-0.00202669, 0.00048414, 0.00406537, 0.00061058, 0.0013428 ,-0.00153465,-0.00432449,-0.00452982,-0.00348739,-0.00436014"
Ketchikan Gateway Borough Alaska,"-0.02116909, 0.02775315, 0.02173354,-0.03793881, 0.01851058, 0.02336439, 0.03040903,-0.02372461,-0.00247937,-0.04093568, 0.05414689,-0.04906   ,-0.00580115,-0.02845958,-0.00802033, 0.00566691,-0.02658414, 0.01575676,-0.02956139, 0.02894573, 0.01034014, 0.00949062,-0.01298009, 0.03341372, 0.00465036, 0.01920446, 0.0043142 ,-0.01547143,-0.00589582, 0.00937913,-0.00672102, 0.01600477,-0.00211952,-0.01243541, 0.00907171,-0.00742735,-0.0044957 ,-0.00812922,-0.01372211,-0.01756354, 0.00248528, 0.0088788 ,-0.03268364,-0.01364621, 0.00681005, 0.00587918, 0.00840236, 0.00380784,-0.02107876,-0.01089325"
Kewaunee Wisconsin,"-0.02415956, 0.09878582, 0.05138488, 0.00044479, 0.02542809, 0.02578528,-0.00444457, 0.0045053 , 0.00093235,-0.02992073, 0.00551529,-0.0180103 , 0.01004907,-0.02342722, 0.01150474, 0.00385242,-0.00513938,-0.01219806,-0.01391294, 0.0106736 ,-0.00381491, 0.03315591,-0.00215239, 0.01627948,-0.0142801 , 0.01302988, 0.01385752, 0.0117994 ,-0.00938098,-0.00989198, 0.00635074, 0.01577137, 0.0113115 ,-0.00167895,-0.01611336,-0.00325659,-0.00428134,-0.01874577, 0.0038506 , 0.01017761,-0.00691016,-0.0041116 ,-0.02602967, 0.0050995 ,-0.00887199,-0.01331895, 0.00298425, 0.00796754, 0.00149118,-0.00848778"
Keweenaw Michigan,"-0.03881258, 0.13463198, 0.01965319,-0.02975129, 0.02302994,-0.01192155, 0.00903861, 0.02587745,-0.00174531,-0.05148064, 0.03837026,-0.05807082, 0.03467492,-0.00861001, 0.00551347, 0.01054766,-0.01835393,-0.01787273,-0.00331714,-0.02613508, 0.00125423, 0.02317169, 0.01442514, 0.02179828,-0.00242529, 0.00133278, 0.01512692, 0.00843507,-0.0195412 ,-0.00901559, 0.01837415, 0.01567456,-0.01396394, 0.02012524, 0.01266254, 0.03111959, 0.00112355, 0.00685603, 0.00681487,-0.00569851, 0.00549792,-0.00551052,-0.00111447,-0.02544636,-0.00147558,-0.0121567 , 0.00262965, 0.00847009, 0.00365969,-0.01476082"
Keya Paha Nebraska,"-0.1043004 , 0.3575677 , 0.13259919,-0.01959725, 0.0117301 ,-0.07232559,-0.21501583,-0.16269714, 0.11151554, 0.05110694,-0.08409784, 0.03073428,-0.11673118, 0.17918772, 0.19385688,-0.1792055 ,-0.00459749, 0.05743224, 0.02696039, 0.09275661, 0.02003806,-0.09365758,-0.20336431, 0.22819784, 0.13996917,-0.04648079, 0.03606166,-0.09030432, 0.1053539 ,-0.07129068, 0.07878017, 0.00463669, 0.00835788,-0.10241514,-0.00513698, 0.1847832 ,-0.02496788,-0.02718096,-0.03980721, 0.08804075,-0.00724844, 0.03119442,-0.03954186,-0.04440204, 0.00121123, 0.06658801,-0.01824646,-0.01940043, 0.0413816 , 0.07606128"
Kidder North Dakota,"-0.07586637, 0.22540845, 0.02208039,-0.07774636,-0.00885558,-0.11375779,-0.05535982, 0.02733496,-0.0664802 ,-0.00838533, 0.04679317, 0.06122964,-0.02158358,-0.06921577,-0.04803478, 0.01395092,-0.02057125,-0.00097462,-0.02596593, 0.02220993,-0.00797524, 0.03033542, 0.03130864, 0.02096658,-0.02297478,-0.01743558,-0.00110498,-0.00139067, 0.00856079, 0.01650909, 0.01694681,-0.02456535,-0.01870818, 0.01354262,-0.0139559 ,-0.02577343, 0.00969276,-0.03306361, 0.07893505,-0.04747697, 0.05980686,-0.00209085, 0.02499582, 0.00349236, 0.00417569,-0.02111259,-0.00466354, 0.0306585 , 0.04761521, 0.02160335"
Kimball Nebraska,"-0.00942923, 0.0525189 , 0.01371917, 0.00315792, 0.0251888 , 0.00664386, 0.02288081,-0.02822474, 0.00186299, 0.00306741, 0.00347834, 0.02368358,-0.03566748,-0.00479297, 0.02265297,-0.02628568,-0.00933342,-0.03387345,-0.00524792,-0.01533632, 0.0476586 ,-0.01257441, 0.0136539 , 0.02059294, 0.01411021, 0.03174258, 0.03468137, 0.01901819,-0.01136792,-0.02490447,-0.00310687,-0.00379868, 0.02008726,-0.00751625,-0.01910519, 0.00106402,-0.0013697 ,-0.01643374, 0.01787484,-0.0475933 ,-0.01418004,-0.00737252, 0.01605088, 0.0193218 , 0.01318797,-0.01922998, 0.00041282, 0.00391104, 0.0367852 ,-0.00670681"
Kimble Texas,"-0.00845608, 0.02837178,-0.04421394,-0.00376646,-0.03778664,-0.04425859, 0.00080371,-0.01687607, 0.00739803, 0.00617458, 0.00388768, 0.02055447,-0.01198479,-0.01441111,-0.02269606,-0.02876239,-0.00213028, 0.00841778, 0.00907543, 0.00794244,-0.00915823,-0.01798814,-0.00364509,-0.02873786,-0.01261438,-0.00324598, 0.00084279, 0.0034596 , 0.00591715,-0.00143807, 0.01719615, 0.01360586, 0.00901831, 0.00947953, 0.00341495, 0.00793322, 0.02560797,-0.00729081,-0.00619869, 0.00609522,-0.01937015, 0.01811425, 0.0107199 ,-0.01578238, 0.01022226,-0.01197917, 0.00275696,-0.01157272, 0.01756119,-0.0073975 "
King George Virginia,"-0.02214953,-0.05269272,-0.00756676, 0.03921036,-0.00022325, 0.01956618, 0.01545176,-0.0233196 , 0.00780117,-0.0086268 , 0.00293193, 0.03403853,-0.00203568,-0.03696996,-0.00520006,-0.02923608, 0.04665905, 0.00432213, 0.01146122,-0.0202055 ,-0.02540459, 0.00687577,-0.01719317,-0.02320142, 0.04536212, 0.02250887,-0.00107212,-0.02799272,-0.00612434, 0.03374428, 0.00532127,-0.00876607, 0.00403986, 0.00047087,-0.01076645, 0.01407433,-0.00811549, 0.00513261, 0.00327973,-0.0327813 , 0.01146699, 0.00167899,-0.02083175,-0.00404144,-0.00899208, 0.01537245,-0.00866941,-0.02446599, 0.00021052,-0.00487878"
King Texas," 0.05572894,-0.12310742,-0.03326167, 0.07273031, 0.04951657, 0.00241853,-0.04096397,-0.08363226, 0.14019777,-0.13678588, 0.0247384 , 0.18812798,-0.03947768,-0.07085437, 0.01940379,-0.03217022, 0.09337097,-0.04734907, 0.00206273,-0.0851166 ,-0.09413934,-0.06742074,-0.05665036,-0.07846819, 0.11313794, 0.16195881,-0.03121798,-0.05986604,-0.00561044, 0.06017523,-0.0252416 , 0.01184255,-0.02141504, 0.08980151,-0.04848865, 0.07609896,-0.04239925, 0.02804548, 0.01896292,-0.09229162, 0.03850681, 0.02510972,-0.04352549,-0.06061531, 0.01155025, 0.01793337,-0.0471158 ,-0.03051455, 0.01142274,-0.06452461"
King Washington," 2.9279497e-01,-1.0436389e-01, 2.9143676e-01, 8.5187227e-02,-1.3840881e-03,-5.8066003e-02, 8.6331181e-02,-5.7859537e-03, 5.1656323e-03,-3.4425781e-07,-3.4988725e-03, 3.2864381e-02, 1.1182130e-02,-1.7608440e-02, 1.3027793e-02,-1.5246293e-02, 2.9965267e-02,-1.9566100e-02, 1.6298393e-02,-1.1412815e-02,-1.4784100e-02,-5.8732950e-03,-1.2355447e-02,-3.4606732e-02, 8.8067185e-03, 7.6616104e-03,-5.4104207e-03,-1.9981517e-02, 6.2876142e-04, 6.9179437e-03, 4.3546613e-03,-1.7886929e-02, 9.7091692e-03, 5.2247904e-03,-1.4011887e-02, 7.4017593e-03,-2.4191712e-03, 2.5433975e-03,-7.1123959e-03,-2.4023354e-02, 7.6211318e-03, 1.5956124e-02,-4.5855390e-04,-1.3298700e-02,-5.4111271e-03, 2.4579370e-02,-1.1282858e-02,-3.5219451e-03,-1.0200714e-02, 1.3428599e-02"
King William Virginia,"-1.58131346e-02,-7.48391896e-02,-2.59286202e-02, 2.92377286e-02, 3.69064286e-02, 2.11055335e-02, 1.57823060e-02,-5.91362221e-03, 2.16562990e-02,-2.74737086e-02, 2.16664393e-02, 4.30069454e-02, 1.50357131e-02,-5.05573042e-02, 2.51669828e-02,-3.18292379e-02, 4.17395160e-02,-2.32487395e-02, 1.69108976e-02,-3.75160351e-02,-4.21894491e-02,-1.24399560e-02,-1.83414295e-02,-4.12679985e-02, 4.09618318e-02, 6.53204173e-02,-1.20490529e-02,-2.86866408e-02,-2.61508524e-02, 2.52683330e-02, 1.72773139e-06,-1.47315834e-04,-3.38706537e-03, 3.78157869e-02,-1.39647117e-03, 4.93779778e-02,-1.61073431e-02, 1.15621211e-02,-2.27425434e-03,-3.66357490e-02, 2.38118656e-02, 5.80862071e-03,-1.68718956e-02,-1.92717481e-02,-9.52010881e-03, 1.10583445e-02,-9.48346592e-03,-1.77257620e-02, 1.82221236e-03,-1.23592874e-03"
King and Queen Virginia,"-0.04835162,-0.12306781, 0.0299482 , 0.0683034 , 0.13751538, 0.11877821, 0.06977202,-0.09794381,-0.01353831,-0.01977252, 0.0180674 , 0.04526649,-0.06509376, 0.02065268, 0.04104892,-0.0852419 ,-0.15992144,-0.08578052, 0.03764243,-0.03006414, 0.0743847 ,-0.12154047, 0.05230198, 0.06884454,-0.04319533, 0.04804796, 0.03236415, 0.06462934, 0.00924996, 0.03424908,-0.02886806,-0.02227021,-0.0373311 , 0.00298867,-0.00138119,-0.0124508 ,-0.0167307 ,-0.019324  ,-0.01151992, 0.03393906, 0.00394323, 0.00986608,-0.02382893,-0.00641341, 0.01861679, 0.01366579, 0.0219329 , 0.03410641,-0.00787263, 0.01574282"
Kingfisher Oklahoma,"-0.00327419,-0.02709514,-0.01520858, 0.00825916, 0.01903718,-0.02112046, 0.00256196,-0.00720095,-0.03961998, 0.00803281, 0.01270139, 0.03092463,-0.02179349,-0.0004734 , 0.00970333,-0.01320619,-0.00311049, 0.00385769,-0.01975472,-0.00812942, 0.00228937,-0.00272194, 0.01759961, 0.00835615,-0.01112368, 0.02094638,-0.01204944,-0.00181528, 0.00208679,-0.00344738,-0.01350413, 0.01418013,-0.02565199,-0.02030456,-0.02556726,-0.00398582,-0.00107345, 0.00713415,-0.01649032, 0.00641244,-0.01671376, 0.01028623,-0.0033972 ,-0.00568746,-0.00079785, 0.00357571, 0.00733002, 0.00149546,-0.00850743, 0.00096385"
Kingman Kansas," 0.00973249, 0.02117598,-0.01274631, 0.03868344, 0.01874465,-0.00487235,-0.01933509, 0.01026038, 0.00116417,-0.00381441,-0.00112005, 0.01691574, 0.01871801,-0.01002045, 0.01398337,-0.0228964 , 0.02393553,-0.00620509, 0.02352218, 0.03613187,-0.01065436,-0.00304729,-0.00397717, 0.00859545, 0.00598142,-0.0066279 , 0.01994562, 0.00584985,-0.00462636,-0.01025067, 0.0019971 ,-0.00293705,-0.0083076 ,-0.02516124,-0.00556565,-0.00666331,-0.01391689,-0.00864522,-0.00867479,-0.01526954, 0.03618026, 0.01281524,-0.01271562,-0.0020163 ,-0.00605374, 0.01882857, 0.04050321, 0.00392159, 0.01226322,-0.0037671 "
