county,embedding
Fall River South Dakota,"-0.01578605, 0.04530376, 0.03503959,-0.00320769,-0.02441198,-0.00740044,-0.03242655,-0.00549646,-0.01684114,-0.02873003, 0.01445834, 0.03959717,-0.03500809, 0.03743545,-0.00843046,-0.00502119,-0.0148342 , 0.00274833,-0.01377482,-0.01988189,-0.00584597,-0.00053807,-0.00550962, 0.02552961,-0.01815626,-0.00207127,-0.00189348, 0.00706424, 0.00764221, 0.03195194,-0.00724301,-0.00379415,-0.00837853, 0.00299166,-0.00212356,-0.00436661,-0.00046358,-0.00423234, 0.00102553,-0.01641642, 0.00205769,-0.014434  , 0.01228598, 0.01234883,-0.00679741,-0.00585642,-0.00332369, 0.01405537, 0.01027995,-0.0056771 "
Fallon Montana," 0.01186972, 0.10389959, 0.06925707,-0.04947529, 0.07032747, 0.00493904,-0.05996522, 0.0693379 ,-0.03264551, 0.012688  , 0.02068954,-0.09235238, 0.02119536,-0.04596455, 0.02021869,-0.03969384, 0.02875023, 0.03416926,-0.04275894, 0.02453826,-0.03701258,-0.00997132,-0.01774096,-0.0045665 , 0.0436658 ,-0.00934194,-0.00793973,-0.08552954,-0.0274793 , 0.04278573, 0.01541269, 0.01421434, 0.0342528 , 0.00420835,-0.01739188, 0.01682162,-0.00339887, 0.0434386 ,-0.01207744,-0.00732688,-0.03383024, 0.01861498, 0.04119294,-0.01673146,-0.01104604, 0.0220536 ,-0.00806913, 0.05290047, 0.02175603, 0.02757973"
Falls Church city Virginia,"-0.02889677,-0.05192448, 0.00631034,-0.03961733, 0.02884472, 0.0299916 , 0.01581564, 0.00536447,-0.02918006, 0.00083251, 0.01488032, 0.01314133, 0.00682891, 0.00676304,-0.00635656,-0.02081981, 0.00661917, 0.01284434,-0.00263367,-0.00381705,-0.02008613,-0.00867108, 0.00446461,-0.0052609 , 0.01274205,-0.01314151, 0.00230911, 0.00993114, 0.0034571 ,-0.00610062, 0.01711068, 0.01203131,-0.002961  ,-0.00418435,-0.00602747, 0.00315312, 0.00035418, 0.00717962, 0.00486474, 0.0059282 ,-0.03288149,-0.00724671, 0.0095167 ,-0.00975581,-0.00025147, 0.02398415,-0.01462109,-0.00769043, 0.00762256,-0.00547683"
Falls Texas," 0.12235472, 0.0209157 ,-0.02638067, 0.0064244 , 0.0118445 ,-0.00606796,-0.01342312,-0.0346103 , 0.04475892,-0.03043404,-0.03973708, 0.00869875, 0.00636889, 0.01816539,-0.00627161, 0.00257475,-0.01471586,-0.00650516, 0.00431454, 0.03602079, 0.01347387,-0.00292727, 0.04744552, 0.00012311,-0.01737957, 0.02982317,-0.01186522,-0.0040348 , 0.01467996, 0.00454793,-0.00637512,-0.02015862,-0.0085481 , 0.03738135, 0.01300052, 0.00750364, 0.01810591,-0.02167568,-0.01207626,-0.01293317,-0.0016535 , 0.01552112,-0.01265336, 0.00438719,-0.01621809, 0.00612132,-0.02482635, 0.01172979, 0.01601506, 0.00580007"
Fannin Georgia,"-1.53435450e-02, 4.25588107e-03, 2.29319967e-02,-1.36363823e-02, 3.07854209e-02,-3.79887293e-03,-1.47753395e-02, 5.37239527e-03,-1.73309334e-02,-1.11299902e-02, 8.42357695e-05, 1.14743514e-02,-1.27776740e-02, 4.18306841e-03,-3.01734284e-02, 1.09022101e-02, 1.05156898e-02,-5.00401063e-03, 2.30687158e-03, 1.57960167e-03,-1.21989381e-02, 6.25723647e-03, 4.23238007e-03,-4.96454025e-03,-6.65152073e-03,-1.77235007e-02,-5.34053985e-03, 1.12237930e-02,-1.37169315e-02, 1.65537989e-03,-3.96399526e-03, 6.90211251e-04, 2.00658217e-02,-1.69996955e-02,-1.04416860e-02, 2.07963306e-03,-4.62545129e-03, 1.34689286e-02, 1.17561352e-02, 1.08683789e-02, 9.21647903e-03, 1.00520020e-02, 3.84315709e-03,-4.39450657e-03, 4.31037135e-03,-1.16628744e-02,-1.19810598e-02, 3.31913307e-03,-4.17682575e-03,-1.84997777e-03"
Fannin Texas," 0.01765355,-0.03980096, 0.01699673,-0.01651817, 0.00165408, 0.00738026,-0.0115549 ,-0.01555777,-0.03151473, 0.01000809,-0.00151809, 0.03466998,-0.03610832,-0.00324157, 0.0043799 , 0.00159909, 0.01270332, 0.0056503 ,-0.00669893,-0.01677905, 0.00713544, 0.00010313, 0.01457678, 0.00268504,-0.00562254, 0.0125791 , 0.00034833,-0.01392583,-0.00193642, 0.0038677 ,-0.00976039,-0.01369637,-0.00231603,-0.01095336,-0.00032158, 0.00975415,-0.00332306, 0.00501573,-0.02752096, 0.0057064 ,-0.01100149,-0.00986475,-0.00333278,-0.00943107,-0.0035199 ,-0.00453017, 0.01288106,-0.01223988,-0.00096346,-0.00745716"
Faribault Minnesota,"-4.36851084e-02,-2.05803779e-03, 9.41444747e-03,-9.98174422e-04, 6.76428527e-03,-8.15478154e-03,-1.18503459e-02,-5.99957490e-03,-1.10866865e-02, 1.76528422e-03, 2.58886814e-02, 9.02232807e-03,-6.71741262e-04, 8.89097247e-03, 5.36506996e-03,-1.20660244e-02,-7.72551121e-03,-3.97753855e-03, 2.84643448e-03,-3.52918450e-03, 1.10968482e-02, 2.90320860e-03,-5.73538058e-03,-9.59356874e-03, 1.06658470e-02,-8.71726297e-06, 1.41480556e-02, 1.18754329e-02, 6.73400750e-03,-3.04813148e-03, 7.58552924e-03, 9.23004933e-03, 6.15164265e-03, 1.22662550e-02, 9.02219675e-03, 5.12654940e-03,-9.50128864e-03, 4.36856295e-04,-1.96694955e-03,-1.74015686e-02,-2.62223557e-03,-5.48651023e-03, 6.77962927e-03,-1.41612720e-03,-7.89866224e-03,-8.65982566e-03, 2.57551612e-04,-4.34642611e-03, 1.54067564e-03, 7.35128811e-03"
Faulk South Dakota,"-0.03473722, 0.1643192 , 0.02220968,-0.00366163, 0.01324843,-0.06306382,-0.07999184, 0.03849475, 0.01072369,-0.01599755, 0.08408209,-0.03103359, 0.01274382,-0.03704262, 0.01308242,-0.03593148,-0.00182522, 0.06667879, 0.01482451,-0.00245226,-0.02042382,-0.0213293 ,-0.01506635,-0.01535191, 0.03197731, 0.01602661, 0.00335588, 0.00023712,-0.02968038,-0.02933089,-0.00778003,-0.00378127, 0.01057324, 0.00394167,-0.01456138, 0.03710663, 0.03432837,-0.00674803, 0.00379505, 0.02151624,-0.00783882, 0.01040032, 0.0166814 ,-0.00550761, 0.01615978, 0.00435699, 0.0066768 ,-0.00376287,-0.01112717,-0.01294996"
Faulkner Arkansas," 0.04704969,-0.05157856,-0.0491583 , 0.00523378, 0.01685614,-0.03037268,-0.01787224, 0.01200348, 0.01089   , 0.00472574, 0.00598343,-0.00189509,-0.00908063,-0.01309697,-0.00307766, 0.01753259,-0.01375336, 0.00630572,-0.00422   ,-0.01221147,-0.00676991, 0.008816  , 0.00755881,-0.00462051, 0.00272205,-0.00234039,-0.01076555, 0.000144  , 0.01350299,-0.0050767 , 0.00154093, 0.00233424,-0.00291953,-0.00809971, 0.00257328,-0.00140485,-0.00044601,-0.00268277, 0.01316114, 0.01347343, 0.01833083,-0.00737211,-0.00780091,-0.00556566, 0.00291373, 0.00332782,-0.01002113,-0.00710021, 0.00162124,-0.00428721"
Fauquier Virginia,"-0.02832958, 0.00660523, 0.02206057, 0.00969318,-0.01703371, 0.02210446, 0.00893578,-0.00553931,-0.01250534, 0.02219697,-0.00755144, 0.00671294, 0.00228628, 0.01985243,-0.00732046, 0.01895859,-0.01358632, 0.01189508,-0.0011918 , 0.00726938,-0.01043143, 0.00123548,-0.00036333, 0.0152011 , 0.00773439,-0.00766606,-0.00152594, 0.00055721, 0.00531779, 0.00097158,-0.01857607, 0.00013308, 0.01186532, 0.00618549, 0.00247938, 0.00227301,-0.00571692,-0.00319705, 0.00136882,-0.00495875,-0.00467488,-0.00156093, 0.00375492,-0.00476531, 0.00786032,-0.01369762, 0.00031642,-0.00815994, 0.00099682, 0.003761  "
Fayette Alabama,"-3.40024382e-02,-2.48203352e-02,-1.10794290e-03, 2.39995029e-02, 6.94444627e-02,-2.27143727e-02, 1.26103149e-03,-6.21740287e-03, 1.62344929e-02,-1.61574017e-02,-4.00839001e-02,-1.44174853e-02, 6.37388881e-03,-1.09041557e-02, 2.79472838e-03, 3.46437446e-05, 1.71654130e-04, 7.36590300e-04, 6.97735045e-03, 5.90481935e-03,-3.00250016e-02,-8.08991306e-03, 1.50085045e-02,-5.81903988e-03,-1.22055402e-02,-2.06879526e-02, 4.72378917e-03,-1.29279923e-02,-1.27207842e-02,-8.18552822e-03,-2.95051206e-02,-1.17324591e-02,-1.06877265e-02, 7.28173321e-03,-1.60916557e-03,-1.03194697e-03, 6.85343891e-03,-1.38018532e-02, 2.89475545e-03,-2.22418876e-03, 9.95666906e-03,-1.05677117e-02,-1.31806843e-02, 3.57913435e-03,-1.02044549e-02, 8.34620465e-03, 2.95995758e-03,-1.08886370e-02, 1.57745108e-05,-1.35936029e-03"
Fayette Georgia,"-0.03373327,-0.04228455,-0.02945757, 0.00029284, 0.04361464,-0.02049417,-0.00729993,-0.01183477,-0.00032896,-0.00150311,-0.01139232, 0.00206942, 0.01690385,-0.00114408,-0.01539174, 0.00667631,-0.00230947,-0.00796324,-0.00979738, 0.0018743 , 0.00978642, 0.00553291,-0.00536183, 0.00338328,-0.00270539, 0.00143441, 0.01391899,-0.00462606, 0.00031919,-0.00432713,-0.01537107,-0.0131233 ,-0.00507485,-0.00210939, 0.00656006, 0.00301476,-0.00760051, 0.00498999, 0.00856712, 0.01545684, 0.00897279, 0.00960468,-0.00626003, 0.01328529, 0.00044027, 0.00097602, 0.01080125,-0.00026547, 0.00562393,-0.00974381"
Fayette Illinois,"-1.73996240e-02, 1.36946524e-02, 9.48769879e-03, 1.18424045e-02, 2.70914789e-02,-1.72135979e-02,-2.29432136e-02, 9.89540387e-03, 1.12562226e-02, 2.61932462e-02, 1.00303162e-02,-6.15582382e-03, 1.32401446e-02,-5.56027237e-03, 8.73814337e-03,-4.96831024e-03,-6.29409635e-03,-2.64356434e-02,-3.84697900e-03,-9.47761073e-05, 7.52506219e-03,-4.73963749e-03, 1.02055969e-03,-1.11686750e-04, 9.10078175e-03,-8.73201340e-03,-4.07074252e-03,-5.88765414e-03, 1.02162885e-03,-9.30608064e-03,-1.46979243e-02,-4.39503836e-03, 2.91102729e-03,-3.96360969e-03,-2.90306821e-03,-8.72815587e-03,-4.42330551e-04,-8.89369473e-03, 3.16158775e-03,-1.48640797e-02, 1.25636421e-02, 2.60967482e-03, 3.22816637e-03,-1.44312764e-03,-3.53625044e-03,-2.00881506e-03, 1.64054930e-02, 4.11906047e-03,-6.13462832e-03, 2.48752092e-03"
Fayette Indiana,"-0.02616093,-0.02612683, 0.01144217, 0.04900342, 0.01605242, 0.02174668, 0.00754777, 0.01536773, 0.00325009, 0.01526007, 0.00336362, 0.01657854,-0.00036077, 0.01499501, 0.01649166,-0.0078145 , 0.02074998,-0.01260847, 0.00986527,-0.00635138,-0.01043616,-0.00348403, 0.00109525,-0.00809519, 0.00062888, 0.00406611,-0.01287608,-0.00135403, 0.00199011, 0.004728  , 0.00363085, 0.00881401, 0.00098639, 0.00036367, 0.00941519,-0.00187507, 0.00685005, 0.00880231, 0.00414942,-0.01140404,-0.00948574, 0.01421757,-0.01384426, 0.00137938,-0.00695732, 0.00399998,-0.00139573,-0.00661137,-0.00901545, 0.00412025"
Fayette Iowa,"-2.39925049e-02, 5.25958128e-02, 6.18537562e-03, 2.36708950e-02, 8.08194745e-03, 3.90126719e-03,-1.62694249e-02,-4.59237963e-05, 7.45246001e-03, 2.70532612e-02,-1.01535255e-02,-1.16173644e-02,-1.28363110e-02, 1.82498842e-02,-3.84729030e-03, 2.01311354e-02,-8.15462321e-03,-7.18106923e-04,-1.60391256e-02, 3.58022912e-03, 9.18340124e-03,-5.38932742e-04, 9.82757751e-03, 4.54978133e-03,-1.02992691e-02,-1.13995618e-03, 1.17721558e-02,-2.84451735e-03, 1.42044807e-02,-7.76010624e-04, 9.68944095e-03,-7.03160092e-03,-1.05572613e-02, 2.03148946e-02,-9.79612768e-03, 1.43953301e-02,-1.79855805e-03,-7.10690685e-04, 9.36152006e-04, 1.69700681e-04,-5.47483237e-03,-2.64040101e-03, 9.43379756e-03,-3.13381053e-04, 5.17722871e-03, 7.57908123e-03, 1.34169254e-02,-9.62600484e-03,-1.25079360e-02,-5.94756566e-03"
Fayette Kentucky," 0.01556302,-0.0504246 ,-0.00846966,-0.01804479, 0.02060115, 0.02516148,-0.01695677,-0.00783903, 0.00602003,-0.01083543, 0.00817696,-0.01966037, 0.00911799, 0.00844014, 0.0130615 , 0.00048887, 0.01061818,-0.00139118, 0.00013795,-0.00736391, 0.00919199, 0.01211099, 0.00907969, 0.00062731, 0.01500228,-0.00629282,-0.00025212,-0.00554399,-0.01184254,-0.00210261,-0.02302408, 0.00020285,-0.02752847, 0.02324515,-0.00137751, 0.00038332, 0.00501965,-0.00611611,-0.01143765,-0.00825129, 0.00281075, 0.00263544, 0.0171999 , 0.01353644, 0.00491672,-0.00225187, 0.00232603, 0.01197357, 0.00373813, 0.00196566"
Fayette Ohio,"-2.2776563e-02,-3.8733494e-02,-1.4584674e-02, 5.9828416e-02,-1.7784148e-03,-4.7000628e-03, 3.9882064e-03, 3.1737205e-02, 2.8802648e-03, 7.2989324e-03, 5.8584672e-05, 5.5991509e-03, 6.7592734e-03, 9.5180264e-03, 5.6336951e-03,-1.5384148e-02, 6.0313162e-03, 1.2164272e-02,-7.8271097e-03,-2.4415809e-03,-6.1819912e-03, 9.9213910e-04,-8.8158069e-04, 6.6419267e-03,-1.3131381e-02,-1.8351662e-03,-1.8911522e-03, 5.4419116e-04, 8.0983434e-03, 7.2071883e-03,-5.5934093e-04,-2.1468845e-04,-5.6462910e-04,-6.4508393e-03, 4.4618000e-04, 6.2802797e-03, 1.1935774e-02, 2.1154324e-03, 8.9636818e-03,-9.5091946e-03, 1.6404480e-02, 1.9984419e-02, 3.7523368e-04, 2.4590741e-03,-2.8184877e-04, 7.4697235e-03,-1.8025675e-03, 9.7684015e-04,-1.8070005e-03, 4.1159711e-04"
Fayette Pennsylvania,"-1.5874214e-02, 2.2858970e-02,-8.5372962e-03, 1.2701936e-02,-6.1330121e-02, 2.9256619e-03, 1.9586608e-02,-5.1655350e-03,-1.6842738e-02, 1.7114012e-02,-1.7685689e-02, 5.8696973e-03, 1.0619440e-02,-4.8479121e-03,-1.1257536e-02,-1.4055937e-02,-6.6410871e-03,-3.5974667e-03, 1.9315518e-02,-5.5218521e-03, 9.2437519e-03, 1.6947981e-02, 7.6453034e-05, 4.5853090e-03,-1.5007686e-02, 1.7433949e-02, 1.0136950e-02,-3.8701312e-03, 1.2409336e-02,-4.8518251e-03,-4.3506324e-03,-1.1951718e-03,-7.4893096e-03,-8.8180471e-03,-5.9243562e-03, 2.4428083e-02, 3.4362469e-03,-7.1301195e-03, 8.1824828e-03, 6.4458610e-03, 1.5719445e-02, 8.1189433e-03, 9.8952954e-04, 9.9594770e-03,-2.3958427e-04, 2.0734182e-02, 7.0089437e-03,-5.9841340e-03, 5.5987127e-03,-6.2442588e-04"
Fayette Tennessee,"-0.01096781,-0.01237743,-0.02289225, 0.02690181,-0.00957708,-0.01907193,-0.00371089, 0.0030635 , 0.01586813,-0.00125663,-0.009521  ,-0.0104058 ,-0.00681373,-0.00660474, 0.01041712,-0.00857281, 0.00450306, 0.00331359, 0.02183435, 0.00540703, 0.00195353, 0.01037872, 0.00130823, 0.00355966, 0.00812424,-0.00153103, 0.00621872, 0.00212728,-0.00545001,-0.00093385,-0.00671851,-0.0232956 , 0.01126732,-0.0148915 , 0.00889814, 0.00790731,-0.01865812,-0.0026561 , 0.00345574, 0.00223366, 0.00852995,-0.01658455,-0.0060266 ,-0.00136188,-0.00513448,-0.01087483, 0.00597387,-0.00249615, 0.01067362,-0.01014969"
Fayette Texas,"-2.89255637e-03, 1.73796751e-02,-9.04911011e-03,-2.58203745e-02,-2.05861293e-02,-3.50867538e-03,-5.92401903e-03,-1.35585498e-02, 1.40606463e-02, 1.07468041e-02,-1.99080743e-02, 1.84172560e-02, 1.01278815e-02, 1.38579505e-02,-1.23994041e-03,-2.50913855e-03, 4.88480367e-03, 3.65466485e-03, 1.80751495e-02, 2.35351995e-02,-6.37638324e-04,-1.45622580e-05, 2.11132765e-02,-7.73844402e-03,-1.66884414e-03, 1.12870038e-02,-1.11902095e-02,-6.53260341e-03, 9.82788671e-03,-3.74861341e-03, 6.93548471e-03, 1.12271030e-03, 8.83347634e-03, 1.24342432e-02, 5.25898719e-03, 1.68715548e-02,-1.26043987e-02,-6.28601341e-03,-1.06878486e-03, 1.55405849e-02, 6.69434387e-03,-1.11536775e-02, 3.15791834e-03,-5.92385826e-04,-6.07449375e-03,-8.61849077e-03, 7.70292012e-03,-1.43502457e-02,-7.75677850e-03, 1.87791453e-03"
Fayette West Virginia,"-0.03165263,-0.01305482,-0.0106254 , 0.02898234, 0.00409452, 0.01025672, 0.01532824,-0.00895017,-0.01154473, 0.01511189, 0.01813934, 0.0063568 , 0.01378219, 0.00286791, 0.01779927, 0.01033405,-0.00509196,-0.01010745,-0.00377752, 0.00143989, 0.0031098 , 0.01903663,-0.004534  , 0.00215672, 0.00026314,-0.00870202,-0.01329154, 0.01159883,-0.01063168,-0.00386487,-0.00706264,-0.00170518, 0.01391355,-0.0065812 , 0.00285118,-0.00454755,-0.00566173, 0.00934215, 0.01308927,-0.02133757, 0.00962958, 0.00448721, 0.0044205 , 0.00547258,-0.00602824,-0.00087721, 0.00884633,-0.00324258, 0.00204047,-0.0035809 "
Fentress Tennessee,"-0.01590889,-0.02515807,-0.03104139, 0.02558657, 0.00239607,-0.03625365, 0.01777988,-0.04743139, 0.00754647, 0.01894793, 0.03167256,-0.00111536,-0.02327179,-0.00430046,-0.0112281 ,-0.00861579, 0.00367455, 0.00549951, 0.01279703, 0.00278005,-0.00592944,-0.02063484,-0.00918203, 0.00842812,-0.00672644, 0.01258104, 0.00631193, 0.01172633, 0.00181692, 0.01313954,-0.0062189 ,-0.000432  , 0.00823536,-0.02287101,-0.00308195,-0.00263259, 0.00850042,-0.00448028,-0.0115205 ,-0.0156784 ,-0.00728908, 0.01091329, 0.00978824,-0.01405698,-0.01175822,-0.01747302,-0.01387108, 0.00676304,-0.00802669, 0.00245227"
Fergus Montana,"-0.03373652, 0.07286118, 0.03445241,-0.02565385,-0.04075015,-0.02132474, 0.00159849,-0.0159063 ,-0.00687316, 0.00657085, 0.02749246, 0.02621086,-0.03545473,-0.02217844,-0.0046436 , 0.00938773, 0.00099897, 0.02312147,-0.00385997, 0.01594988,-0.02642215, 0.0089588 ,-0.01513841, 0.00431552, 0.00481297,-0.0158018 , 0.00091831,-0.0058854 ,-0.00175356, 0.03416487,-0.01586518,-0.03757002, 0.02031532,-0.00029529,-0.01561821,-0.00179027,-0.00347488,-0.00885526, 0.01928478,-0.00115836, 0.01530077,-0.00290847,-0.0213136 , 0.01645257,-0.00750473, 0.01063375, 0.01188819, 0.00307649, 0.00393233,-0.0052182 "
Ferry Washington,"-0.01646441, 0.0108075 ,-0.00511016,-0.02023916,-0.00676268,-0.00568584, 0.00059973,-0.00198234,-0.00175926,-0.0127706 , 0.00415554, 0.01289247,-0.01053197,-0.01332483,-0.02295075, 0.0063093 ,-0.00401828, 0.00187302,-0.00250887,-0.00216605,-0.00518845,-0.00160963,-0.00170838, 0.00513755, 0.00255513, 0.00235421, 0.0010353 ,-0.00044586,-0.00121808,-0.00065577, 0.00187128, 0.00541962, 0.01009905, 0.02656414,-0.00242053, 0.00994652,-0.01060037, 0.00780134,-0.00519998,-0.00248921, 0.0105334 , 0.00358143,-0.00135844,-0.00825843,-0.01007637,-0.00331526,-0.01372221, 0.00570855,-0.0078135 , 0.00423018"
Fillmore Minnesota,"-0.01820525, 0.08130663, 0.01421477, 0.00187336,-0.00664702, 0.00450839,-0.01352415,-0.00639763,-0.01376236, 0.02445706, 0.01605729, 0.00415394, 0.00813374, 0.00195201,-0.00299911, 0.00093126, 0.00663691, 0.00878296,-0.00102619, 0.00183846, 0.00733841, 0.00178102,-0.00918222,-0.01253984,-0.02135788, 0.01292077, 0.01292834, 0.00324252, 0.00592948,-0.01901274, 0.01535534, 0.00532532, 0.01413075, 0.01052843,-0.00286543, 0.00647395, 0.00284976, 0.00228857,-0.00250199,-0.00099108,-0.00910496, 0.00134064,-0.00887964,-0.00799392, 0.00473879,-0.00267771, 0.00325754, 0.00185788, 0.00527236,-0.0035318 "
Fillmore Nebraska,"-0.05747886, 0.07378087, 0.03201317, 0.00982907,-0.00325784,-0.0393819 ,-0.05837124, 0.02389619, 0.00546438, 0.02430851,-0.00562353,-0.02130941,-0.02195817,-0.00383272,-0.03346922, 0.04294473, 0.00024625,-0.03181379,-0.02124592,-0.00613595, 0.01826497, 0.01435012,-0.00312608, 0.02453928,-0.00811502,-0.01517144,-0.01165519,-0.00522797, 0.02804833,-0.00121358, 0.02331299, 0.01302515,-0.00816001, 0.01427249,-0.00696483, 0.03339157,-0.01360638, 0.0098823 , 0.00210935, 0.00085068,-0.01238282, 0.00988867,-0.00543509,-0.00090487, 0.01315522, 0.00991402, 0.01493071,-0.02946057,-0.00970509, 0.01471419"
Finney Kansas,"-6.51993090e-03,-2.71619670e-02,-1.85600240e-02,-3.31501067e-02,-1.58910807e-02,-3.73069244e-03,-1.98551510e-02, 1.21372025e-02, 2.08864380e-02, 9.53614339e-03, 1.78455678e-03,-4.22941148e-03, 1.72297601e-02, 2.52008525e-04, 1.67616531e-02,-9.67802666e-03, 7.63750728e-03,-7.04629393e-03, 1.33355171e-03,-8.54180381e-03,-1.30252056e-02, 8.98551941e-03, 1.71392647e-04,-4.93342464e-04, 1.07646622e-02,-1.42890587e-02,-7.63403857e-03, 4.62834537e-03,-1.28816767e-02,-5.17502381e-03,-1.95824541e-03,-3.48215201e-03,-1.45500177e-04,-5.44428453e-03,-2.09286110e-03,-1.75520661e-04,-6.81383768e-03,-1.02758305e-02, 1.00463093e-03, 8.94982927e-03,-1.06719583e-02,-2.72025517e-03, 7.27091776e-03,-1.42726200e-02, 1.82071887e-03, 2.63197115e-03,-4.25507315e-03,-9.56680905e-03,-3.38782847e-05,-6.16911799e-03"
Fisher Texas,"-0.03620492,-0.02796493,-0.01145007,-0.05895389, 0.00902503, 0.00373106, 0.00691674,-0.01354752, 0.00819014,-0.02111034, 0.00523683, 0.01199635,-0.03164145, 0.01809358, 0.01222112,-0.01657766,-0.01289573,-0.00703648, 0.02582367,-0.02588235,-0.00069417,-0.01289992,-0.02183876, 0.00011063,-0.01543644, 0.03335893, 0.0150915 ,-0.00092005, 0.00202774,-0.01113085, 0.01475825, 0.00063075, 0.00347005,-0.02374552,-0.00793747, 0.00884288,-0.02356591,-0.00048338,-0.01866361, 0.00678382,-0.01015514,-0.00312922,-0.00561337,-0.01180235,-0.00438936, 0.01294027, 0.00235895, 0.00735545,-0.00900933, 0.02864606"
Flagler Florida,"-1.07172523e-02,-1.44292489e-02, 2.35417858e-03,-7.54300058e-02, 8.66675377e-03,-1.00734206e-02, 1.06155491e-02,-3.05631245e-03,-1.18753091e-02,-2.74764281e-03, 2.65180301e-02,-2.93888878e-02, 2.69304588e-02,-6.22572005e-03,-1.78505443e-02, 1.05028262e-03, 1.90395154e-02,-1.61356311e-02, 2.34498084e-02,-1.03403581e-02,-1.94656309e-02, 1.71704479e-02, 8.04619025e-03, 1.57961007e-02, 1.27410600e-02, 1.06020225e-02,-6.78447424e-04, 1.44640794e-02, 1.00141242e-02,-2.21634824e-02,-1.90552883e-02, 1.31759280e-02,-1.14778364e-02, 2.72149593e-03,-2.72200182e-02,-1.09233027e-02, 1.49574550e-03,-5.99121122e-05, 3.35384929e-03, 2.72413772e-02,-5.18442178e-03, 1.41130015e-02,-8.93666118e-04,-7.96246249e-03, 5.90662647e-04, 1.64427087e-02, 2.62503000e-03,-2.91409553e-03,-2.02238709e-02,-4.45457269e-03"
Flathead Montana,"-0.01926261, 0.03219106, 0.02749902,-0.03034282,-0.02119306, 0.02987342, 0.00997463,-0.00663688,-0.01985014,-0.04988007,-0.00365044, 0.01187346,-0.02749281, 0.02202823,-0.00095786, 0.01818828,-0.02808932, 0.02581298, 0.01310714,-0.02194587,-0.01320801, 0.00106128, 0.00612437, 0.00843451,-0.02304945,-0.01059587,-0.00247614,-0.00457649,-0.0015222 , 0.00655462, 0.01995888, 0.00737768, 0.00276306, 0.01456224,-0.00892528,-0.00686666, 0.00727082, 0.00982979, 0.01571701, 0.01357906, 0.01703954, 0.00660265,-0.00881049, 0.00679262, 0.01321454, 0.00843495, 0.00046318, 0.00230246,-0.01671741,-0.01185018"
Fleming Kentucky,"-0.02399938,-0.05520716,-0.02339861, 0.07618207,-0.01332786,-0.00116115, 0.00979556,-0.02325184, 0.01217567, 0.01452604, 0.01203597,-0.01025412,-0.01971631, 0.00368825, 0.00114133,-0.01826466,-0.00094979, 0.03187107, 0.0163845 , 0.01993592, 0.02428401,-0.02207756,-0.01817797,-0.02809304,-0.00262914,-0.00770311, 0.0052434 , 0.0127494 ,-0.01973326, 0.01883069,-0.01818188, 0.00503121, 0.00315772,-0.01706151,-0.00157647, 0.00017803,-0.00707224,-0.00800549,-0.00805104, 0.01504371, 0.03767989, 0.003135  , 0.03158475, 0.01807544,-0.00186076,-0.02240261,-0.00406663,-0.00056032, 0.00678039, 0.00613289"
Florence South Carolina," 0.01739327,-0.02846204,-0.00952097, 0.01782245, 0.06225419, 0.00755292,-0.00536295, 0.00137774,-0.02261853,-0.01069132, 0.01083057,-0.01901421,-0.02030947,-0.0015756 ,-0.00430046,-0.00623812, 0.02023632,-0.00395269,-0.00882762, 0.0133308 , 0.00031086, 0.00488061, 0.02543336,-0.00757393,-0.00313129,-0.01768922, 0.00266398,-0.00029081,-0.02223248,-0.00286657, 0.00654661,-0.00443331,-0.0069135 ,-0.00759393, 0.00202081,-0.00510263, 0.00608995,-0.01243935, 0.00131882, 0.00054647,-0.00226928, 0.01115265, 0.00275181,-0.00512812,-0.0011306 ,-0.01202921,-0.00120718,-0.00046674,-0.00352201, 0.00710413"
Florence Wisconsin,"-0.01281805, 0.07988424, 0.02998301,-0.00400407, 0.03136227,-0.01516748,-0.04891676, 0.05167423,-0.03848205, 0.00270759, 0.03798847, 0.01308635, 0.00697464,-0.00805015, 0.00626627,-0.01158879,-0.01577936,-0.01478375,-0.00247202,-0.00848173,-0.00050669,-0.00999991, 0.00251288, 0.0002555 , 0.01636563, 0.02890353, 0.0106454 ,-0.00830331, 0.0007438 ,-0.02663699, 0.00558271, 0.01443823, 0.00165188, 0.00841007,-0.00196933, 0.00485394, 0.00926399,-0.00482488,-0.00984873,-0.00805904, 0.01569231,-0.00117525,-0.00502792,-0.00602177, 0.00116822,-0.01069681,-0.00179861,-0.00468679,-0.00662469,-0.0065273 "
Floyd Georgia," 0.00328435,-0.05183705, 0.01179277,-0.01144729,-0.00038411, 0.0366093 ,-0.02611467, 0.0121627 , 0.00620443, 0.00613391,-0.01042677,-0.00905374, 0.00854839, 0.00186476, 0.03191736, 0.00512534,-0.01513232,-0.00892045, 0.00712214,-0.00449333,-0.00609763,-0.01049524, 0.01330384,-0.00123744,-0.01121289,-0.00337978, 0.01563305,-0.01223975,-0.00426642,-0.0034321 , 0.00204072,-0.0057921 , 0.00655674, 0.00545308, 0.00194102,-0.00948654, 0.00791427,-0.00654736,-0.00402445,-0.00736036, 0.00709462,-0.00081945,-0.00326902, 0.00265502,-0.00578652,-0.00383171, 0.00976   ,-0.00473056,-0.0017075 ,-0.01159973"
