city,state,embedding
Sonoma,California,"-2.02579750e-02, 1.80386054e-02,-2.19466231e-02, 3.67820137e-02,-4.80860452e-02,-4.11432792e-02, 1.06347306e-01, 3.15876511e-03, 2.24094333e-02,-4.13845902e-02, 2.71853509e-02,-8.21015997e-02,-1.84997374e-03,-8.72770833e-03,-3.78252217e-02,-1.96987878e-02, 1.64308477e-02,-2.08604387e-02,-2.55694652e-02,-2.22515145e-02,-3.16052977e-02, 1.84978617e-02, 2.02440209e-02, 5.62634454e-02, 3.73030403e-02, 2.44569442e-02, 1.55868971e-02, 1.81483789e-02,-3.48554402e-03,-5.88067237e-02,-2.70911007e-02, 2.75131757e-02, 4.26526782e-02,-1.40892674e-03,-3.53118331e-02,-7.44108204e-03, 1.93170155e-02,-4.11789522e-02, 3.41017185e-02, 1.61104553e-02,-4.05973192e-02,-4.08873376e-02, 1.62933465e-02,-1.81628692e-02, 2.87454336e-02, 2.35955535e-02, 1.39656096e-02, 6.28013204e-02, 6.73630830e-03, 4.96651530e-02,-1.45081800e-02, 3.27606874e-02,-1.58936113e-02, 2.03884078e-02, 3.39084949e-02,-2.68424735e-02, 1.96788588e-02, 1.42304606e-03, 1.98191510e-03, 2.52462548e-02,-8.74087116e-03,-2.18805109e-02,-3.03585164e-02, 7.19123119e-02,-2.29324772e-02,-1.55257440e-02,-3.69375111e-02,-4.44217144e-03,-2.52950540e-02,-3.97042525e-02, 5.48844917e-03,-3.39655164e-03, 2.60401578e-02, 5.27027304e-02, 2.98003075e-02,-3.79159296e-02, 5.96948808e-02,-2.34574796e-02, 6.77301298e-05,-3.38953585e-03, 5.43262594e-03,-5.47340740e-03,-6.60632984e-02,-1.75672667e-02, 2.08056401e-02,-4.59046956e-03, 2.82290275e-03, 4.57722973e-02,-1.37806013e-02,-9.96151447e-03,-3.26240786e-02, 2.64625293e-02, 3.17417691e-02, 3.56716508e-02,-6.22796525e-02,-1.32379213e-02, 2.65481326e-02, 5.39012046e-03,-7.80534972e-02, 1.75588264e-01, 2.47976690e-02, 1.81571924e-02, 1.30017857e-02, 3.48500417e-02,-3.33054469e-02,-5.07723952e-03,-2.88848333e-02, 5.07284586e-02,-2.44864990e-03,-1.84363985e-02,-1.93218316e-02,-4.63069180e-03,-5.50629855e-02,-1.77687238e-03,-4.64110134e-03, 2.71491823e-02, 3.08934617e-02,-3.38516286e-02, 4.71626770e-02,-2.39839295e-02,-2.72632487e-02, 3.84635967e-02,-6.84052069e-02,-2.65753437e-02,-6.42583222e-02,-6.12073153e-02,-1.36702550e-02,-4.12327874e-33, 2.05329323e-02,-7.69928904e-03, 3.19773759e-02, 1.32242941e-02, 4.76502867e-03, 2.58129309e-02, 1.43880095e-02, 9.81002545e-05,-6.02049908e-02,-1.15174886e-03, 8.28303171e-03, 2.73168015e-05,-7.44096506e-02, 6.13333094e-02, 7.84821861e-02, 8.13763155e-02,-4.44014899e-03, 3.83424172e-02,-2.81867679e-02,-3.48261774e-02,-6.17793185e-03, 5.76400828e-02, 1.85564174e-02, 5.38071899e-02,-3.49235330e-02,-3.69991710e-02,-1.44385020e-02,-3.33419035e-02,-1.70189077e-02, 2.33051647e-03, 7.31731284e-03, 5.03800801e-02, 1.54026729e-02,-3.28405896e-03,-3.20143778e-03,-5.69608480e-02, 2.99218619e-02,-4.00731944e-02,-5.99227624e-03, 1.06756604e-02,-2.23250003e-02, 2.86492574e-02,-1.28676637e-02, 2.23994639e-02, 2.32719563e-02,-2.12764194e-02, 1.14245710e-02, 3.37305019e-02,-1.60575625e-02, 4.49782606e-02,-2.10637908e-02,-1.61164321e-02, 9.79689090e-03, 1.30243249e-02, 1.02638543e-02, 2.84180237e-03, 2.28115897e-02, 1.55132210e-02,-1.06332145e-02,-4.08694514e-02,-4.98089351e-03, 9.22474566e-02, 4.38891536e-03, 3.70297988e-03,-1.16684584e-02,-3.07838382e-02, 2.73846437e-02, 1.72835287e-02, 5.05784070e-02,-1.92975309e-02,-1.63181904e-02, 5.84613758e-04, 9.07658540e-02, 6.69969009e-02, 6.86855485e-04, 3.43623229e-02, 1.09830769e-02,-6.37011165e-03, 4.12509224e-02,-4.77317314e-02,-2.74589676e-02,-8.95887696e-03, 3.13890741e-03, 2.41227970e-02,-5.94109490e-03, 9.04724762e-02, 3.57260904e-03,-2.21441429e-02, 6.38083934e-02, 2.24578810e-02,-9.95940936e-02,-1.59218345e-02, 5.90108088e-02,-1.29209841e-02,-3.08515793e-02, 2.82663550e-33,-3.67493329e-02,-6.22366263e-02, 2.11303069e-03, 3.75368680e-02, 3.15436775e-02,-2.07034974e-02, 3.63419262e-04,-6.37831479e-03, 7.65255749e-03, 1.03187643e-02,-2.66088066e-02,-5.90358056e-02, 9.71511322e-02, 3.07407972e-02, 9.51615287e-03, 5.27951917e-02, 3.28073628e-02,-1.08182712e-02,-1.87162359e-02, 2.80580909e-02,-5.43527092e-02,-2.75455352e-02,-3.67836070e-02,-8.91874981e-03,-2.11955366e-02,-3.85534205e-03, 3.07409577e-02, 1.50927605e-02,-4.20768592e-02,-5.71181908e-02,-1.59680555e-02,-3.91591061e-03,-1.32838461e-02, 1.54653571e-02,-2.73867538e-02, 1.25351337e-01,-1.10351131e-02, 8.88422852e-03, 3.03581444e-02, 2.03157145e-02,-1.00671843e-02,-1.69437409e-02, 1.61354541e-02, 1.13621899e-01, 1.05814909e-02,-2.39512935e-03,-3.24249956e-02,-1.41925025e-02,-6.70241861e-02,-8.49822984e-04,-5.08702263e-02,-5.00249956e-03,-1.74373256e-02,-1.78548030e-02,-1.46496956e-02, 1.34830999e-02,-3.24120108e-02,-2.75705148e-02,-2.84290276e-02,-2.26107099e-02, 1.06678374e-02, 1.42094514e-02,-8.11638456e-03, 1.54373613e-02,-2.01050442e-02, 8.58685492e-03,-3.47368960e-02, 9.68098828e-03, 1.18782151e-02,-1.26325716e-02, 1.00785814e-01, 1.47613244e-03,-4.85711386e-02, 1.39497769e-02,-4.47327589e-02,-6.31938919e-03,-5.20246849e-02, 2.00217427e-02, 1.21430527e-02,-1.30748834e-02,-2.71995573e-02,-4.82398909e-02,-3.86657148e-02, 4.52258744e-02,-3.00586612e-02,-2.10222219e-02,-1.77469928e-04, 2.59893293e-02, 5.54010396e-02,-1.17118457e-02, 8.31780841e-03, 4.11439380e-02,-5.30905101e-02,-4.06305970e-02,-9.92188381e-03,-1.24320034e-08, 3.30378330e-03,-9.19571759e-03,-1.75013748e-02, 2.08971603e-02, 2.56014982e-02,-1.40170677e-02,-1.67097548e-02, 5.88270986e-03, 2.97225891e-02,-1.76508546e-03,-4.57820281e-02,-2.66417589e-03, 4.12163545e-02,-2.46031900e-02,-1.41057450e-02,-3.78724912e-02, 3.10210012e-02, 6.20830297e-02, 3.42266714e-03, 5.41771856e-02, 4.70657605e-03, 2.83807206e-02, 3.38044797e-02, 4.22547704e-03,-6.15442686e-03,-1.57385906e-02, 2.45314879e-03, 3.96229156e-02, 3.02258363e-03,-3.80655364e-02,-1.51056343e-02, 2.04698524e-02,-3.90878367e-02,-3.19326264e-02,-7.37275212e-03,-6.45924349e-03,-3.54493776e-02,-2.55084143e-02, 9.76323150e-03,-3.54653404e-02, 1.30620496e-02,-1.73350436e-02, 9.10612725e-03,-3.29846176e-02,-2.90312650e-02,-2.45223168e-02,-2.21254599e-02,-2.98930286e-02,-2.97264697e-03,-1.48413429e-02,-9.82811637e-03,-1.68723969e-02, 3.49084930e-02, 2.66098002e-02, 6.73609202e-02, 7.41483923e-03, 2.35884238e-02, 2.64219216e-02,-4.10960432e-03, 1.03190980e-02, 6.70255153e-02, 2.45898017e-02, 3.78273185e-02, 4.03757623e-03"
Washington,Arkansas,"-3.43591166e-02, 2.04000697e-02,-1.69326911e-02, 4.90561828e-02,-3.78700782e-02,-3.29489440e-02, 9.78566305e-02, 2.79854095e-04, 2.36893536e-02,-3.88703832e-02, 4.53165530e-02,-8.45050421e-02, 1.13482521e-03,-9.79667349e-03,-6.60750067e-03,-2.98855275e-02, 2.54999845e-02,-1.48984003e-02,-1.83899696e-02,-6.56918316e-02,-4.92036756e-02, 1.42680731e-02, 1.04622894e-02, 3.72940394e-02, 2.08083681e-02, 1.87808804e-02, 1.60320200e-02, 1.53615873e-02,-2.45078070e-03,-5.83959737e-02,-2.47939826e-02, 3.45741482e-02, 3.16544546e-02, 1.70211734e-02,-2.77780542e-02,-9.90198002e-04, 1.48806645e-02,-3.63079170e-02, 4.17645271e-02, 1.01544613e-02,-3.40947410e-02,-3.26860813e-02, 2.74268369e-02,-3.61898219e-02, 3.22518001e-02, 2.52525605e-03,-6.05301659e-03, 2.54615167e-02, 9.18796696e-03, 4.42486286e-02,-2.10810330e-02, 9.95930862e-03,-2.45583670e-02, 2.73533862e-02, 2.71575114e-02,-2.16459493e-02,-7.84110809e-03,-5.19587575e-03, 3.35599341e-03, 2.72123175e-02, 2.55950147e-03,-1.81826077e-02,-2.77151011e-02, 5.80832626e-02,-1.78265486e-02,-2.22476381e-02,-2.99588586e-02, 3.15514984e-02,-8.23464038e-03,-4.35225211e-02, 1.13381247e-02, 3.81890193e-03, 2.35188373e-02, 4.24260403e-02, 1.96249890e-02,-4.20179063e-02, 5.15385588e-02,-1.62428629e-02, 2.20904482e-03,-8.87887019e-03,-2.52235338e-03, 6.01055809e-03,-4.96703366e-02,-8.11426818e-03,-5.21864899e-03, 1.71742918e-03,-1.11036014e-03, 2.37738729e-02,-7.92992702e-03,-3.44278571e-03,-2.11072742e-02, 3.05494870e-02, 2.06888519e-02, 2.17386032e-02,-5.98267669e-02,-7.73043877e-03, 2.15686003e-02,-3.05187931e-03,-5.10173486e-02, 1.56761893e-01, 1.61824865e-02, 3.12448101e-02, 1.85593390e-02, 4.67655632e-03,-1.91028888e-02,-1.60954759e-02,-3.87235063e-02, 3.89478297e-02, 1.78370394e-02,-1.15331677e-02,-3.20248928e-02, 9.80205574e-04,-5.39198348e-02,-8.46716575e-04, 1.70856774e-03, 3.72053021e-02, 3.15594807e-02,-2.06057296e-02, 1.95129484e-02,-9.07318761e-03,-2.44651144e-02, 1.16481356e-02,-4.67437494e-02,-3.42181672e-02,-5.99862932e-02,-3.97337619e-02,-8.36488036e-03,-3.71341316e-33, 2.74787630e-02,-1.10784113e-02, 3.70221535e-02,-1.37008013e-03, 2.23603868e-02, 1.97044670e-03, 2.02816344e-02,-8.83473962e-03,-5.83192052e-02, 8.59953633e-03,-2.45591824e-02, 5.94988496e-03,-8.41480390e-02, 2.88356798e-02, 8.58543490e-02, 6.14913149e-02,-1.21610678e-02, 3.60522306e-02,-2.19506806e-02,-2.50470214e-02,-3.30492788e-03, 4.99540515e-02, 7.90924392e-03, 3.48300406e-02,-3.34210308e-02,-2.00847855e-02, 4.95250258e-03,-3.90049294e-02, 1.39686698e-02, 1.82436523e-02, 2.24677913e-03, 3.17507105e-02, 2.03619031e-03, 1.05164855e-02,-2.64529898e-02,-5.09710435e-02, 5.77876239e-03,-3.67185715e-02,-2.16380021e-03, 1.96536067e-02,-7.82908388e-03, 2.28814496e-02,-1.97945605e-02, 1.88834575e-02, 7.13220968e-04,-8.33764909e-03, 1.90585754e-02, 1.75610543e-02,-1.30032787e-02, 4.92758366e-02,-4.18077476e-02,-1.63593190e-02, 8.57096655e-03, 3.58621840e-02, 2.34632227e-03,-1.91396919e-02, 3.41771210e-02, 1.10595420e-03,-1.06887342e-02,-1.77695717e-02, 1.04639755e-02, 8.53697484e-02,-1.65488585e-02,-2.86215503e-03,-6.79240922e-03,-3.86740646e-02, 1.19213930e-02,-5.49808938e-03, 6.08979290e-02,-2.50537923e-02,-6.48076840e-03,-5.72891500e-04, 7.38358018e-02, 5.06386776e-02, 5.30272777e-03, 9.61224848e-03,-7.20881548e-03, 7.13550030e-03, 7.68538679e-03,-7.12199801e-03,-1.16980419e-02,-5.71247535e-03,-1.81580865e-02, 3.27906188e-02,-1.36671961e-02, 7.64086025e-02,-5.34315786e-03,-3.04653919e-02, 5.19438379e-02, 8.79119440e-03,-1.09696020e-01, 7.22892248e-03, 6.76541879e-02,-4.22884580e-03,-4.18198553e-02, 2.65689838e-33,-1.11285161e-02,-6.11907397e-02,-7.86180177e-03, 4.52090497e-02, 3.17409340e-02,-1.21974741e-02, 2.40471637e-02,-5.25621009e-03,-2.01411095e-03, 1.01526221e-02,-2.80394434e-02,-3.81168800e-02, 9.44878168e-02, 3.60794127e-02, 2.74780873e-02, 4.88973755e-02, 4.24766134e-02, 2.27438635e-02,-3.29572043e-02, 2.88629201e-02,-3.82747295e-02,-2.11340544e-02,-4.38409726e-02, 8.51723867e-03,-5.92432443e-03, 1.64151706e-02, 3.81587129e-02, 1.08833969e-02,-6.52733805e-02,-2.56171582e-02,-1.97159864e-02,-1.31765380e-02,-4.39917163e-03, 3.16940832e-02,-2.33877401e-02, 5.35807161e-02,-1.88813858e-02, 1.69595463e-02, 1.07273994e-02, 2.68716044e-02, 8.57154644e-03,-1.13161963e-02, 8.06289326e-03, 1.07787207e-01,-4.85131700e-03,-6.40898594e-03,-2.49507778e-02,-1.29893869e-03,-2.52041768e-02,-1.45048573e-02,-3.98381389e-02,-5.70412348e-03,-8.02837862e-03,-1.71204476e-02,-8.78049459e-03, 1.65175143e-02,-3.69308698e-02,-8.30290720e-03,-3.06894506e-02,-1.54231224e-02,-5.88098196e-03, 2.01723629e-02,-3.15369184e-03, 2.02386496e-02,-8.92761431e-03, 2.54191407e-02, 4.44206549e-03,-5.40439189e-03, 2.24862561e-02,-4.27790849e-02, 9.46065177e-02, 7.60590262e-03,-1.63715244e-02, 1.97499388e-02,-4.83740455e-02,-1.30481604e-02,-4.77111374e-02, 2.95537007e-02, 4.81747979e-03,-8.33458877e-03,-1.53147529e-02,-3.07296964e-02,-1.60746299e-02, 2.35193699e-02,-1.69606618e-02,-9.88614376e-03, 1.47903627e-02, 3.24529686e-02, 3.86938605e-02,-1.59671934e-02, 1.55508312e-03, 4.79427769e-02,-4.18233800e-02,-1.91809191e-02,-2.66103304e-03,-1.23598847e-08, 7.84109572e-03,-3.22229373e-02,-1.74860247e-02, 3.26320502e-02, 1.66379088e-02,-5.24503786e-03,-1.06145066e-02, 7.59166282e-03, 2.62555268e-02, 9.56608312e-03,-2.98290608e-02, 1.94494137e-02, 1.74617526e-02, 5.19182619e-03,-3.22444767e-02,-4.26177945e-02, 3.34343755e-02, 5.65613465e-02, 3.57129740e-03, 2.39512527e-02, 2.73343717e-03, 9.35654709e-03, 4.64800235e-02, 2.96733907e-03,-7.64789779e-03,-1.33730996e-02,-1.03699353e-02, 4.85374748e-02, 1.17320438e-02,-3.21368148e-02,-1.96392565e-02, 2.27629391e-02,-4.23630900e-02,-1.43950939e-02, 5.48886815e-03,-1.98202967e-02,-2.96126438e-02,-2.72505731e-02,-9.55773852e-03,-3.19852070e-02,-6.72011399e-03,-2.12164243e-02, 8.78226186e-03,-3.01618250e-02,-3.47204202e-02,-1.84847547e-02,-6.15422089e-03,-2.92457474e-02,-4.40052812e-03,-9.18520464e-03,-1.60235242e-02,-1.18818959e-02, 4.07309374e-02, 1.79380166e-02, 4.41397756e-02, 8.03508311e-03, 1.65222601e-02, 1.59249252e-02,-2.13872533e-02, 1.93974084e-02, 7.29610366e-02, 1.81892847e-02, 2.72031424e-02, 8.86136732e-03"
Bartow,Georgia,"-5.11814244e-02, 3.34191397e-02,-8.10209103e-03, 5.75771444e-02,-2.16186736e-02,-4.83069457e-02, 1.32485762e-01, 1.63717044e-03, 4.37732115e-02,-2.73965113e-02, 9.87935364e-02,-8.61097574e-02,-2.25733388e-02,-4.12235297e-02,-3.70553173e-02, 3.54471803e-02,-1.74167915e-03,-6.16993662e-03,-7.65897259e-02,-8.54358226e-02,-1.04552612e-01,-4.19490486e-02, 2.95057707e-02, 3.91309038e-02, 3.79418917e-02,-5.04384451e-02, 3.57744587e-03, 4.98023108e-02, 8.22173730e-02,-7.26528764e-02,-9.57080424e-02, 7.38793239e-02, 4.82034646e-02, 4.46643531e-02,-3.53204347e-02, 2.06796043e-02,-1.02762245e-02,-6.93048984e-02,-1.24006439e-02, 3.29256169e-02, 6.97424961e-03,-3.81979649e-03, 1.08773477e-01,-7.77115971e-02, 6.20111153e-02, 4.99120392e-02, 1.16945209e-03, 1.44541478e-02,-5.38144708e-02, 5.54432683e-02,-1.95326196e-04, 7.20664710e-02,-1.40499454e-02, 5.86296134e-02, 1.85318310e-02,-3.50912660e-02, 8.38343613e-03,-1.43623250e-02,-3.05345133e-02, 4.90996009e-03,-1.06185772e-01, 5.27087785e-02,-3.40305828e-03, 7.36058652e-02, 7.10906787e-03, 2.57262234e-02,-3.13153602e-02, 3.99013236e-02, 1.52880335e-02,-3.39296684e-02, 2.23529004e-02,-1.01319289e-04, 1.00933490e-02, 3.39758582e-02, 2.92115007e-03,-8.90672877e-02, 8.62341002e-02,-3.92568707e-02,-9.21314675e-03,-5.70995808e-02, 1.33156851e-02, 3.58181112e-02,-1.48382345e-02, 1.39793679e-02, 3.70810218e-02,-2.17734762e-02,-5.35980538e-02, 6.55079409e-02,-4.06376757e-02, 3.99590321e-02,-5.61982132e-02, 9.86329541e-02, 3.90279107e-02, 9.19308066e-02,-5.48339337e-02, 6.31153360e-02, 4.66342978e-02, 5.86317247e-03,-1.17040306e-01, 1.58061564e-01, 1.68434978e-02, 7.20147118e-02, 1.56800374e-02,-2.37356555e-02,-3.54570970e-02,-5.58157265e-02,-9.32617858e-02, 5.67037649e-02, 1.89459231e-02,-3.75507586e-02, 1.73424780e-02,-1.02446387e-02,-6.30404204e-02,-1.25560546e-02, 1.48556903e-02, 1.63262524e-02,-1.86120309e-02, 2.44507901e-02,-2.00957786e-02,-4.61919084e-02,-5.06584160e-03, 2.20389944e-02,-4.61637974e-02,-7.49536082e-02,-4.04072292e-02,-3.16806696e-02,-5.23470482e-03,-4.35664545e-33, 7.28107616e-02,-7.90069159e-03, 4.57972996e-02,-3.69988196e-02,-3.22535150e-02,-3.85332592e-02, 9.38924029e-02,-1.13681769e-02,-9.70956013e-02,-9.94117931e-03,-3.68518569e-02, 1.41091542e-02,-1.64199233e-01, 2.94831283e-02, 1.21584922e-01, 9.67551246e-02,-3.53769362e-02, 1.88741513e-04,-4.14502472e-02,-1.68681890e-02, 6.33676425e-02, 1.11467600e-01, 3.09649743e-02,-1.44871129e-02,-2.41382532e-02,-8.70558023e-02, 3.40299867e-02,-3.47363725e-02, 1.58300698e-02, 1.47732645e-02,-2.16880930e-03, 6.31833375e-02, 1.26205673e-02, 2.16539726e-02,-3.45248021e-02,-6.47647455e-02, 5.80053516e-02,-2.11492889e-02,-5.48268342e-03, 5.02776131e-02, 4.45558839e-02,-1.94408894e-02,-4.72256318e-02,-1.70036629e-02,-2.29591727e-02,-3.73170450e-02,-8.31060298e-03,-6.38526455e-02,-7.52686635e-02, 5.90223372e-02,-6.25261292e-02,-1.19318664e-02, 4.53707278e-02, 9.56513733e-02, 5.79708554e-02,-2.79032513e-02, 5.11651672e-02,-4.91546206e-02,-8.27828869e-02,-3.02028656e-02,-2.00565197e-02, 6.12048917e-02,-1.62226371e-02, 5.40259257e-02, 1.33211613e-02,-3.92540656e-02, 2.13209111e-02, 1.84896626e-02, 2.91650090e-02,-9.08386782e-02,-6.69972179e-03,-1.16703212e-02, 1.05236895e-01, 2.23195963e-02, 8.91307089e-03, 9.93019156e-03,-3.65829021e-02,-3.76959927e-02, 3.83152664e-02,-3.06383278e-02,-3.73283513e-02,-6.07868144e-03,-4.38909009e-02, 4.56144288e-02,-3.37857828e-02, 8.97543132e-02, 3.83657776e-02, 3.81939560e-02, 1.12778522e-01,-5.01808003e-02,-1.34537637e-01,-5.47053106e-02, 1.46917731e-01,-1.28015596e-02,-6.41392469e-02, 3.78474761e-33,-1.10791869e-01,-3.17308865e-02,-2.61749066e-02, 5.30107319e-02, 5.25699928e-02,-4.23983857e-02, 6.42878860e-02, 1.30412141e-02,-2.58284863e-02, 3.66774797e-02,-5.87470867e-02,-7.46427700e-02, 7.38200992e-02, 8.47795606e-02, 3.53792980e-02,-6.01452449e-03, 5.26821800e-02, 9.30889547e-02,-3.88078652e-02, 4.70501743e-02,-3.81751135e-02,-9.96420756e-02,-7.04271272e-02, 5.24388801e-04, 3.21205631e-02, 5.51133044e-02, 6.98092282e-02,-7.16512427e-02,-3.00439000e-02,-4.29611541e-02,-3.06617431e-02, 2.52117794e-02, 1.03661027e-02, 5.60823046e-02,-1.27873169e-02, 2.11058594e-02,-3.78357321e-02,-3.46964337e-02, 5.36256749e-03, 4.86348104e-03, 9.40531213e-03,-4.72719818e-02, 6.81737950e-03, 1.23006038e-01, 3.02126557e-02, 1.50178522e-02,-5.72929494e-02, 2.66543534e-02,-3.32457833e-02, 2.78344881e-02,-2.25604251e-02, 9.14144516e-03, 1.41235953e-02,-3.33765745e-02,-3.44993286e-02,-2.93924268e-02, 1.18140895e-02,-5.32540716e-02,-8.43645260e-03,-3.69535983e-02, 2.16117576e-02, 2.99988724e-02, 1.95751730e-02, 1.61396340e-02,-5.70569448e-02, 5.36559746e-02, 6.95986003e-02, 6.21986538e-02, 1.68972630e-02,-1.36854216e-01, 1.49540201e-01, 1.82131361e-02,-2.44366098e-02, 3.06009203e-02,-5.36494814e-02, 7.98776187e-03,-9.40582976e-02, 6.30987138e-02, 4.63854223e-02, 2.31659077e-02,-5.73975733e-03,-4.69936915e-02, 3.48157287e-02,-6.02943543e-03,-5.32269850e-02,-3.34837101e-02,-2.83460040e-02, 5.29150218e-02, 4.69160788e-02,-5.33083603e-02, 8.13035108e-03, 3.67553383e-02,-4.71681766e-02,-1.63507219e-02,-2.97234505e-02,-1.18854881e-08,-3.74571271e-02,-5.15215769e-02,-4.41643484e-02,-7.00364728e-03,-1.55918077e-02, 1.32711427e-02,-1.53921144e-02, 2.76733190e-02, 8.02941173e-02,-1.64792538e-02, 2.26780120e-02, 1.47048933e-02,-4.23204061e-03, 2.81870458e-02,-4.74502221e-02,-5.40139973e-02,-2.02176534e-03, 5.32436371e-02, 3.93057503e-02,-5.49686560e-03, 6.95863739e-04, 4.15717950e-03, 5.37912548e-02,-2.41514365e-03,-4.79731932e-02, 1.82891599e-04,-7.45946094e-02, 5.73219843e-02,-6.30976167e-03,-5.63699901e-02,-7.61792362e-02, 2.28280369e-02,-2.20414102e-02, 5.15265390e-02, 2.85227951e-02, 3.06529924e-02, 2.33084112e-02,-5.46917208e-02, 5.57037182e-02, 3.57054500e-03, 1.96509343e-02,-1.49657596e-02, 4.83727232e-02,-4.61767875e-02, 7.25972652e-02,-1.14285931e-01,-3.45817488e-03,-6.17355891e-02, 2.68731210e-02,-3.03097386e-02,-2.63869427e-02,-5.11089675e-02, 3.79367173e-02, 5.52772358e-03, 4.54035588e-02, 2.08934769e-02, 3.36048640e-02,-2.62467656e-03,-1.89855825e-02, 4.91458774e-02, 9.31919143e-02, 2.09778454e-02, 3.96294221e-02, 8.39544609e-02"
