county,embedding
Mobile Alabama,"-1.37955204e-01,-1.33903682e-01,-5.34802899e-02,-4.28097323e-02, 5.14755724e-03,-2.07652878e-02, 4.06560861e-02, 2.24879589e-02, 9.62070283e-03,-1.93445757e-03, 1.98824797e-03,-1.27755655e-02,-3.39760748e-03,-4.17773332e-03, 1.10221123e-02, 4.01616748e-03,-2.15697219e-03,-1.53502624e-03, 3.04349000e-03, 6.41969312e-03,-3.82479932e-03,-2.66832463e-03,-7.12733343e-03, 6.05874369e-03,-2.38027098e-03, 3.31626204e-03,-1.18143554e-03, 4.55364527e-04, 8.76164180e-04,-3.26189026e-03, 5.00114774e-03,-5.17133267e-05,-1.65200629e-03, 6.26471126e-04,-1.06755341e-03, 1.23167541e-04,-9.66408348e-04, 7.65396864e-04,-4.33066831e-04,-1.10762296e-04,-9.70241264e-04, 1.67023728e-03,-9.51740600e-04,-1.50797691e-03, 5.07464050e-04,-1.64277211e-03, 7.45435711e-04,-3.41826328e-03,-1.24983198e-03,-1.45377254e-03"
Modoc California,"-0.01964559,-0.0349281 , 0.0478848 , 0.03028692, 0.05058438,-0.04514886,-0.00248004, 0.04601203, 0.01392395,-0.00902732, 0.01186358, 0.00932597,-0.00230152,-0.00441269,-0.00693438, 0.01223252, 0.00773994, 0.01289466, 0.00446673,-0.02454257, 0.01158812,-0.00101583,-0.01900695,-0.00227747,-0.00407327,-0.00728695,-0.00434228,-0.00574042,-0.00994197, 0.00499852,-0.0021088 ,-0.00647202,-0.00067853,-0.0233239 , 0.00468121, 0.00340999,-0.00801262, 0.00640431, 0.00293306, 0.01291849,-0.01086336, 0.00522239,-0.00080189, 0.00188576,-0.00572646,-0.00096992, 0.00334013, 0.00382179,-0.00080868,-0.00535803"
Moffat Colorado,"-0.01964977, 0.02006031,-0.07252411,-0.03112523,-0.0461932 , 0.00127201, 0.00502484, 0.01027884,-0.00940648,-0.01487117,-0.00943026, 0.02596817, 0.00124878, 0.0084789 ,-0.00396577,-0.00140748, 0.01914954, 0.01459702,-0.01818835, 0.00429354, 0.00085448,-0.00221629, 0.00495729,-0.00242187,-0.00444227,-0.00383492, 0.00044832,-0.00026364,-0.00346302, 0.00110066, 0.00064834, 0.00412641, 0.00533686, 0.00557432,-0.00286443,-0.00661577, 0.00036753,-0.0049759 , 0.0072347 , 0.0033703 , 0.00094263,-0.001266  ,-0.00041802, 0.00212611,-0.0006404 ,-0.0015886 , 0.00456595,-0.00317304,-0.00197781,-0.00067887"
Mohave Arizona,"-0.0298257 ,-0.10288728,-0.04276022, 0.05471113,-0.0069605 , 0.01852213,-0.0109929 ,-0.00745172,-0.01828704, 0.00278882, 0.00118195,-0.00795039,-0.00328196, 0.00319285,-0.00533523,-0.00160943, 0.00478175, 0.0252058 , 0.01085385,-0.00871234,-0.01832866,-0.00043664,-0.00246521,-0.00338144,-0.00974886,-0.00157639,-0.00446296,-0.0039183 , 0.00173979,-0.00093265, 0.00535342,-0.00196977,-0.00709324, 0.00157423,-0.00525809, 0.00269431, 0.00177715,-0.00616406,-0.00267319,-0.00166769, 0.00142002,-0.00028013,-0.00070697,-0.00195761,-0.00113719, 0.00036779, 0.00075503,-0.00127298,-0.00083338,-0.00047856"
Moniteau Missouri," 3.7097521e-02,-1.7813314e-02, 5.3917900e-02, 1.0292488e-01,-2.7487954e-02,-8.3429301e-03,-2.4155870e-02,-3.4571417e-02,-7.8276225e-04, 1.3717596e-02, 8.7487727e-04, 7.3248772e-03,-1.6448677e-02,-1.7711673e-02, 2.3196183e-02,-4.4937287e-03, 1.1285098e-02,-4.4612195e-03,-1.1339684e-02,-6.4442763e-03,-8.7569579e-03, 2.7423780e-03, 5.3455452e-03,-2.6972273e-03, 1.7603770e-03,-5.4500689e-04,-1.3986239e-03,-1.3112872e-03,-1.9361943e-03, 6.5828627e-04, 9.7616663e-04, 7.1939518e-04, 4.8040753e-04, 6.8070303e-04,-1.7081946e-03, 1.2871028e-03,-9.6187560e-04,-7.7022455e-04, 1.3129268e-04, 4.6094137e-04,-3.1876456e-04, 3.0220939e-05, 8.6604683e-05,-8.4216666e-04, 4.2036767e-04, 2.4685657e-04,-2.8062041e-04,-1.2079862e-04, 9.0454414e-05, 2.6268107e-04"
Monmouth New Jersey,"-1.4613949e-03, 8.7270932e-03, 1.3931212e-01,-2.3266856e-02, 3.1823639e-02,-3.8829893e-02, 1.3074502e-02,-6.0356641e-03, 1.0562686e-02, 2.5753125e-03, 2.2613192e-02, 1.0429294e-02, 1.6319044e-02,-4.7616144e-03,-9.9609466e-03,-1.0036709e-03,-8.1956387e-03, 4.9307570e-03, 2.2437651e-02,-4.3750450e-04, 3.3893005e-03,-1.2736482e-02, 3.6023178e-03,-3.6453223e-03,-7.9409741e-03, 9.9674595e-05,-8.7356307e-03, 1.5282115e-03, 2.0838447e-03,-1.3017573e-03, 3.8231448e-03,-6.0425918e-03,-4.2551258e-03,-2.6945160e-03,-6.4855427e-03, 3.1923575e-03, 5.0430116e-03,-2.5919403e-03,-1.3386315e-03,-5.4784340e-04, 2.9929794e-04,-1.1989935e-03,-2.5505361e-03,-1.7783213e-03,-1.3494829e-03, 3.7021539e-04, 1.7145135e-03,-1.1054387e-04,-4.6309319e-04,-5.1631057e-04"
Mono California," 1.1107035e-01,-6.1628554e-02,-1.8966807e-02, 2.2799126e-03, 3.2172392e-03, 8.5206516e-03,-3.5648136e-03,-1.1982477e-02,-1.7419413e-02, 8.2544470e-03, 1.3682739e-03, 1.3677432e-02,-1.3795204e-04, 2.7374742e-03, 2.5263478e-03, 9.0571289e-04,-6.1848725e-04, 5.6293700e-04, 1.4828576e-02,-2.9245703e-04,-3.3280859e-03,-2.0377701e-03,-1.6511513e-02, 9.2510553e-03,-2.8120363e-05, 9.6537685e-03, 1.8032648e-05,-1.7096876e-03,-1.2673023e-03, 1.6922487e-03, 2.8567673e-03, 9.4300285e-03,-8.8816014e-04,-9.1191959e-03,-1.2135002e-03, 5.2729603e-03,-2.1120778e-04,-3.0928958e-04, 4.9736607e-03, 1.2138051e-02,-3.2459994e-04,-5.0292851e-04, 4.2672874e-03,-4.0329123e-04, 3.5640374e-03, 8.2870078e-04,-4.0556109e-04, 2.0773942e-03, 3.4019172e-03, 5.1783575e-03"
Monona Iowa,"-2.8063669e-03, 3.0982807e-02, 1.0378857e-02,-2.4302807e-02,-5.1736869e-02, 2.8630918e-02,-1.7055051e-02,-3.0847566e-02, 1.5535162e-02, 5.8832252e-03, 3.6896062e-03,-1.4246213e-02,-1.4861442e-02, 7.0424937e-03,-2.2368722e-03, 4.0046740e-03, 2.0464811e-02, 2.4221869e-02,-1.0692931e-02,-3.6173412e-03,-7.5744581e-03, 4.3392688e-04, 4.9244170e-03,-3.2442240e-03,-4.5387700e-04, 3.1446039e-03,-1.3132015e-03,-2.4037245e-03,-1.5546008e-03, 1.4677338e-03, 3.8822787e-03, 1.0073619e-03,-2.9329038e-03,-8.9365517e-04, 4.4788764e-04,-1.6159131e-03,-1.6430023e-03,-3.1307472e-03,-6.4883969e-04, 2.2539890e-03,-5.3816801e-04, 1.2551797e-04,-1.5923097e-04, 4.9351092e-04, 3.3474245e-04, 3.6363213e-04,-1.8160637e-04,-1.1529523e-05, 2.0080837e-04, 1.8346364e-04"
Monongalia West Virginia,"-4.8760612e-02, 2.6835540e-02,-4.3171276e-03,-3.1253847e-03,-1.5316425e-02, 2.7772042e-03, 1.1820565e-02,-1.1841446e-02, 7.6365978e-03, 2.3435691e-02,-2.0525906e-02, 4.0433947e-02, 2.2835915e-03,-2.8513200e-03,-1.4629758e-02,-1.5810085e-02,-6.6772755e-03, 9.2817722e-03,-2.1184909e-03,-3.4241560e-03, 7.3083695e-03, 5.4917512e-03, 3.0847474e-03,-1.0114924e-02, 8.8955136e-03, 7.5310888e-03,-2.4443816e-03,-4.0810225e-03, 3.2073304e-03, 2.3156665e-03, 1.5687268e-03,-9.8758959e-04, 2.2153279e-03, 6.8152216e-03,-7.0916866e-03, 8.7148690e-04, 8.0866106e-05, 6.0007104e-04, 3.4947859e-03,-1.2330170e-03, 6.1418634e-04,-1.0779231e-03, 6.2002102e-04, 1.3139114e-03,-1.4534649e-03,-8.2204625e-04, 2.3955749e-03,-1.7684170e-03,-1.0663574e-03,-5.7832326e-04"
Monroe Alabama,"-0.03343186, 0.04742924,-0.04210251, 0.05016991, 0.00102641,-0.03901435, 0.0371622 ,-0.01967179,-0.02388874, 0.01804126, 0.0237722 ,-0.0125733 ,-0.00832727, 0.00304195, 0.01027682,-0.00961222, 0.00872283,-0.0090811 , 0.00103294,-0.00128954,-0.00444054, 0.00134343,-0.00356207, 0.01167591, 0.00542041, 0.00515995, 0.01152618, 0.00672569, 0.00077955,-0.00986863, 0.01136932,-0.00424251, 0.00188443, 0.00224318, 0.00293672,-0.00262391,-0.00346298, 0.00409293, 0.00084084, 0.0016773 ,-0.00304828, 0.00315341,-0.00205723,-0.00062198, 0.00088004,-0.00274793, 0.00072559,-0.00480969,-0.00178379,-0.00139818"
Monroe Arkansas," 2.1189994e-04,-1.8845081e-02,-2.4775950e-02, 1.7426768e-02,-3.6560066e-02,-1.2280515e-02,-1.1493354e-02,-5.2751550e-03, 1.0729740e-02,-4.9140970e-03,-1.2540600e-02,-1.6578412e-02,-1.1959214e-02, 9.9442676e-03, 1.8607709e-03, 1.7587243e-02,-9.7920122e-03,-5.4972526e-03,-2.0269663e-03, 1.6999390e-02, 2.6471709e-04,-2.3528493e-03,-2.9829375e-03,-1.0726918e-03,-1.2247298e-03, 2.2944766e-04,-7.1423412e-03, 1.0424667e-02, 3.4592187e-03,-8.5165593e-06,-1.3748112e-03, 4.6189883e-04, 1.1222546e-03,-1.9825476e-03,-1.1123690e-03,-7.2196772e-04,-1.7961708e-04,-2.3697734e-05,-8.2978216e-04,-7.8384590e-05, 1.9441433e-04, 2.8024410e-04,-5.4804573e-04,-4.5358145e-04, 3.8712125e-04, 3.5564220e-04, 3.7569937e-04, 5.9417362e-04, 1.4485997e-04,-2.5429239e-04"
Monroe Florida,"-0.00948337, 0.01599872, 0.0091532 , 0.00913445, 0.05861252, 0.00081603, 0.08247948, 0.01330049,-0.03198252,-0.01089132,-0.00558385,-0.00813471,-0.0042791 , 0.00392157, 0.00857073,-0.00989512, 0.00754067,-0.00827227, 0.00728054,-0.00247892, 0.00552695,-0.01226799,-0.01458568, 0.0158352 , 0.00592053, 0.0211706 , 0.00898569,-0.00055327, 0.01069794,-0.00711053, 0.00692932, 0.00761733,-0.00146691, 0.00182506,-0.001112  ,-0.00234647,-0.00354069,-0.00117258, 0.0058998 , 0.00125769,-0.00126103, 0.003568  , 0.0124984 , 0.00638798, 0.00841402, 0.00211764,-0.00351063,-0.01492989, 0.00538027, 0.00028446"
Monroe Georgia,"-4.7156598e-02,-2.3396911e-02, 1.0559874e-02,-1.5271492e-02,-4.0398426e-02, 1.8077640e-02, 8.8162179e-04,-2.1921532e-02, 9.8930905e-03,-3.4874254e-03, 6.0619252e-05, 3.6961280e-03, 9.0698834e-04, 2.3868268e-03, 2.5403949e-03,-9.1193644e-03, 6.4948224e-04,-6.5346397e-03, 4.0458268e-03, 2.5740458e-04, 1.9870468e-03,-6.1929394e-03, 4.4520453e-04,-2.3498107e-03,-1.9434948e-03,-3.1681655e-03, 4.7124675e-03,-2.2371764e-04,-2.7076767e-03,-1.0976422e-03, 5.8765113e-03,-6.4612362e-03, 1.7503195e-03,-1.7100208e-03,-1.2324648e-03,-1.5744063e-05, 1.3132881e-03, 6.2349212e-04, 7.8153942e-04, 3.0795471e-03,-1.7202806e-03,-3.9879308e-04,-1.7756302e-03, 1.1911885e-06,-4.1585602e-04,-1.8705893e-04, 3.7091956e-04, 1.9099374e-04,-1.8860467e-04,-3.5538996e-04"
Monroe Illinois,"-0.03697998, 0.09596608, 0.01597019,-0.01677492,-0.02029173, 0.02264542,-0.00903361,-0.01252021, 0.02147455, 0.01984403, 0.0102813 , 0.01767383, 0.02462962, 0.00490576,-0.01386921, 0.00023224,-0.00102453,-0.01186141, 0.00099705,-0.00188375, 0.00915977,-0.00276964,-0.02114923,-0.00394361, 0.00432513,-0.0025562 , 0.00462334,-0.00029632, 0.00060343, 0.00239544,-0.00462566, 0.00672718, 0.00717606,-0.00148911, 0.00228939,-0.00210295,-0.00081208,-0.00543347, 0.00779598, 0.00478257, 0.00321175, 0.00016314, 0.00319449,-0.00599817, 0.01019778,-0.00569265,-0.01295993, 0.00580595,-0.00433848, 0.00127149"
Monroe Indiana,"-1.5034775e-01,-4.1858368e-02, 1.4976524e-02,-1.7085396e-02,-2.5479790e-02, 1.2783090e-02,-1.7828299e-02,-1.4668598e-02, 4.2106048e-03, 1.0971153e-03,-5.6294102e-04, 1.3920454e-02,-2.3032804e-03,-1.1257228e-03,-2.4172054e-03, 6.6837873e-03,-1.9083933e-03, 3.9678542e-03, 3.9271073e-04,-6.2419791e-03,-6.8248729e-03, 1.3339254e-02,-2.2615606e-03,-2.9345168e-04,-1.2398714e-03,-2.3547835e-03,-5.5322805e-03, 4.7186133e-03, 3.0666890e-03, 1.2736981e-03, 1.1242694e-03, 2.6155578e-04, 7.0667657e-04,-1.1542500e-03,-4.6715551e-04,-2.4174408e-03, 3.8465015e-03,-1.0629734e-03,-4.5813569e-03, 1.7047375e-04, 9.5602911e-04,-5.7819881e-04, 2.0849616e-03,-1.1580054e-03,-2.3117386e-04, 2.5673630e-04, 1.4025207e-03, 1.9073208e-05,-1.1779728e-03, 7.1954957e-05"
Monroe Iowa,"-8.48874077e-02, 7.50319287e-02, 2.87122130e-02,-4.65949997e-02, 4.45105415e-03, 1.30322929e-02,-2.18556169e-02,-2.80934814e-02,-2.76140552e-02,-1.11202970e-02, 5.82255377e-03, 2.74479352e-02, 5.97621640e-03, 4.74055111e-03,-9.57198732e-04, 1.44410087e-02, 8.80399533e-03, 6.26695994e-03, 7.77914329e-03, 9.10410672e-05,-3.88019369e-03,-3.61419911e-03,-2.07758658e-02, 3.94367753e-03, 1.52560777e-03,-1.30863115e-02, 8.76656640e-03,-3.48558091e-03, 5.27104409e-03,-6.91068685e-03,-3.89517154e-05, 5.16819162e-03, 1.69158657e-03,-1.82467447e-05, 1.26093160e-03,-1.81189086e-03,-8.45032837e-03,-5.63654583e-03,-1.89726517e-04, 1.01769739e-03,-9.95080118e-05, 7.01793833e-05,-2.20212410e-03,-9.11984884e-04,-1.71358767e-03, 4.06451785e-04,-4.02543519e-04,-3.47346347e-03,-1.65470003e-03, 3.82619037e-04"
Monroe Kentucky," 6.6172026e-02, 2.1138113e-02,-6.9275983e-02, 1.1064569e-01, 5.1206793e-03, 1.2091590e-02,-2.7737064e-02,-4.9105599e-03, 6.0448600e-03,-8.4252218e-03,-3.5543859e-02,-2.5411883e-02,-1.5363999e-02,-9.8192180e-03, 1.1321919e-02,-5.4614269e-03, 7.4248845e-03,-2.7985109e-03, 7.9980884e-03,-6.3566486e-03,-5.1177386e-03,-4.6249237e-03,-1.5677849e-02,-2.8880688e-03, 7.0505315e-03,-3.4413773e-03,-4.3291603e-03,-1.5264376e-03,-1.5022603e-04, 4.3757106e-03,-2.3279728e-03, 1.9561904e-03, 1.4728772e-03, 5.8074319e-04,-1.4452273e-03,-2.7826003e-04, 8.6539658e-04,-1.1051826e-03, 7.3518195e-06, 3.8406797e-04,-1.2734369e-03,-1.4268031e-04,-1.4971844e-03,-6.6905173e-05, 3.6125796e-04, 9.9731202e-05, 6.4114509e-05,-2.3816843e-04, 1.5815659e-04,-1.0387593e-04"
Monroe Michigan,"-2.96536349e-02,-6.04456551e-02,-8.83203745e-03,-1.35765374e-02, 6.47784164e-03, 1.86010159e-03,-4.48486209e-02,-3.20114731e-03,-9.40094609e-03, 6.78093499e-03,-1.04660485e-02,-1.44285662e-02,-1.81372612e-04,-2.06942600e-03, 6.43155864e-03, 4.61373152e-03, 5.53462654e-03,-4.54136782e-04, 5.63553628e-03, 6.78337165e-05,-1.31632597e-03,-7.05591869e-03,-1.16030006e-02,-2.93676695e-03, 4.51229932e-03,-7.50188483e-03, 1.75003742e-03, 1.60150556e-03,-1.15212742e-02, 1.68963114e-03,-4.39386209e-03, 8.90586351e-04,-6.05792564e-04,-3.42999771e-03,-1.54374831e-03,-1.13804976e-03, 2.75510713e-03, 2.02350644e-03, 1.02854043e-03, 3.51870316e-03,-2.83086672e-03,-9.08435904e-04,-2.62218830e-03, 7.20903976e-04,-1.60470183e-04, 1.51314220e-04, 3.26658192e-04, 4.39504547e-05,-1.57572184e-04,-3.57453595e-04"
Monroe Mississippi," 6.7537904e-02, 2.8605962e-02,-2.3112120e-02,-1.4768788e-02, 1.1340598e-02,-1.8875093e-03, 1.8352918e-02,-4.4049535e-04, 3.0251274e-02,-1.6268652e-03,-3.3878855e-02, 1.3002453e-03,-1.9248184e-02,-2.9111111e-03, 1.4908440e-02, 2.2342592e-02,-6.6197203e-03, 1.8797172e-03,-3.4622711e-03, 1.7901776e-02, 2.9171389e-03,-5.4615275e-03,-4.5084544e-03, 4.4226446e-03, 7.3053566e-04, 2.9599655e-03, 1.1463946e-03, 1.4941028e-03,-5.5125271e-05,-2.0359114e-03, 5.1345038e-03,-3.3586740e-03,-2.4087545e-03, 1.5000065e-03, 8.2332612e-04,-5.4029084e-04,-2.2513040e-03,-1.2190210e-03,-1.6559033e-04, 5.4995110e-04,-7.2257541e-04, 3.8109763e-04, 2.7782531e-04,-6.9427086e-05, 4.8094455e-04,-1.8136366e-04,-1.4200697e-04, 5.5233977e-04, 1.6687282e-04,-5.0293864e-04"
Monroe Missouri,"-3.4689014e-03, 8.1377022e-02, 6.5693152e-03, 2.6811017e-02,-9.9102147e-03,-4.0488522e-02,-2.3143558e-02, 1.9866390e-02,-3.8872279e-02, 2.4827626e-03, 3.8826626e-02,-7.2454927e-03, 2.7288664e-03,-6.6478704e-03, 1.2512209e-02, 3.9031918e-03,-2.3705999e-03,-2.0922953e-03,-2.4480361e-03, 1.0939564e-02,-1.4292933e-03, 4.3411771e-04,-8.7583269e-04, 4.2707636e-03, 1.3532394e-03, 2.1574576e-03, 6.6600651e-03, 3.6374757e-03, 3.5512724e-04,-5.2039232e-03, 7.8795953e-03,-4.5058294e-03,-9.9342712e-04, 3.0277041e-03, 1.1166881e-03,-8.7255449e-04,-2.1538537e-03, 7.1088719e-04, 9.0625814e-05,-7.2070936e-05,-6.6850107e-04, 5.5929984e-04, 3.8394783e-04, 6.5970921e-06, 1.0485572e-05,-3.1290809e-04,-1.6835796e-04, 3.1647249e-04,-1.9737674e-04,-1.2674369e-04"
Monroe New York,"-0.04935255,-0.03778833, 0.09383519,-0.01228353, 0.0332681 , 0.00101795, 0.00548764, 0.00293152, 0.00707515, 0.01211734,-0.00350485, 0.02572372,-0.00126636, 0.00556473,-0.00423492,-0.00596573, 0.01076095,-0.00028095, 0.01925639,-0.00474422, 0.00728569,-0.01529805,-0.01078157, 0.00296794, 0.01209478, 0.01766675, 0.00578872,-0.00194434, 0.00450265, 0.00329703, 0.00780132, 0.00595499, 0.00155031,-0.00011992,-0.0022673 , 0.00212496, 0.00426724,-0.00619951,-0.00028446,-0.00331021, 0.00318861,-0.00046285, 0.00133096,-0.00240968, 0.00227954,-0.00292883,-0.00472229, 0.00519574,-0.00120688,-0.00153495"
Monroe Ohio," 0.00366163,-0.0386947 , 0.06896447,-0.01505683,-0.02811524,-0.0076695 ,-0.00532116,-0.00715826, 0.00189625,-0.00148208, 0.02056614, 0.02259357, 0.0069669 , 0.01005791,-0.01597325, 0.00224394,-0.00522019, 0.00219888, 0.00549422,-0.00474275, 0.00540141, 0.00548625,-0.00220546,-0.00451479, 0.00013084, 0.00364912, 0.00503745,-0.00241177,-0.00240995, 0.00395626,-0.00050922, 0.00487429, 0.00840817, 0.00580706, 0.00601078, 0.00447659,-0.00240989,-0.0065629 ,-0.00145501, 0.00238116,-0.00428486, 0.00207946,-0.00539965,-0.00033332,-0.00212515, 0.00108744,-0.0011354 , 0.00299548, 0.0012445 ,-0.0008173 "
Monroe Pennsylvania,"-0.01022832, 0.00648781, 0.02905012,-0.04231112, 0.01681447, 0.04491048,-0.01021743, 0.02145051,-0.01696619, 0.02121092,-0.02664207, 0.02661399, 0.00410235, 0.00326957, 0.0011768 ,-0.02054012, 0.00143188,-0.00022072, 0.00015096, 0.00609768,-0.0062897 , 0.00616169,-0.01346269, 0.01323346,-0.00363835,-0.00315154, 0.00433279,-0.00228362, 0.00234979,-0.01019377, 0.00310605, 0.0054692 ,-0.00931673, 0.00095602,-0.00275205, 0.00563944,-0.002897  ,-0.00112602,-0.00193991, 0.00041771, 0.00143142,-0.00114965, 0.00078375,-0.0015908 ,-0.00176551, 0.00158475, 0.00011061,-0.00076995, 0.00011733, 0.00017399"
Monroe Tennessee,"-3.1625584e-02,-5.4422985e-03, 1.1632304e-02, 1.9788764e-02,-5.3666893e-02,-4.4144701e-02,-5.5541135e-03,-3.9294926e-03, 1.3123786e-02,-1.4386527e-02,-5.3792097e-05,-2.1825577e-03, 7.8718821e-03,-4.3662088e-03,-1.1831042e-03,-1.0796484e-02, 5.5607469e-03,-6.7244023e-03, 1.5457065e-03, 8.9235115e-04, 3.1850422e-03,-4.9607065e-03,-3.6232388e-03,-5.8403164e-03, 1.8553515e-03, 1.2100378e-04,-1.3290258e-03,-2.0878285e-03,-1.2995666e-03, 2.8299845e-03, 1.4458570e-03,-7.3329837e-04, 8.5006235e-04,-1.1386475e-06,-3.0702434e-03, 6.1339809e-04, 3.1360604e-03,-1.4087557e-03,-6.3256186e-04,-3.0573126e-05,-1.4349081e-05,-9.3280990e-04,-3.7473309e-04,-1.2644113e-04, 7.8214408e-04, 1.6391845e-04, 1.7046269e-04,-3.0477851e-04, 2.4300115e-04,-8.1588165e-05"
Monroe West Virginia," 4.84103821e-02, 2.41544675e-02, 7.90796354e-02,-4.97258035e-03,-6.76229969e-03, 3.90918031e-02, 1.79032572e-02, 1.03716655e-02,-2.21202038e-02, 2.44919378e-02, 4.66669397e-03,-2.25655995e-02, 1.15605574e-02, 8.20671581e-03,-3.12114563e-02,-9.39562172e-03,-7.01391909e-05,-9.48266126e-03, 1.22681307e-02, 1.69603201e-03, 1.35163842e-02,-7.98491109e-03, 2.27260571e-02, 3.38955633e-02, 2.59932019e-02,-1.69189442e-02,-1.61402337e-02,-1.04269367e-02,-1.23067135e-02, 5.79488976e-03,-1.24191830e-03, 4.22570296e-03, 2.56899372e-03, 2.04803818e-03,-4.46706137e-04, 1.84860406e-03,-1.32391481e-02,-1.25700235e-03,-5.26758982e-03,-1.33467605e-03, 1.23055780e-03,-4.01171017e-03,-5.24572469e-03,-1.92798988e-03,-3.05979769e-03, 3.83859081e-03,-7.31130422e-04,-1.65934660e-04,-9.96055547e-04, 1.51021220e-03"
Monroe Wisconsin," 3.8006350e-03,-1.6137391e-02,-9.8319501e-03, 5.9943874e-03, 2.1022717e-02, 1.9405363e-02,-9.1428254e-03,-1.1044001e-02, 3.4841012e-02, 1.4305258e-03, 7.6705525e-03, 4.9693631e-03,-7.0759840e-03,-1.3128047e-02, 9.7011104e-03, 4.2137196e-03,-1.0558759e-03,-9.2419068e-04, 4.9144113e-03,-9.6866367e-03, 4.7574886e-03,-2.3418032e-03,-1.6950034e-02, 3.4381363e-03, 2.6411605e-03,-7.2172983e-03,-1.7301795e-03, 7.1734851e-03, 2.4855605e-03,-1.2167711e-04,-7.3661696e-04,-6.0985750e-03, 3.3732783e-03,-3.3935935e-03, 1.0830972e-03,-1.0657865e-03,-1.2836574e-03, 4.4081090e-03, 1.4103879e-03, 3.9039690e-03,-3.6271231e-03, 4.9194223e-03,-4.5920201e-03,-3.1737534e-03,-4.5974425e-04, 1.1385536e-03,-4.1301418e-04, 1.9003499e-03, 1.7061021e-06, 2.1255456e-03"
Montague Texas," 7.3153108e-02, 1.9963443e-02,-2.3133079e-02, 5.2574705e-02, 7.1427012e-03, 2.6410898e-02,-3.5580672e-02,-2.5584666e-02,-1.4544892e-02, 7.4633062e-03,-3.6760781e-02,-2.6044872e-02,-1.7139442e-02, 7.8132031e-03, 2.4155050e-03,-1.7947305e-04,-3.7688813e-03, 5.7708668e-03,-9.9091837e-03,-5.5110892e-03, 4.6622688e-03, 4.3417695e-03, 2.7014443e-03,-3.9412375e-03,-2.4811181e-03,-1.3944686e-04,-1.2927677e-03,-1.0499561e-03,-1.4600451e-03, 2.5151629e-04, 2.4813972e-03,-6.1197282e-04,-1.6606099e-03,-1.6675502e-04,-4.6116675e-04,-4.5261893e-04,-6.3556212e-04,-1.4976526e-03,-2.3290871e-05, 1.1586987e-03,-3.1975348e-04, 2.7826044e-04,-4.9802026e-04,-6.0896809e-06, 4.9222232e-04, 2.6398443e-04,-4.1449032e-04,-7.4474090e-05, 7.0655173e-05,-2.0444835e-05"
Montcalm Michigan,"-1.5671964e-01,-4.5924667e-02, 3.9171588e-02,-5.7433467e-02,-8.6715914e-02, 3.1366255e-02,-2.3319522e-02,-1.6611094e-02,-8.8135907e-03, 4.8842477e-03,-1.2563828e-02,-6.8114707e-03, 9.5274346e-03, 3.3814171e-03,-2.9112687e-03, 8.5593114e-04,-1.8016675e-03,-8.1675788e-03,-5.0858622e-03,-6.7308545e-03, 7.3179561e-03, 1.9004698e-03,-6.6854281e-04, 5.5194772e-03, 6.4973505e-03,-2.8695650e-03,-5.7945251e-03,-4.6371459e-03, 6.2868130e-05, 5.4699108e-03, 5.3199845e-05,-2.8883072e-03,-2.1063052e-03, 8.1353885e-04, 1.2576065e-03, 5.1852362e-04, 7.6822250e-04,-9.6176757e-04, 7.2556233e-04, 6.2464859e-04, 2.0436745e-03, 1.9628850e-03,-2.9942265e-04, 1.6372894e-03,-4.6312978e-04, 1.7009136e-03,-1.2236497e-03, 1.4726436e-04,-1.5904920e-03, 7.9736742e-04"
Monterey California,"-0.03792559,-0.15923701,-0.09300376, 0.11391706,-0.03871334,-0.00950229,-0.03680823, 0.01483666,-0.00759188,-0.00903119, 0.01331672,-0.00454088, 0.01192605, 0.00100184,-0.00343253,-0.01587022, 0.01096562,-0.00413858,-0.00641071, 0.01056413, 0.00633251,-0.00697445, 0.00539345,-0.0014232 , 0.00043325, 0.00493856, 0.00255713,-0.00042756,-0.0005563 ,-0.0013047 ,-0.00492878, 0.00540791,-0.00824102, 0.00185825,-0.00149314,-0.00282946, 0.00389661,-0.00185068, 0.0043832 ,-0.00169991, 0.00134308,-0.00428699, 0.00473407, 0.00964174,-0.00279941, 0.00116227,-0.002636  , 0.00527142, 0.0034115 , 0.0018864 "
Montezuma Colorado," 2.0693702e-01,-3.0405054e-02,-3.9917985e-03, 6.1711423e-02,-1.9093283e-02, 8.9455023e-03,-2.0013334e-02, 2.9769652e-03,-1.2675214e-02,-7.4550933e-03, 4.5454348e-03, 7.6278104e-03,-1.8594578e-03, 1.8770720e-03,-3.7451792e-03,-1.1180485e-02, 5.1738950e-03, 3.0634906e-03,-1.0222567e-02,-5.3708954e-03, 7.3094489e-03, 2.7134891e-03, 9.6531762e-03, 3.5333431e-03, 5.5193086e-03,-1.2245800e-03, 7.0708949e-04,-1.1676392e-03, 2.7097608e-03, 9.8212995e-03,-1.7120067e-03,-1.5919969e-03,-5.0358339e-03, 5.1110163e-03, 4.3533924e-03, 5.3544133e-03,-2.8369779e-04,-1.8410211e-03,-6.0151535e-04, 7.2903774e-04,-3.1439355e-03,-1.6663031e-03,-9.6869247e-04, 4.1793287e-04, 1.3398774e-03,-1.2074561e-05,-1.6765119e-04,-1.5567544e-04, 3.9385821e-04, 2.3137884e-04"
