Name
The Mill In Hershey
Grille & Chill Drive-In
Curry In A Hurry
Lin Buffet & Grill in Harrisburg
Red Rabbit
ATM at Bunkys Drive in Restaurant
SUBWAY Elizabethville Dauphin
Fox's Pizza Den
3 B Ice Cream
Dauphin Pizza
Pennsylvania Restaurant Association
SUBWAY Hummelstown Dauphin
SUBWAY Harrisburg Dauphin
SUBWAY Dauphin Plaza
Central Dauphin Pizza Shop
Historical Society of Dauphin County
Pennsylvania Prime Steak & Seafood
King Kone
Max's Hoagie Shack
Villa Schiano
Poppy's Restaurant
McDonald's
Bob Evans Restaurant
Linglestown Family Diner
Domino's
Chick-fil-A
Dog & Pony Lounge
El Malecon
McDonald's
Blue Ridge Country Club
SUBWAY Susquehanna
Taco Bell
Halal Thai Food Express
Domino's
Schiano Ristorante & Pizzeria
China Express
Josquin Ramirez Restaurant
My Smith's Smorgaboarg
Pop's Barns
Linglestown Foodery
Bankok 56 Thai Cuisine
Clark Resources
Shoreline Grill
El Sol Express Harrisburg
Lykens Valley Laundramat
Arooga's Grille House & Sports Bar
The Tavern Steakhouse
Daniels Cafe
Naples Pizza
Eat & Enjoy
Black Horse Tavern
Jo-Jo's Pizza
Twin Arches
Highspire Diner
Lin Garden Chinese Restaurant
Cafe on Cocoa
Kissingers Family Restaurant
McDonald's
New Grace
Tony's Pizzeria
Hops & Barleys
Soul House Cafe
Old Coaly
The Dessert Deli
Al's Pizza & Subs
Twin-Kiss
Popeyes
Showtime Barber Shop
Pizza Hut Express
Cold Stone Creamery
Moe's Southwest Grill
230 Cafe
Red Robin America's Gourmet Burgers & Spirits
Maria's Restaurant
New China Restaurant
El Grito Del Sabor
Gratz Food Deli
Los Morenos Grill Mexican and Store
Ciao's Pizza & Italian Rest
Papa John's
Fresh Set
Perseco
Seasons Restaurant
Wendy's
The Chocolatier
SUBWAY
Tony's Pizzeria & Restaurant
DW's Deli & Hoagies
Lisi's Shell
717 Pizzeria
Manada Hill Diner
Baskin-Robbins
TCBY
Gonder's Grubb House
Hop Yard
Monte Carlo Pizza
Alexanders Cuisine
Doctor Cohen
Chicken Sammy's
Italian Delight
