ID Birthplace,Birthplace,ID Year,Year,ID Nativity,Nativity,Country Code,Total Population,Total Population MOE Appx,Geography,ID Geography
60,"American Samoa",2021,"2021",2,"Foreign born","ASM",212,357.46888732434223,"North Carolina","04000US37"
100,"Albania",2021,"2021",2,"Foreign born","ALB",615,608.834752802378,"North Carolina","04000US37"
102,"Austria",2021,"2021",2,"Foreign born","AUT",826,705.5819791838983,"North Carolina","04000US37"
103,"Belgium",2021,"2021",2,"Foreign born","BEL",949,756.2893525483832,"North Carolina","04000US37"
104,"Bulgaria",2021,"2021",2,"Foreign born","BGR",954,758.2788846414232,"North Carolina","04000US37"
105,"Czechoslovakia",2021,"2021",2,"Foreign born",,536,568.3893424894007,"North Carolina","04000US37"
106,"Denmark",2021,"2021",2,"Foreign born","DNK",832,708.1397837693995,"North Carolina","04000US37"
108,"Finland",2021,"2021",2,"Foreign born","FIN",474,534.5077429703892,"North Carolina","04000US37"
109,"France",2021,"2021",2,"Foreign born","FRA",2877,1316.6926753500604,"North Carolina","04000US37"
110,"Germany",2021,"2021",2,"Foreign born","DEU",15546,3058.850275499191,"North Carolina","04000US37"
116,"Greece",2021,"2021",2,"Foreign born","GRC",2670,1268.453223158324,"North Carolina","04000US37"
117,"Hungary",2021,"2021",2,"Foreign born","HUN",1335,896.9896394194363,"North Carolina","04000US37"
118,"Iceland",2021,"2021",2,"Foreign born","ISL",223,366.6253741189299,"North Carolina","04000US37"
119,"Ireland",2021,"2021",2,"Foreign born","IRL",2107,1126.8416445320488,"North Carolina","04000US37"
120,"Italy",2021,"2021",2,"Foreign born","ITA",4992,1734.2330537880396,"North Carolina","04000US37"
126,"Netherlands",2021,"2021",2,"Foreign born","NLD",1359,905.015504615694,"North Carolina","04000US37"
127,"Norway",2021,"2021",2,"Foreign born","NOR",408,495.9024958261395,"North Carolina","04000US37"
128,"Poland",2021,"2021",2,"Foreign born","POL",3757,1504.5847230360184,"North Carolina","04000US37"
129,"Portugal",2021,"2021",2,"Foreign born","PRT",753,673.6843736325525,"North Carolina","04000US37"
130,"Azores Islands",2021,"2021",2,"Foreign born",,90,232.91321394631765,"North Carolina","04000US37"
132,"Romania",2021,"2021",2,"Foreign born","ROU",3060,1357.9111916592444,"North Carolina","04000US37"
134,"Spain",2021,"2021",2,"Foreign born","ESP",1924,1076.8048145535392,"North Carolina","04000US37"
136,"Sweden",2021,"2021",2,"Foreign born","SWE",1660,1000.2165344662046,"North Carolina","04000US37"
137,"Switzerland",2021,"2021",2,"Foreign born","CHE",810,698.7153770993268,"North Carolina","04000US37"
138,"United Kingdom, not specified",2021,"2021",2,"Foreign born","GBR",8525,2265.913435375064,"North Carolina","04000US37"
139,"England",2021,"2021",2,"Foreign born",,9660,2411.908840247301,"North Carolina","04000US37"
140,"Scotland",2021,"2021",2,"Foreign born",,1619,987.7891893825338,"North Carolina","04000US37"
142,"Northern Ireland",2021,"2021",2,"Foreign born",,194,341.9570485821295,"North Carolina","04000US37"
147,"Yugoslavia",2021,"2021",2,"Foreign born",,219,363.3224455897535,"North Carolina","04000US37"
148,"Czech Republic",2021,"2021",2,"Foreign born","CZE",524,561.9910848109387,"North Carolina","04000US37"
149,"Slovakia",2021,"2021",2,"Foreign born","SVK",366,469.6860212794334,"North Carolina","04000US37"
