ID Birthplace,Birthplace,ID Year,Year,ID Nativity,Nativity,Country Code,Total Population,Total Population MOE Appx,Geography,ID Geography
60,"American Samoa",2021,"2021",2,"Foreign born","ASM",848,714.9345819786342,"Texas","04000US48"
100,"Albania",2021,"2021",2,"Foreign born","ALB",2588,1248.9280595871621,"Texas","04000US48"
102,"Austria",2021,"2021",2,"Foreign born","AUT",1306,887.2306189658281,"Texas","04000US48"
103,"Belgium",2021,"2021",2,"Foreign born","BEL",2238,1161.4164193691738,"Texas","04000US48"
104,"Bulgaria",2021,"2021",2,"Foreign born","BGR",2182,1146.7947996681637,"Texas","04000US48"
105,"Czechoslovakia",2021,"2021",2,"Foreign born",,435,512.0544142230117,"Texas","04000US48"
106,"Denmark",2021,"2021",2,"Foreign born","DNK",1235,862.7777680598612,"Texas","04000US48"
108,"Finland",2021,"2021",2,"Foreign born","FIN",1965,1088.2815132799128,"Texas","04000US48"
109,"France",2021,"2021",2,"Foreign born","FRA",10775,2548.0169772980867,"Texas","04000US48"
110,"Germany",2021,"2021",2,"Foreign born","DEU",37014,4720.403415258687,"Texas","04000US48"
116,"Greece",2021,"2021",2,"Foreign born","GRC",3790,1511.3527749128216,"Texas","04000US48"
117,"Hungary",2021,"2021",2,"Foreign born","HUN",2315,1181.225567759688,"Texas","04000US48"
118,"Iceland",2021,"2021",2,"Foreign born","ISL",161,311.52039537364703,"Texas","04000US48"
119,"Ireland",2021,"2021",2,"Foreign born","IRL",3665,1486.2236668652433,"Texas","04000US48"
120,"Italy",2021,"2021",2,"Foreign born","ITA",7572,2136.10740711945,"Texas","04000US48"
126,"Netherlands",2021,"2021",2,"Foreign born","NLD",5456,1813.305118442108,"Texas","04000US48"
127,"Norway",2021,"2021",2,"Foreign born","NOR",1975,1091.0469742423795,"Texas","04000US48"
128,"Poland",2021,"2021",2,"Foreign born","POL",7566,2135.2611430906873,"Texas","04000US48"
129,"Portugal",2021,"2021",2,"Foreign born","PRT",1820,1047.361871015456,"Texas","04000US48"
130,"Azores Islands",2021,"2021",2,"Foreign born",,146,296.6539176776051,"Texas","04000US48"
132,"Romania",2021,"2021",2,"Foreign born","ROU",7663,2148.9015111674976,"Texas","04000US48"
134,"Spain",2021,"2021",2,"Foreign born","ESP",9133,2345.917659787159,"Texas","04000US48"
136,"Sweden",2021,"2021",2,"Foreign born","SWE",3008,1346.4525178188703,"Texas","04000US48"
137,"Switzerland",2021,"2021",2,"Foreign born","CHE",2311,1180.2047110956335,"Texas","04000US48"
138,"United Kingdom, not specified",2021,"2021",2,"Foreign born","GBR",24585,3847.9092520557365,"Texas","04000US48"
139,"England",2021,"2021",2,"Foreign born",,21222,3575.264622777202,"Texas","04000US48"
140,"Scotland",2021,"2021",2,"Foreign born",,5714,1855.674856069628,"Texas","04000US48"
142,"Northern Ireland",2021,"2021",2,"Foreign born",,477,536.2043827411384,"Texas","04000US48"
147,"Yugoslavia",2021,"2021",2,"Foreign born",,916,743.0458344560875,"Texas","04000US48"
148,"Czech Republic",2021,"2021",2,"Foreign born","CZE",1108,817.2149494475663,"Texas","04000US48"
149,"Slovakia",2021,"2021",2,"Foreign born","SVK",454,523.1175247297065,"Texas","04000US48"
150,"Bosnia and Herzegovina",2021,"2021",2,"Foreign born","BIH",4699,1682.837283897548,"Texas","04000US48"
151,"Croatia",2021,"2021",2,"Foreign born","HRV",1055,797.4308829493606,"Texas","04000US48"
152,"Macedonia",2021,"2021",2,"Foreign born","MKD",574,588.2018502819694,"Texas","04000US48"
154,"Serbia",2021,"2021",2,"Foreign born","SRB",2009,1100.397542469764,"Texas","04000US48"
156,"Latvia",2021,"2021",2,"Foreign born","LVA",515,557.1530323338735,"Texas","04000US48"
157,"Lithuania",2021,"2021",2,"Foreign born","LTU",771,681.7044782611531,"Texas","04000US48"
158,"Armenia",2021,"2021",2,"Foreign born","ARM",1080,806.8234473011628,"Texas","04000US48"
159,"Azerbaijan",2021,"2021",2,"Foreign born","AZE",1340,898.704830718585,"Texas","04000US48"
160,"Belarus",2021,"2021",2,"Foreign born","BLR",1059,798.9411147018415,"Texas","04000US48"
161,"Georgia (country)",2021,"2021",2,"Foreign born","GEO",121,270.06389902324173,"Texas","04000US48"
162,"Moldova",2021,"2021",2,"Foreign born","MDA",881,728.712273944589,"Texas","04000US48"
163,"Russia",2021,"2021",2,"Foreign born","RUS",16169,3121.0063897853147,"Texas","04000US48"
164,"Ukraine",2021,"2021",2,"Foreign born","UKR",7064,2063.226710384055,"Texas","04000US48"
165,"USSR",2021,"2021",2,"Foreign born",,1972,1090.218072719869,"Texas","04000US48"
166,"Europe",2021,"2021",2,"Foreign born",,503,550.6237842058466,"Texas","04000US48"
167,"Kosovo",2021,"2021",2,"Foreign born",,551,576.2970713687633,"Texas","04000US48"
168,"Montenegro",2021,"2021",2,"Foreign born","MNE",195,342.8392980551217,"Texas","04000US48"
169,"Other Europe, not specified",2021,"2021",2,"Foreign born",,771,681.7044782611531,"Texas","04000US48"
200,"Afghanistan",2021,"2021",2,"Foreign born","AFG",12049,2694.3846238016454,"Texas","04000US48"
202,"Bangladesh",2021,"2021",2,"Foreign born","BGD",16928,3193.37696966148,"Texas","04000US48"
203,"Bhutan",2021,"2021",2,"Foreign born","BTN",1640,994.224231779332,"Texas","04000US48"
205,"Myanmar",2021,"2021",2,"Foreign born","MMR",12268,2718.7503145250366,"Texas","04000US48"
206,"Cambodia",2021,"2021",2,"Foreign born","KHM",10032,2458.629179710091,"Texas","04000US48"
207,"China",2021,"2021",2,"Foreign born","CHN",110361,8140.492512997856,"Texas","04000US48"
209,"Hong Kong",2021,"2021",2,"Foreign born","HKG",8623,2279.497220451188,"Texas","04000US48"
210,"India",2021,"2021",2,"Foreign born","IND",290669,13169.709231260438,"Texas","04000US48"
211,"Indonesia",2021,"2021",2,"Foreign born","IDN",7950,2188.761812880118,"Texas","04000US48"
212,"Iran",2021,"2021",2,"Foreign born","IRN",30765,4303.9937781380595,"Texas","04000US48"
213,"Iraq",2021,"2021",2,"Foreign born","IRQ",28500,4142.692168660771,"Texas","04000US48"
214,"Israel",2021,"2021",2,"Foreign born","ISR",4535,1653.2147927833535,"Texas","04000US48"
215,"Japan",2021,"2021",2,"Foreign born","JPN",17328,3230.8632184762287,"Texas","04000US48"
216,"Jordan",2021,"2021",2,"Foreign born","JOR",8638,2281.478397199229,"Texas","04000US48"
217,"Korea",2021,"2021",2,"Foreign born",,58509,5932.605334419624,"Texas","04000US48"
218,"Kazakhstan",2021,"2021",2,"Foreign born","KAZ",1684,1007.4723418869626,"Texas","04000US48"
219,"Kyrgyzstan",2021,"2021",2,"Foreign born","KGZ",502,550.0761816811095,"Texas","04000US48"
222,"Kuwait",2021,"2021",2,"Foreign born","KWT",4408,1629.905350815091,"Texas","04000US48"
223,"Laos",2021,"2021",2,"Foreign born","LAO",9334,2371.5835065563997,"Texas","04000US48"
