ID Birthplace,Birthplace,ID Year,Year,ID Nativity,Nativity,Country Code,Total Population,Total Population MOE Appx,Geography,ID Geography
60,"American Samoa",2021,"2021",2,"Foreign born","ASM",23,117.74376990544998,"Indiana","04000US18"
100,"Albania",2021,"2021",2,"Foreign born","ALB",108,255.1427091849528,"Indiana","04000US18"
102,"Austria",2021,"2021",2,"Foreign born","AUT",221,364.97556303880634,"Indiana","04000US18"
103,"Belgium",2021,"2021",2,"Foreign born","BEL",200,347.20288378116635,"Indiana","04000US18"
104,"Bulgaria",2021,"2021",2,"Foreign born","BGR",1179,842.9343210863277,"Indiana","04000US18"
105,"Czechoslovakia",2021,"2021",2,"Foreign born",,147,297.6656342793663,"Indiana","04000US18"
106,"Denmark",2021,"2021",2,"Foreign born","DNK",124,273.38936288522694,"Indiana","04000US18"
108,"Finland",2021,"2021",2,"Foreign born","FIN",261,396.6309657929718,"Indiana","04000US18"
109,"France",2021,"2021",2,"Foreign born","FRA",1457,937.039000721246,"Indiana","04000US18"
110,"Germany",2021,"2021",2,"Foreign born","DEU",7110,2069.0965447905537,"Indiana","04000US18"
116,"Greece",2021,"2021",2,"Foreign born","GRC",1511,954.2416891566539,"Indiana","04000US18"
117,"Hungary",2021,"2021",2,"Foreign born","HUN",418,501.93728212437117,"Indiana","04000US18"
118,"Iceland",2021,"2021",2,"Foreign born","ISL",27,127.5721198786292,"Indiana","04000US18"
119,"Ireland",2021,"2021",2,"Foreign born","IRL",828,706.4205002904566,"Indiana","04000US18"
120,"Italy",2021,"2021",2,"Foreign born","ITA",1217,856.4083660334479,"Indiana","04000US18"
126,"Netherlands",2021,"2021",2,"Foreign born","NLD",546,573.6586122536469,"Indiana","04000US18"
127,"Norway",2021,"2021",2,"Foreign born","NOR",184,333.0257016343377,"Indiana","04000US18"
128,"Poland",2021,"2021",2,"Foreign born","POL",2578,1246.3306678166603,"Indiana","04000US18"
129,"Portugal",2021,"2021",2,"Foreign born","PRT",55,182.07668358666726,"Indiana","04000US18"
130,"Azores Islands",2021,"2021",2,"Foreign born",,13,88.52093992521726,"Indiana","04000US18"
132,"Romania",2021,"2021",2,"Foreign born","ROU",1329,894.9411949550394,"Indiana","04000US18"
134,"Spain",2021,"2021",2,"Foreign born","ESP",1960,1086.7752630936232,"Indiana","04000US18"
136,"Sweden",2021,"2021",2,"Foreign born","SWE",102,247.9542541113677,"Indiana","04000US18"
137,"Switzerland",2021,"2021",2,"Foreign born","CHE",245,384.2818922947835,"Indiana","04000US18"
138,"United Kingdom, not specified",2021,"2021",2,"Foreign born","GBR",2267,1168.7660602001265,"Indiana","04000US18"
139,"England",2021,"2021",2,"Foreign born",,2874,1315.9084712713495,"Indiana","04000US18"
140,"Scotland",2021,"2021",2,"Foreign born",,680,640.1877249439225,"Indiana","04000US18"
142,"Northern Ireland",2021,"2021",2,"Foreign born",,50,173.60337045906508,"Indiana","04000US18"
147,"Yugoslavia",2021,"2021",2,"Foreign born",,1010,780.1946319901983,"Indiana","04000US18"
148,"Czech Republic",2021,"2021",2,"Foreign born","CZE",81,220.9605095836042,"Indiana","04000US18"
149,"Slovakia",2021,"2021",2,"Foreign born","SVK",87,228.99794586981818,"Indiana","04000US18"
150,"Bosnia and Herzegovina",2021,"2021",2,"Foreign born","BIH",1443,932.5271978461936,"Indiana","04000US18"
151,"Croatia",2021,"2021",2,"Foreign born","HRV",1004,777.8741159382064,"Indiana","04000US18"
152,"Macedonia",2021,"2021",2,"Foreign born","MKD",1516,955.8188559548456,"Indiana","04000US18"
