city,state,pop,white,black,asian,indigenous,pacific,hispanic,two_pop
Racine,Wisconsin,196311,0.833371538018756,0.11990667868840768,0.013244290946508346,0.006978722537198629,0.0008048453729031995,0.1362837538395709,0.02569392443622619
Rensselaer,New York,158714,0.8620033519412276,0.08062300742215557,0.027880338218430636,0.0034590521315069874,0.00052295323663949,0.05204329800773719,0.025511297050039693
Riverside,California,2470546,0.7958754866333191,0.07269486178358954,0.07153277048879074,0.019220042856923126,0.004496576870052207,0.5003072195377054,0.03618026136732528
Rock Island,Illinois,141879,0.8259925711345584,0.11077044523854834,0.026543745022166776,0.006357530007964533,0.00045813686310165703,0.13217600913454422,0.029877571733660374
Rockwall,Texas,104915,0.8627269694514607,0.07418386312729353,0.032235619310870704,0.008406805509221751,0.0011533145879998093,0.18626507172472953,0.021293428013153506
Rutherford,Tennessee,332285,0.7663000135425915,0.1626796274282619,0.036483741366597953,0.005465188016311299,0.0010924357103089216,0.08682305851904239,0.027978993935928495
Sacramento,California,1552058,0.6275306721784881,0.10861771918317485,0.1701051120512249,0.015455607973413365,0.01293572791738453,0.23630817920464312,0.06535516069631418
Saginaw,Michigan,190539,0.7625997827216475,0.1927531896357176,0.014233306567159478,0.005988275366197996,0.000572061362765628,0.08668566540183374,0.023853384346511738
San Bernardino,California,2180085,0.7655554714609751,0.09378258187180775,0.0795959790558625,0.020741393110819073,0.004731925590057268,0.5443861133854873,0.03559264891047826
San Diego,California,3338330,0.7540860250484523,0.05527254645286715,0.12580901229057642,0.0132075019545701,0.005825367773707213,0.34149799450623514,0.04579954647982674
San Francisco,California,881549,0.527805034093397,0.055600993251651354,0.35978714739623097,0.0072951134877357925,0.004572632944963921,0.152355683007978,0.044939078826021016
San Joaquin,California,762148,0.6606984470207886,0.08298519447666333,0.17351485538241918,0.019682528852663788,0.008239869421687127,0.420304192886421,0.05487910484577799
San Luis Obispo,California,283111,0.8880686373895751,0.020225282662983776,0.03991014125201776,0.013990978803366878,0.0018402675982211924,0.22909742115283405,0.03596469229383528
San Mateo,California,766573,0.5949205098535951,0.027680338336988127,0.30601521316299946,0.008588875423475651,0.015009659875837005,0.24000062616345735,0.04778540334710458
Santa Barbara,California,446499,0.8537040396507047,0.024405429799394848,0.060183785406014344,0.021419980783831543,0.0025912712010553217,0.46032577900510413,0.037695493158999234
Santa Clara,California,1927852,0.5235241086971406,0.02833723750578364,0.3901959279031793,0.011757126584405857,0.004593713625319786,0.2501737685257997,0.04159188568417078
Santa Cruz,California,273213,0.8699403029870467,0.01472843532335577,0.05280861452419907,0.018330020899444757,0.0019984407769762054,0.3401082671761593,0.042194185488977465
Santa Fe,New Mexico,150358,0.906290320435228,0.011971428191383231,0.015509650301280943,0.04293752244642786,0.0019087777171816597,0.5089785711435374,0.021382300908498384
Sarasota,Florida,433742,0.9148134144260874,0.047362256825486115,0.018386506264092477,0.0031816148770467236,0.0006363229754093447,0.0956052215372272,0.015619884631877936
Schenectady,New York,155299,0.774879426139254,0.12745091726282848,0.049826463789206625,0.007424387793868602,0.002240838640300324,0.07430826985363717,0.03817796637454201
Sedgwick,Kansas,516042,0.8086861146960906,0.09268044073931966,0.04583735432387286,0.013324496843280197,0.0009456594618267505,0.15045287011522318,0.03852593393560989
Seminole,Florida,471826,0.7856074061200528,0.13056296176980497,0.04950553805852157,0.004613989055287331,0.0011826393628159534,0.22454464145680822,0.028527465633517442
Shasta,California,180080,0.8760995113282986,0.012455575299866725,0.03139715681919147,0.031802532207907595,0.0022767658818302976,0.10514771212794313,0.04596845846290538
Shawnee,Kansas,176875,0.8419731448763251,0.08478303886925795,0.015621201413427563,0.014004240282685512,0.00127773851590106,0.12817526501766785,0.042340636042402825
Sheboygan,Wisconsin,115340,0.8955349401768684,0.022854170279174614,0.057716316975897346,0.0058696029131264085,0.0005895612970348535,0.06688919715623375,0.017435408357898387
Shelby,Alabama,217702,0.8253897529650623,0.13319583651045924,0.022618074248284353,0.003968727894093761,0.0005098712919495457,0.05803805201605865,0.014317737090150757
Snohomish,Washington,822083,0.7696449141996611,0.03804603671405442,0.12048175184257551,0.015749018043190285,0.006957934904383134,0.10603187269411969,0.04912034429613555
Somerset,New Jersey,328934,0.6812400055938274,0.10537068226452723,0.18784011382222573,0.0037150309788589807,0.0008512345941739072,0.15219162506764275,0.020982932746386813
Sonoma,California,494336,0.8675111664940446,0.02072274728120145,0.045697663127913,0.021839396685655103,0.004142931123770067,0.2730005502330399,0.04008609528741584
Spartanburg,South Carolina,319785,0.740081617336648,0.20911549947621058,0.025851744140594463,0.004340416217145895,0.0007004706287036602,0.07287396219334866,0.019910252200697344
Spokane,Washington,522798,0.8894410460636805,0.020051721697481626,0.024372702267414947,0.018284308662236657,0.006273933718185609,0.0608934999751338,0.04157628759100073
Spotsylvania,Virginia,136215,0.7543882832287193,0.17470175824982564,0.028330213265793047,0.004698454648900635,0.001695848474837573,0.10720552068421246,0.036185442131923796
Stafford,Virginia,152882,0.7092398058633456,0.20006279352703393,0.03592967124972201,0.0075548462212686905,0.001870723826218914,0.14176292827147735,0.04534215931241088
Strafford,New Hampshire,130633,0.9248428804360307,0.0143149127708925,0.037471389312042136,0.002771122151370634,0.0005358523497125535,0.02772653158084098,0.020063842979951466
Sumter,South Carolina,106721,0.4789404147262488,0.4785937163257466,0.014505111458850648,0.0056408766784419185,0.00125561042344056,0.04187554464444673,0.021064270387271485
Sussex,New Jersey,140488,0.93261346164797,0.02657166448379933,0.020378964751437845,0.0027902739023973576,0.00044131883150162293,0.09185126131769261,0.017204316382893912
Taylor,Texas,138034,0.8517684048857528,0.0836460582175406,0.023305852181346624,0.01012793949316835,0.001535853485373169,0.24972832780329485,0.029615891736818466
Tippecanoe,Indiana,195732,0.8268346514622035,0.05901436658287863,0.08770155110048433,0.0038624241309545707,0.0005568839024788998,0.08717532135777492,0.022030122821000142
Tolland,Connecticut,150721,0.8861273478811844,0.03949018384962945,0.05048400687362743,0.002746797062121403,0.0007629991839226119,0.05879074581511535,0.020388665149514665
Tulare,California,466195,0.8816696875770869,0.021827775930672786,0.039775201364236,0.02774375529553084,0.002293031885798861,0.6560001716020121,0.026690547946674675
Tulsa,Oklahoma,651552,0.7238424561662001,0.10758465939786847,0.035846716762437995,0.06887861598153332,0.0018233387358184765,0.13289192574038602,0.06202421295614164
Tuscaloosa,Alabama,209355,0.642167610040362,0.32416230804136514,0.016192591531131333,0.003706622722170476,0.0005970719591125122,0.03968379069045402,0.013173795705858471
Union,New Jersey,556341,0.6739535644505797,0.2375575411483245,0.057146606128255874,0.007890843924859035,0.0012528287507122431,0.3281296902439331,0.022198615597268583
Ventura,California,846006,0.840522407642499,0.023963187022314262,0.07882804613678863,0.01863816568676818,0.002860499807329972,0.4324260111630414,0.03518769370429997
Walworth,Wisconsin,103868,0.9578214657064736,0.012419609504370932,0.010782916778988717,0.0048908229676127395,0.0005776562560172527,0.11203643085454615,0.013507528786536759
Warren,New Jersey,105267,0.8918274482981371,0.057187912641188596,0.028907444878261943,0.003790361651799709,0.000873968100164344,0.10160829129736765,0.017412864430448288
Warren,Ohio,234602,0.8788416126034732,0.037173596133025295,0.06279571359152948,0.0020673310542962124,0.0010187466432511232,0.02913444898167961,0.01810299997442477
Washington,Utah,177556,0.9322467277929216,0.009185834328324585,0.010340399648561581,0.017014350402126652,0.00942237941832436,0.10879947734799161,0.021790308409741152
Washington,Arkansas,239187,0.8630694812009014,0.037518761471150186,0.026326681634035294,0.015711556230062672,0.02812861903029847,0.17140981742318773,0.02924490043355199
Washington,Pennsylvania,206865,0.9334203466028569,0.03330674594542334,0.011712952891982695,0.0021028206801537233,0.00028521016121625214,0.018156768907258355,0.01917192371836705
Waukesha,Wisconsin,404198,0.9247200629394504,0.01754338220377142,0.03843660780112717,0.0033597395335949213,0.0005022291055373851,0.04911701690755521,0.015437978416518637
Wayne,Michigan,1749343,0.5461370354470221,0.3872916860787164,0.03531840239449896,0.004734920481575083,0.00019550196845329932,0.061423631614840546,0.026322453629734135
Wayne,Ohio,115710,0.9521821795868983,0.016368507475585516,0.010889292196007259,0.0021087200760521994,0.00043211476968282777,0.020585947627689914,0.018019185895773917
Windham,Connecticut,116782,0.9195680841225531,0.03220530561216626,0.014899556438492233,0.007364148584542139,0.000779229675806203,0.12447123700570294,0.025183675566440033
Winnebago,Wisconsin,171907,0.9179149191132414,0.025025158952224166,0.03058630538605176,0.007643667797122863,0.000587526976795593,0.04357006986335635,0.018242421774564154
Winnebago,Illinois,282572,0.7962289257251249,0.13961043557040329,0.028353835482638052,0.005559644975439888,0.0005626884475461121,0.1351160058321419,0.029684469798847726
Worcester,Massachusetts,830622,0.8568434257700855,0.060894125125508354,0.05405828403292954,0.00418722355054405,0.0007632834189318366,0.1217075878076911,0.02325365810200067
Wright,Minnesota,138377,0.9439502229416739,0.0182689319756896,0.014388229257752372,0.004429926938725366,0.00045527797249542915,0.03126242077801947,0.018507410913663397
Yakima,Washington,250873,0.8696073311994515,0.015545714365435897,0.015952294587301144,0.06695419594775046,0.002722493054254543,0.5015127175901751,0.029217970845806445
Yamhill,Oregon,107100,0.9136134453781513,0.012016806722689075,0.020214752567693745,0.020056022408963585,0.0025023342670401493,0.1622689075630252,0.03159663865546219
Yolo,California,220500,0.7398684807256236,0.029768707482993196,0.15058503401360543,0.01780952380952381,0.0057505668934240365,0.31923809523809527,0.05621768707482993
York,Pennsylvania,449058,0.8867785453104053,0.07053877227440554,0.015238566064962655,0.0037901562827073565,0.0007705018060027881,0.08075794218118817,0.02288345826151633
York,Maine,207641,0.9542575888191639,0.010479625892766842,0.013720796952432323,0.0038046435915835503,0.0002937762773248058,0.018445297412360756,0.01744356846672863
York,South Carolina,280979,0.7475612056417028,0.19328134842817435,0.027806348517148968,0.008310229590111717,0.0008933051936265699,0.0592286256268262,0.02214756262923564
Yuma,Arizona,213787,0.9122771730741346,0.02640946362500994,0.015379793907019603,0.022789037687043646,0.002530556114263262,0.6461150584460233,0.02061397559252901
