nationality,total_population,total_population_MOE_Appx,percentage
Total Classes in CSV,169,,
American Samoa,4835,1706.6132901384528,0.05955103813409539
Albania,371,472.8802077509394,0.004569479865098116
Austria,663,632.1390536856195,0.008165943802048653
Belgium,746,670.5372441610356,0.009188226359469526
Bulgaria,2891,1319.8250759421987,0.035607456307273994
Czechoslovakia,495,546.2145274893226,0.006096745372570262
Denmark,1792,1039.1845253603683,0.02207144991443618
Finland,873,725.3656617494219,0.010752441838896645
France,5044,1743.0845812794696,0.062125219513625055
Germany,16733,3172.372189168781,0.2060946269075115
Greece,954,758.2662893102936,0.01175009108168087
Hungary,1775,1034.24476599305,0.021862066740024676
Iceland,430,509.09253412595547,0.005296162646879218
Ireland,2430,1210.0647579392537,0.029929477283526743
Italy,2365,1193.7761607552038,0.0291288945578357
Netherlands,3605,1473.7526586101226,0.044401549632557165
Norway,1740,1023.9995720837328,0.021430983733883344
Poland,4557,1656.854334342161,0.056127007399601386
Portugal,615,608.8282336472108,0.007574744250769114
Azores Islands,9,73.65390152032846,0.00011084991586491385
Romania,7939,2186.408089404583,0.09778194245017235
Spain,1954,1085.1288966221682,0.02406674840000463
Sweden,2427,1209.3178119143186,0.02989252731157177
Switzerland,1308,887.8535600656382,0.01611018777236748
"United Kingdom, n.o.s",10598,2525.715270584939,0.13053193425959522
England,9481,2389.0838357047637,0.11677422803502759
Scotland,2020,1103.2980531637647,0.024879647783014002
Northern Ireland,346,456.6704857782775,0.004261563432140022
Yugoslavia,654,627.8342277317772,0.00805509388618374
Czech Republic,1253,868.9895864103374,0.015432771619859674
Slovakia,382,479.8390075843505,0.004704963095599677
Bosnia and Herzegovina,3652,1483.32395692378,0.04498043252651838
Croatia,387,482.96894753791634,0.004766546382191296
Macedonia,144,294.6129953796304,0.0017735986538386216
Serbia,537,568.9139628172239,0.0066140449799398605
Latvia,935,750.6783807176024,0.011516074592632718
Lithuania,719,658.292195733952,0.008855676611874785
Armenia,1193,847.9318901779847,0.01469377218076025
Azerbaijan,779,685.2061929267546,0.00959467605097421
Belarus,3672,1487.3781333270315,0.045226765672884854
Georgia (country),515,557.1391684094538,0.006343078518936738
Moldova,5384,1800.8342793046122,0.06631288300185513
Russia,21226,3571.929734565179,0.2614333682387402
Ukraine,37037,4713.399757992101,0.45617203709875714
USSR,2548,1239.0870634667772,0.03138284284708895
Europe,235,376.3587267027945,0.0028944144698060843
Kosovo,14,91.86252474698225,0.00017243320245653265
"Other Europe, n.o.s",893,733.6265328661004,0.010998774985263119
Afghanistan,6104,1917.378906948831,0.07518087627104825
Bangladesh,1106,816.4334526224369,0.013622222994066081
Bhutan,439,514.3923532097037,0.005407012562744132
Myanmar,2520,1232.2623510776505,0.03103797644217588
Cambodia,12060,2694.0419077160213,0.14853888725898456
China,81169,6957.345414715077,0.9997307578710214
Hong Kong,8984,2325.6982889588817,0.11065284934782067
India,95173,7526.645507879912,1.1722132269568273
Indonesia,4090,1569.7113128000738,0.05037512843194419
Iran,9420,2381.395392915916,0.11602291193860985
Iraq,5837,1875.0080942644229,0.0718923287670558
Israel,3192,1386.804323572586,0.039314770160089454
Japan,17311,3226.575209737951,0.21321365483750265
Jordan,1555,968.0451704250298,0.01915240212999345
Korea,49281,5432.5671503571975,0.6069771893043133
Kazakhstan,2605,1252.865208804126,0.0320848923142334
Kyrgyzstan,1806,1043.2349834726424,0.022243883116892717
Kuwait,587,594.8083753467156,0.007229877845856049
Laos,5546,1827.7068291044725,0.06830818148742358
Lebanon,1988,1094.5264715379676,0.024485514748827642
Malaysia,2967,1337.05396252594,0.036543522263466605
Mongolia,1232,861.6779690113605,0.015174121816174875
Nepal,2529,1234.4601288521555,0.031148826358040796
Pakistan,5504,1820.7780646769213,0.06779088188005399
Philippines,71181,6519.557395744488,0.8767119845756036
Saudi Arabia,2363,1193.2714427612395,0.02910426124319905
Singapore,1431,928.6536677870168,0.017625136622521305
Sri Lanka,902,737.3137154481897,0.011109624901128034
Syria,1652,997.7751458942294,0.020347117889870855
Taiwan,16631,3162.709654295857,0.2048383278610425
Thailand,9653,2410.630018696019,0.11889269309377927
Turkey,3304,1410.91409090242,0.04069423577974171
United Arab Emirates,404,493.4622380533268,0.0049759295566028
Uzbekistan,2693,1273.843727019632,0.03316875815824589
Vietnam,61485,6063.166437406366,0.7572896752171365
Yemen,362,467.1095260094894,0.004458629949233202
Asia,1004,777.880692683607,0.012365923947597057
"South Central Asia, n.o.s",427,507.31362148228726,0.005259212674924246
"Other Asia, n.o.s",243,382.7110203792032,0.0029929477283526743
Bermuda,257,393.5808813541953,0.003165380930809207
Canada,46704,5289.520615454928,0.575237163394993
Mexico,242407,11893.912213738287,2.9856439505629084
Belize,435,512.0436518563791,0.005357745933470836
Costa Rica,1536,962.1140914370404,0.018918385640945296
El Salvador,13875,2889.318118472385,0.17089362029174218
Guatemala,14378,2941.126736296444,0.17708889892285906
Honduras,5121,1756.329976348939,0.06307360212713599
Nicaragua,1204,851.8314632008205,0.01482925541126181
Panama,1068,802.2873369877404,0.013154190015969777
Antigua & Barbuda,261,396.63183745611,0.003214647560082502
Bahamas,167,317.26943377226064,0.002056881772160068
Barbados,158,308.602043811463,0.0019460318562951543
Cuba,2779,1294.0164490927032,0.03422799068762174
Dominica,72,208.32383141791425,0.0008867993269193108
Dominican Republic,1633,992.021978787957,0.020113101400822703
Grenada,68,202.4544264144679,0.0008375326976460158
Haiti,2450,1215.0326483797917,0.03017581042989322
Jamaica,2156,1139.8236593053991,0.02655471317830603
St. Kitts-Nevis,49,171.85865231645025,0.0006035162085978643
St Lucia,30,134.4728256745678,0.00036949971954971286
St Vincent & the Grenadines,70,205.41009486451247,0.0008621660122826633
Trinidad & Tobago,1570,972.7020349339336,0.019337151989768306
West Indies,144,294.6129953796304,0.0017735986538386216
"Caribbean, n.o.s",143,293.5882706926634,0.0017612819965202979
Argentina,2330,1184.912519018806,0.028697811551694367
Bolivia,459,525.9785292470568,0.005653345709110607
Brazil,8485,2260.2613893990883,0.10450683734597713
Chile,2270,1169.561239809898,0.027958812112594936
Colombia,5123,1756.6726783127035,0.06309823544177263
Ecuador,1852,1056.434191393458,0.022810449353535607
Guyana,519,559.2984837871034,0.006392345148210033
Paraguay,303,427.3536672641864,0.0037319471674521
Peru,4684,1679.7692801866738,0.0576912228790285
Uruguay,450,520.7966560742365,0.005542495793245694
Venezuela,2846,1309.5167588694187,0.035053206727949426
"Americas, n.o.s",142,292.5599565418988,0.0017489653392019741
Algeria,176,325.7062371962842,0.002167731688024982
Cameroon,408,495.89897322257343,0.005025196185876095
Congo,680,640.1913907036851,0.008375326976460158
Egypt,2720,1280.2113054874535,0.03350130790584063
Ethiopia,18945,3375.058679726922,0.23333907289564368
Eritrea,5044,1743.0845812794696,0.062125219513625055
Gambia,2858,1312.2735729447577,0.03520100661576931
Ghana,1734,1022.2329336382784,0.0213570837899734
Guinea,418,501.93904880116736,0.005148362759059333
Ivory Coast,862,720.7818086617077,0.010616958608395084
Kenya,12040,2691.810654584581,0.1482925541126181
Liberia,1294,883.0900790579318,0.015937754569910947
Libya,611,606.8452338675467,0.007525477621495819
Morocco,1938,1080.678202245762,0.02386968188291145
Nigeria,2515,1231.039665751728,0.030976393155584262
Rwanda,55,182.0767679057172,0.0006774161525078069
Senegal,608,605.3537197724521,0.007488527649540847
Sierra Leone,301,425.9409799215036,0.0037073138528154526
Somalia,8455,2256.266551307508,0.1041373376264274
South Africa,2869,1314.7955670031104,0.03533648984627087
Sudan,1079,806.4078000727958,0.013289673246471338
Tanzania,618,610.3112538597891,0.007611694222724085
Togo,353,461.2666418416582,0.004347780033368288
Tunisia,298,423.8131184473214,0.003670363880860481
Uganda,1651,997.4731756112958,0.020334801232552532
Democratic Republic of Congo (Zaire),1109,817.5398204026412,0.013659172966021052
Zambia,299,424.5235908589617,0.003682680538178805
Zimbabwe,328,444.6336529736358,0.004039863600410194
Africa,1862,1059.2818003344532,0.022933615926718845
"Eastern Africa, n.o.s",217,361.6583024554094,0.0026727146380762564
"Western Africa, n.o.s",969,764.2034997379025,0.011934840941455725
"Other Africa, n.o.s",435,512.0436518563791,0.005357745933470836
"Eastern Africa, n.o.s",846,714.0618356139892,0.010419892091301904
Australia,4309,1611.1654297897242,0.0530724763846571
Fiji,3046,1354.7303451003804,0.03751653819161418
Marshall Islands,2584,1247.8067742152014,0.0318262425105486
Micronesia,2692,1273.6072785270744,0.033156441500927565
New Zealand,1754,1028.1099123316646,0.021603416936339877
Tonga,350,459.3024935227331,0.004310830061413317
Samoa,1045,793.6026550993602,0.012870906897648332
"Other U.S. Island Areas, Oceania, n.o.s",1493,948.5540825472332,0.018388769376257375
American Samoa,3642,1481.2877527173885,0.04485726595333514
Albania,322,440.5481551323172,0.003965963656500251
Austria,930,748.6681362091546,0.0114544913060411
Belgium,734,665.1223955457095,0.009040426471649642
Bulgaria,2840,1308.1327635479709,0.03497930678403949
Czechoslovakia,403,492.850989371189,0.004963612899284476
Denmark,1837,1052.1465414835716,0.02262569949376075
Finland,690,644.8806690176484,0.008498493549643396
France,4880,1714.5239960534036,0.06010528771341996
Germany,17031,3200.3832921508115,0.20976499078837202
Greece,1079,806.407002460054,0.013289673246471338
Hungary,1813,1045.2525837057797,0.022330099718120982
Iceland,543,572.0829143992107,0.006687944923849803
Ireland,2143,1136.3808122596215,0.026394596633167823
Italy,2344,1188.4633641194728,0.0288702447541509
Netherlands,3780,1509.076897198185,0.04655696466326382
Norway,1905,1071.4383272047492,0.023463232191406766
Poland,4422,1632.135731036888,0.05446425866162767
Portugal,567,584.5880028886598,0.0069835446994895726
Azores Islands,9,73.65390091276316,0.00011084991586491385
Romania,7327,2100.515858242433,0.0902441481713582
Spain,1750,1026.9355621533527,0.02155415030706658
Sweden,2318,1181.855722828774,0.028550011663874476
Switzerland,1287,880.6976312763123,0.01585153796868268
"United Kingdom, n.o.s",10272,2486.5955347302665,0.12651670397382167
England,9581,2401.613210866922,0.11800589376685995
Scotland,1969,1089.282923813567,0.024251498259779486
Northern Ireland,308,430.864997076695,0.0037935304540437187
Yugoslavia,525,562.5216406139367,0.0064662450921199755
Czech Republic,1107,816.8015796272425,0.013634539651384404
Slovakia,370,472.242343701938,0.004557163207779792
Bosnia and Herzegovina,3484,1448.815567069102,0.04291123409703999
Croatia,300,425.2327591117772,0.0036949971954971287
Macedonia,101,246.7360035756573,0.0012439823891507
Serbia,474,534.5030996878019,0.005838095568885464
Latvia,981,768.9195529053803,0.01208264082927561
Lithuania,584,593.2862743400473,0.007192927873901077
Armenia,1372,909.3103893238928,0.0168984538407402
Azerbaijan,611,606.8448940010963,0.007525477621495819
Belarus,3472,1446.3194806065535,0.0427634342092201
Georgia (country),428,507.9070855466656,0.00527152933224257
Moldova,5395,1802.662751817497,0.0664483662323567
Russia,19267,3403.4876634201687,0.23730503655214394
Ukraine,34067,4521.210841626457,0.4195915648633356
USSR,2642,1261.7252228809757,0.032540608635011375
Europe,102,247.95444388316935,0.0012562990464690237
Montenegro,42,159.11026161727463,0.000517299607369598
"Other Europe, n.o.s",834,708.9794968761811,0.010272092203482018
Afghanistan,4941,1725.19948313771,0.060856603809837706
Bangladesh,1128,824.5114693367507,0.013893189455069203
Bhutan,825,705.1441139013083,0.010161242287617105
Myanmar,2740,1284.9044289955575,0.03374764105220711
Cambodia,11440,2623.957801845245,0.14090255972162385
China,77854,6814.800053607838,0.9589010388607782
