origin,population
Aboriginal from Central/South America (except Arawak and Maya),765
Afghanistan,2490
Akan,25
Albania,805
Algeria,495
Angola,125
Antigua and Barbuda,130
"Arab, n.o.c",4420
Arawak,10
Argentina,385
Armenia,620
Ashanti,40
Assyrian,160
Australia,1930
Austria,13765
Azerbaijan,295
Bangladesh,2060
"Bantu, n.o.c",410
Barbados,860
Belarus,1065
Belgium,7770
Belize,55
Benin,40
Berber,240
Bermuda,45
Bhutan,80
"Black, n.o.c.",1220
Bolivia,90
Bosnia,1540
Brazil,965
"British Isles origins, n.o.c",28175
Bulgaria,905
Burkina Faso,70
Burundi,695
Cambodia,1565
Cameroon,780
Canada,363990
Caribbean,50
"Caribbean origins, n.o.c",920
"Central and South American origins, n.o.c",1075
"Central and West African origins, n.o.c",875
Chad,10
Chile,3930
China,72095
Colombia,3565
Coptic,95
Costa Rica,145
Croatia,5265
Cuba,965
Cyprus,65
Czech Republic,6105
"Czechoslovakian, n.o.c",2995
DR Congo,2270
Denmark,15730
Dinka,200
Djibouti,155
Dominican Republic,360
"East and Southeast Asian origins, n.o.c",365
"Eastern European origins, n.o.c",615
Ecuador,295
Egypt,3355
El Salvador,3980
Eritrea,3480
Estonia,675
Ethiopia,5515
Fiji,1910
Finland,5355
France,143160
Gabon,10
Georgia,115
Germany,213155
Ghana,2110
Greece,5015
Grenada,340
Guadeloupe,0
Guatemala,695
Guinea,285
Guyana,1605
Haiti,880
Harari,115
Hazara,100
Hispanic,760
Hmong,0
Honduras,180
Hungary,14510
Iceland,5355
India,79660
Indonesia,950
Iran,4630
Iraq,2065
Ireland,186105
Israel,4405
Italy,33885
Ivory Coast,400
Jamaica,7465
Japan,3635
Jordan,635
Karen,395
Kazakhstan,110
Kenya,965
Kosovo,175
Kurdistan,1065
Kuwait,120
Kyrgyzstan,30
Laos,765
Latvia,1230
Lebanon,15115
Liberia,650
Libya,590
Lithuania,2035
Luxembourg,205
Madagascar,50
Malaysia,1465
Mali,35
Malinké,70
Malta,490
Martinique,0
Mauritania,35
Mauritius,205
Maya,235
Mexico,5105
Moldova,380
Mongolia,350
Montenegro,105
Montserrat,20
Morocco,1195
Myanmar (Burma),450
Nepal,1840
Netherlands,57675
New Zealand,905
Nicaragua,510
Nigeria,5000
"North African origins, n.o.c",235
North Macedonia,405
"Northern European origins, n.o.c ",4205
Norway,43525
Oromo,555
"Other African origins, n.o.c",9945
"Other Asian origins, n.o.c",940
"Other European origins, n.o.c",3125
"Other North American origins, n.o.c",85
"Pacific Islands origins, n.o.c",75
Pakistan,8380
Palestine,2900
Panama,105
Paraguay,30
Pashtun,235
Peru,865
Peulh,60
Philippines,64270
Poland,72795
"Polynesian, n.o.c",55
Portugal,10705
Puerto Rico,100
Roma,110
Romania,11605
Russia,28275
Rwanda,1130
Saint Kitts and Nevis,25
Saint Lucia,235
Saint Vincent and the Grenadines,140
Samoa,60
Saudi Arabia,195
Senegal,250
Serbia,3415
Seychelles,10
Sierra Leone,470
Singapore,155
"Slavic, n.o.c",295
Slovakia,3220
Slovenia,1380
Somalia,9805
South Africa,1855
"South Asian origins, n.o.c",1945
South Korea,7985
"Southern European origins, n.o.c",55
"Southern and East African origins, n.o.c",1510
Spain,16765
Sri Lanka,2595
Sudan,2745
Sweden,29400
Switzerland,6235
Syria,3015
Taiwan,665
Tajikistan,65
Tanzania,470
Tatar,140
Thailand,1040
The Bahamas,105
The Gambia,35
Tigria,255
Togo,105
Trinidad and Tobago,2475
Tunisia,375
Turkey,2750
Turkmenistan,50
Uganda,650
Ukraine,159940
United Kingdom,491955
United States,20160
Uruguay,135
Uzbekistan,175
Venezuela,710
Vietnam,14180
"West Central Asian and Middle Eastern origins, n.o.c",885
"West India, n.o.c",1110
Wolof,20
Yemen,255
"Yugoslavian, n.o.c",1685
Zambia,95
Zimbabwe,1380
Zulu,175
