origin,population
Canada,54090
Canada,1850
Canada,20035
Canada,5515
United States,14170
Canada,484255
Canada,80
Canada,780
Canada,115
Canada,650
Canada,6590
"Other North American origins, n.o.c",30
United Kingdom,115
United Kingdom,85
United Kingdom,224680
Ireland,244570
United Kingdom,185
United Kingdom,197650
United Kingdom,18780
"British Isles origins, n.o.c",37045
France,100
France,485
France,95
France,300285
Austria,6485
Germany,70
Belgium,6555
Netherlands,33520
Belgium,545
Netherlands,75
Germany,94385
Luxembourg,170
Switzerland,5640
Denmark,5950
Finland,4265
Iceland,1600
Norway,7180
Sweden,7635
"Northern European origins, n.o.c ",1665
Bulgaria,1795
Belarus,985
Czech Republic,3930
"Czechoslovakian, n.o.c",810
Estonia,985
Hungary,9645
Latvia,1185
Lithuania,2600
Moldova,520
Poland,36980
Romania,7900
Russia,17230
Slovakia,2810
Ukraine,28150
"Eastern European origins, n.o.c",1055
Albania,1185
Bosnia,1660
Spain,20
Croatia,4135
Cyprus,160
Greece,8005
Italy,53825
Kosovo,55
North Macedonia,625
Malta,705
Montenegro,195
Portugal,14625
Serbia,3635
Italy,310
Slovenia,1350
Spain,15605
"Yugoslavian, n.o.c",1190
"Southern European origins, n.o.c",85
Spain,395
Israel,6220
Roma,95
"Slavic, n.o.c",250
"Other European origins, n.o.c",2340
Antigua and Barbuda,280
The Bahamas,175
Barbados,1390
Bermuda,110
Caribbean,135
Cuba,1560
Dominican Republic,960
Grenada,320
Guadeloupe,20
Haiti,13790
Jamaica,8640
Saint Kitts and Nevis,65
Martinique,50
Montserrat,45
Puerto Rico,140
Saint Lucia,810
Trinidad and Tobago,2245
Saint Vincent and the Grenadines,250
"West India, n.o.c",1730
"Caribbean origins, n.o.c",1195
Aboriginal from Central/South America (except Arawak and Maya),1130
Arawak,80
Argentina,795
Belize,95
Bolivia,220
Brazil,1445
Chile,1390
Colombia,3755
Costa Rica,200
Ecuador,280
Guatemala,580
Guyana,2090
Hispanic,420
Honduras,350
Maya,435
Mexico,4000
Nicaragua,1260
Panama,135
Paraguay,40
Peru,1760
El Salvador,2700
Uruguay,140
Venezuela,1190
"Central and South American origins, n.o.c",1450
Akan,130
Angola,250
Ashanti,20
Benin,615
Burkina Faso,505
Cameroon,2275
Chad,225
DR Congo,6005
Nigeria,45
Togo,70
Gabon,250
The Gambia,45
Ghana,1550
Guinea,625
Nigeria,115
Ivory Coast,1160
Liberia,95
Mali,585
Malinké,130
Nigeria,2310
Peulh,205
Senegal,895
Sierra Leone,95
Togo,805
Wolof,65
Nigeria,440
"Central and West African origins, n.o.c",1540
Algeria,2595
Berber,1830
Coptic,125
Dinka,50
Egypt,6555
Libya,1300
Mauritania,100
Morocco,4385
Sudan,865
Tunisia,1170
"North African origins, n.o.c",655
South Africa,55
Ethiopia,95
"Bantu, n.o.c",590
Burundi,3180
Djibouti,880
Eritrea,1390
Ethiopia,3025
Harari,10
Kenya,665
Madagascar,405
Mauritius,385
Oromo,285
Rwanda,2445
Seychelles,35
Somalia,10700
South Africa,1285
Tanzania,360
Tigria,200
Uganda,425
Zambia,150
Zimbabwe,335
Zulu,60
"Southern and East African origins, n.o.c",1485
"Black, n.o.c.",1450
"Other African origins, n.o.c",11120
Afghanistan,4115
"Arab, n.o.c",8620
Armenia,1735
Assyrian,135
Azerbaijan,245
Georgia,190
Hazara,65
Iran,7620
Iraq,5070
Israel,765
Jordan,1660
Kazakhstan,160
Kurdistan,890
Kuwait,980
Kyrgyzstan,40
Lebanon,31785
Palestine,4265
Pashtun,230
Saudi Arabia,585
Syria,5235
Tajikistan,125
Tatar,165
Turkey,3250
Turkmenistan,130
China,70
Uzbekistan,210
Yemen,1020
"West Central Asian and Middle Eastern origins, n.o.c",2220
Bangladesh,2305
Bangladesh,1055
Bhutan,315
India,28945
India,125
India,185
India,50
Nepal,910
Pakistan,4660
India,1130
Sri Lanka,290
Sri Lanka,2745
India,960
"South Asian origins, n.o.c",2230
Myanmar (Burma),630
Cambodia,2690
China,49930
Philippines,14100
Hmong,0
Indonesia,700
Japan,3370
Karen,285
South Korea,3545
Laos,880
Malaysia,525
Mongolia,355
Singapore,45
Taiwan,785
Thailand,780
China,85
Vietnam,9650
"East and Southeast Asian origins, n.o.c",280
"Other Asian origins, n.o.c",380
Australia,1485
New Zealand,485
Fiji,55
United States,20
New Zealand,30
Samoa,40
"Polynesian, n.o.c",95
"Pacific Islands origins, n.o.c",55

































