nationality,total_population,total_population_MOE_Appx,percentage
Bulgaria,2102,1125.576906521596,0.005656975028680487
Czechoslovakia,615,608.8462743284886,0.001655109249590152
Denmark,1326,893.9978310960377,0.003568577016189498
Finland,1992,1095.7319354878346,0.005360939227940785
France,11009,2575.5215934435005,0.029627801184939805
Germany,34592,4563.521694000045,0.09309518562897973
Greece,4095,1570.980001087492,0.011020605491173452
Hungary,2538,1236.8052514897097,0.0068303532934305775
Iceland,116,264.4252195431107,0.0003121832080527766
Ireland,3697,1492.6962685282106,0.009949494139406165
Italy,7292,2096.2485980443093,0.01962448235449006
Netherlands,5186,1767.875531741644,0.013956742387600859
Norway,2025,1104.7701106335253,0.005449749968162695
Poland,7955,2189.447410909178,0.02140877086258481
Portugal,1502,951.4770880510988,0.004042234297373022
Azores Islands,53,178.73610579617488,0.00014263543126549278
Romania,7888,2180.210291548186,0.02122845814758881
Spain,9678,2414.8722740974285,0.026045767995989413
Sweden,3193,1387.2348913310998,0.008593111925107894
Switzerland,2445,1213.9356027167628,0.006580068480077921
"United Kingdom, n.o.s",24618,3850.475635808511,0.0662528122055453
England,18792,3364.4858872125374,0.05057367970454981
Scotland,4957,1728.4094220069962,0.013340449675151841
Northern Ireland,400,491.02287069973175,0.0010764938208716434
Yugoslavia,1018,783.3230889565826,0.0027396767741183327
Czech Republic,1051,795.9176702095554,0.0028284875143402433
Slovakia,406,494.69178299869,0.0010926412281847182
Bosnia and Herzegovina,4426,1633.228304299362,0.011911404127944735
Croatia,1025,786.0115330847059,0.0027585154159835866
Macedonia,617,609.8354434064605,0.0016604917186945102
Serbia,1649,996.9481721939924,0.004437845776543351
Latvia,369,471.6123219577975,0.0009930655497540912
Lithuania,737,666.5042356442591,0.001983439864956003
Armenia,993,773.6452308692317,0.0026723959103138553
Azerbaijan,1171,840.1258080272704,0.0031514356606017362
Belarus,1116,820.1596382820875,0.0030034177602318852
Georgia (country),179,328.4731813303089,0.0004817309848400605
Moldova,904,738.1627381611927,0.0024328760351699143
Russia,15528,3058.5440276062845,0.0417894901262372
Ukraine,6311,1950.185783150371,0.016984381258802354
USSR,1953,1084.9533618391802,0.0052559810804058
Europe,355,462.5793517003809,0.0009553882660235835
Kosovo,456,524.2684487573586,0.0012272029557936735
Montenegro,277,408.6133415863662,0.0007454719709536131
"Other Europe, n.o.s",841,711.9776799701193,0.0022633282583826306
Afghanistan,11265,2605.283059391396,0.030316757230297663
Bangladesh,16033,3107.8535104161137,0.043148563575087645
Bhutan,2215,1155.4331580773055,0.005961084533076726
Myanmar,12719,2768.246570911631,0.034229812269166084
Cambodia,9663,2413.000766888182,0.02600539947770673
China,110262,8136.730706030125,0.2967409041923729
Cyprus,80,219.59333045884665,0.0002152987641743287
Hong Kong,8402,2250.102872853697,0.02261175270740887
India,279123,12907.601592215333,0.7511854619078894
Indonesia,6993,2052.8323699177176,0.018819803223388505
Iran,29200,4193.190980988701,0.07858404892362998
Iraq,27189,4046.3654093493697,0.07317197623919779
Israel,4164,1584.1581663315292,0.011206300675273808
Japan,15187,3024.792301775703,0.040871779143944124
Jordan,8005,2196.315442035775,0.021543332590193767
Korea,57036,5857.554582546998,0.15349725391808766
Kazakhstan,1656,999.0618301875526,0.004456684418408604
Kyrgyzstan,308,430.8715125389086,0.0008289002420711654
Kuwait,4359,1620.8213010996546,0.011731091412948735
Laos,9803,2430.4120484356336,0.026382172315011804
Lebanon,10319,2493.5340332095925,0.027770849343936223
Malaysia,8691,2288.462068384009,0.023389519492988637
Mongolia,160,310.5514323393677,0.0004305975283486574
Nepal,22511,3682.1491901935246,0.060582381004103916
Pakistan,59285,5971.6883795471485,0.15954984042593845
Philippines,104931,7938.336312490991,0.2823939327947061
Saudi Arabia,10064,2462.5425440914837,0.027084584533130552
Singapore,2412,1205.7162635294078,0.006491257739856011
Sri Lanka,5134,1758.9915588937347,0.013816798190887544
Syria,5389,1802.1377369111967,0.014503063001693217
Taiwan,27371,4059.8728564810312,0.07366178092769438
Thailand,14844,2990.457521750272,0.03994868569254669
Turkey,8658,2284.114571659414,0.023300708752766724
United Arab Emirates,3775,1508.3586156304546,0.010159410434476135
Uzbekistan,1812,1045.0573262812245,0.004876517008548545
Vietnam,184027,10498.21642086443,0.4952598209338649
Yemen,736,666.051919950071,0.001980748630403824
Asia,4224,1595.5289173793728,0.011367774748404556
"South Central Asia, n.o.s",635,618.6667931096074,0.001708933940633734
"Other Asia, n.o.s",2286,1173.8038668348613,0.006152162186281443
Bermuda,575,588.7139415528945,0.0015474598675029878
Canada,52882,5640.626078498446,0.14231786558833562
Mexico,2484512,36981.70513925095,6.686404539703622
Belize,3752,1503.757199453455,0.010097512039776017
Costa Rica,5115,1755.734270605779,0.013765664734396141
El Salvador,219615,11461.30218114168,0.591035476176815
Guatemala,78111,6852.321319120608,0.21021502210526238
Honduras,124969,8660.165101332463,0.33632089075127103
Nicaragua,16970,3197.326265664229,0.045670250350479474
Panama,9862,2437.712361960421,0.026540955153590375
Antigua & Barbuda,1242,865.2191796876283,0.003342513313806453
Bahamas,1655,998.7601529719047,0.004453993183856426
Barbados,1750,1027.023809679437,0.004709660466313441
Cuba,61008,6057.661834573649,0.16418683755934305
Dominica,2014,1101.7656260790995,0.005420146388088725
Dominican Republic,11400,2620.841270762005,0.030680073894841838
Grenada,1024,785.628032980129,0.0027558241814314073
Haiti,4239,1598.3589584547733,0.01140814326668724
Jamaica,16650,3167.05482239423,0.04480905529378216
St. Kitts-Nevis,366,469.6913107890472,0.0009849918460975537
St Lucia,1175,841.5594120786828,0.0031622005988104526
St Vincent & the Grenadines,441,515.5736451320269,0.001186834437510987
Trinidad & Tobago,9562,2400.361243596716,0.025733584787936636
West Indies,1150,832.5588813125951,0.0030949197350059756
"Caribbean, n.o.s",1267,873.8833361934044,0.003409794177610931
Argentina,11440,2625.433377232428,0.030787723276929004
Bolivia,4041,1560.588988221337,0.010875278825355779
Brazil,21508,3599.2466787902326,0.057883072748268274
Chile,5894,1884.669162796305,0.015862136450543667
Colombia,51506,5566.891287182448,0.13861472684453718
Ecuador,9832,2434.0030780933216,0.026460218117024998
Guyana,3426,1436.9526461754872,0.009220169575765626
Paraguay,810,698.7327922663812,0.002179899987265078
Peru,21831,3626.151645204518,0.05875234150862212
Uruguay,3218,1392.654460627869,0.008660392788912372
Venezuela,47764,5361.207282323772,0.12854412715028296
South America,702,650.486055878936,0.0018892466556297343
"Americas, n.o.s",1664,1001.4719756478642,0.004478214294826037
Algeria,1620,988.1434149851405,0.004359799974530156
Cameroon,15857,3090.7579300903853,0.04267490629390413
Cabo Verde,61,191.7516958669925,0.00016416530768292563
Congo,4780,1697.275946030718,0.01286410115941614
Egypt,13929,2896.8704670359684,0.037486206077302804
Ethiopia,24940,3875.5538590013066,0.06711938973134698
Eritrea,6051,1909.600169444977,0.016284660275235785
Gambia,519,559.3124696596003,0.0013967507325809573
Ghana,11321,2611.748102597544,0.03046746636521969
Guinea,299,424.5297064909035,0.0008046791311015535
Ivory Coast,1593,979.8747490386586,0.004287136641621321
Kenya,20445,3509.2412275773645,0.05502229041930188
Liberia,6439,1969.8589849311347,0.01732885928148128
Libya,1642,994.8300224064984,0.004419007134678096
Morocco,3328,1416.2540969868874,0.008956428589652074
Nigeria,86585,7213.374934474916,0.23302054370042813
Rwanda,2225,1158.038219950416,0.005987996878598517
Senegal,1566,971.535695864136,0.004214473308712484
Sierra Leone,2885,1318.6386131420531,0.00776421168303673
Somalia,3728,1498.9406539612462,0.010032922410523717
South Africa,10164,2474.742392458309,0.02735370798834846
Sudan,4819,1704.1847530341704,0.012969059306951124
Tanzania,3534,1459.423149106386,0.00951082290740097
Togo,1051,795.9176702095554,0.0028284875143402433
Tunisia,796,692.6682101172385,0.0021422227035345705
Uganda,2528,1234.3664876373336,0.006803440947908786
Democratic Republic of Congo (Zaire),5498,1820.2684016343228,0.01479640756788074
Zambia,1926,1077.4280909214665,0.005183317747496963
Zimbabwe,3512,1454.8739861544918,0.00945161574725303
Africa,13953,2899.36386586071,0.037550795706555104
"Eastern Africa, n.o.s",1360,905.3862601124316,0.003660078990963588
"Northern Africa, n.o.s",132,282.07248413354216,0.0003552429608876424
"Western Africa, n.o.s",2770,1292.092592773496,0.0074547197095361315
"Other Africa, n.o.s",4281,1606.2565313611683,0.011521175117878766
"Eastern Africa, n.o.s",3186,1385.713611889844,0.008574273283242641
Australia,7391,2110.426858819621,0.019890914575155794
Fiji,543,572.0981662724668,0.001461340361833256
Marshall Islands,142,292.5619580817492,0.0003821553064094335
Micronesia,1590,978.9516962551209,0.004279062937964782
New Zealand,1772,1033.4588284721738,0.004768867626461381
Tonga,524,562.0001461622209,0.001410206905341853
Samoa,322,440.555119845218,0.0008665775258016729
"Other U.S. Island Areas, Oceania, n.o.s",844,713.2463891080837,0.002271401962039168
American Samoa,614,608.351000148153,0.0016524180150379727
Albania,2245,1163.2302318145053,0.006041821569642099
Austria,1428,927.7434349265442,0.0038430829405117677
Belgium,2229,1159.0780068227734,0.005998761816807233
Bulgaria,2571,1244.81852100352,0.006919164033652489
Czechoslovakia,617,609.8353563222222,0.0016604917186945102
Denmark,1421,925.4668751101468,0.0038242442986465134
Finland,1890,1067.311375241503,0.005086433303618515
France,9674,2414.367940126878,0.026035003057780694
Germany,34141,4533.675065961264,0.09188143884594696
Greece,3805,1514.3381059955943,0.01024014747104151
Hungary,3129,1373.2622970725138,0.008420872913768432
Iceland,83,223.6727962289934,0.00022337246783086604
Ireland,3726,1498.537283594417,0.01002753994141936
Italy,6843,2030.6984759739648,0.01841611804056164
Netherlands,5514,1822.912267604204,0.014839467320715605
Norway,1828,1049.6603879645895,0.0049195767613834105
Poland,6494,1978.2491931332236,0.017476877181851133
Portugal,1653,998.156143063871,0.004448610714752067
Azores Islands,73,209.76625648124383,0.00019646012230907495
Romania,7742,2159.94079436082,0.020835537902970658
Spain,8537,2268.0978865645907,0.022975069371953052
Sweden,2861,1313.142034020054,0.00769962205378443
Switzerland,2218,1156.214699560418,0.005969158236733263
"United Kingdom, n.o.s",23537,3765.038194719709,0.06334358765463968
England,18204,3311.4503919092235,0.0489912337878685
Scotland,3799,1513.1438365066383,0.010224000063728434
Northern Ireland,244,383.5021446485597,0.0006566612307317025
Yugoslavia,999,775.9787468907713,0.00268854331762693
Czech Republic,1189,846.5576719427887,0.0031998778825409603
Slovakia,417,501.3483408210082,0.0011222448082586884
Bosnia and Herzegovina,4338,1616.911307315147,0.011674575487352973
Croatia,1053,796.6743838916027,0.0028338699834446015
Macedonia,586,594.3182464810247,0.0015770634475769578
Serbia,1462,938.7224646452285,0.003934584915285856
Latvia,384,481.10228575274976,0.0010334340680367778
Lithuania,720,658.7725196959244,0.0019376888775689582
Armenia,1155,834.3665330051673,0.0031083759077668704
Azerbaijan,986,770.9134803071589,0.0026535572684486014
Belarus,1005,778.3054423441284,0.0027046907249400043
Georgia (country),209,354.93293128447897,0.0005624680214054337
Moldova,902,737.34560614686,0.002427493566065556
Russia,15457,3051.5364581359368,0.04159841247303248
Ukraine,5919,1888.658528850765,0.015929417314348143
USSR,1922,1076.3082811912434,0.005172552809288247
Europe,357,463.8805074837634,0.0009607707351279419
Kosovo,207,353.23061775299675,0.0005570855523010754
Montenegro,199,346.33769942608404,0.0005355556758836426
"Other Europe, n.o.s",989,772.0853378694945,0.0026616309721051385
Afghanistan,7108,2069.635407759224,0.019129295196889107
Bangladesh,15457,3051.5364581359368,0.04159841247303248
Bhutan,2966,1337.0188832209276,0.007982201681763237
Myanmar,14178,2922.6262332533693,0.0381563234807954
Cambodia,9010,2330.064339059876,0.02424802331513377
China,108946,8088.010009381525,0.2931992395217052
Cyprus,166,316.3206374536558,0.00044674493566173207
Hong Kong,8909,2316.971935800096,0.02397620862536368
India,267786,12644.489545641669,0.7206749357898348
Indonesia,6955,2047.245283588558,0.0187175363104057
Iran,28362,4132.616936012384,0.07632879436890387
Iraq,21872,3629.534131941907,0.058862682125261474
Israel,4212,1593.2597096707225,0.011335479933778406
Japan,15291,3035.115201626303,0.041151667537370755
Jordan,8077,2206.163678120012,0.02173710147795066
Korea,55095,5757.144195240656,0.148273567652308
Kazakhstan,1500,950.8431067058084,0.004036851828268663
Kyrgyzstan,136,286.31438464479714,0.0003660078990963588
Kuwait,4078,1567.7147088795734,0.010974854503786406
Laos,8747,2295.816127656085,0.023540228627910664
Lebanon,9985,2452.856030459989,0.026871977003508404
Malaysia,8316,2238.556664422951,0.02238030653592147
Mongolia,23,117.7439225538728,6.18983947001195e-05
Nepal,22174,3654.486278226784,0.059675434960019556
Pakistan,58201,5916.87403025346,0.1566325421713763
Philippines,104574,7924.677837098194,0.28143316205957813
Saudi Arabia,9118,2343.9831291543355,0.024538676646769113
Singapore,2490,1225.054187034032,0.00670117403492598
Sri Lanka,5237,1776.5433219474878,0.014093995349761992
Syria,4723,1687.1256895599818,0.012710700789941931
Taiwan,29117,4187.205068191103,0.07836067645579911
Thailand,14928,2998.892096458326,0.04017474939492974
Turkey,8658,2284.1099934086774,0.023300708752766724
United Arab Emirates,2772,1292.5580935701114,0.00746010217864049
Uzbekistan,1663,1001.170639483722,0.004475523060273858
Vietnam,180501,10397.36297757809,0.48577052790288133
Yemen,613,607.8554091910445,0.0016497267804857934
Asia,4055,1563.288123021393,0.010912956109086287
"South Central Asia, n.o.s",689,644.4349348003778,0.001854260606451406
"Other Asia, n.o.s",2264,1168.1418232659848,0.006092955026133502
Bermuda,340,452.7011572531102,0.000915019747740897
Canada,50025,5486.351023342426,0.1346290084727599
Mexico,2517866,37181.58534519678,6.776167976957003
Belize,3889,1530.960008751881,0.010466211173424554
Costa Rica,4969,1730.4978875276993,0.013372744489777993
El Salvador,216011,11367.018277357543,0.5813362668507615
Guatemala,75184,6722.9365618978645,0.20233777857103413
Honduras,119823,8480.51476628177,0.32247179774575735
Nicaragua,17876,3281.500953584425,0.04810850885475375
Panama,10428,2506.6582621372136,0.028064193910123745
Antigua & Barbuda,989,772.0853378694945,0.0026616309721051385
Bahamas,1691,1009.563333461157,0.004550877627734873
Barbados,1271,875.2613833245011,0.0034205591158196474
Cuba,54639,5733.31620979564,0.14704636469651433
Dominica,1637,993.3139159291206,0.004405550961917201
Dominican Republic,10295,2490.627713702116,0.027706259714683927
Grenada,1476,943.2060895161716,0.003972262199016365
Haiti,4496,1646.0891842777532,0.012099790546597274
Jamaica,15084,3014.5124996794098,0.040594581985069676
St. Kitts-Nevis,374,474.79669369162553,0.0010065217225149867
St Lucia,925,746.6868749565645,0.0024893919607656754
St Vincent & the Grenadines,351,459.96588288173496,0.0009446233278148672
Trinidad & Tobago,9990,2453.469871692876,0.026885433176269295
West Indies,1060,799.3179141978767,0.0028527086253098554
"Caribbean, n.o.s",1151,832.920548347746,0.003097610969558154
Argentina,11223,2600.4169553633324,0.030203725379106136
Bolivia,4661,1676.0172861023466,0.012543844247706826
Brazil,18925,3376.3482914816323,0.05093161389998963
Chile,4766,1694.7871175010853,0.012826423875685633
Colombia,46496,5289.626414042081,0.12513164173811983
Ecuador,8841,2308.1153641749447,0.023793204675815503
Guyana,3715,1496.3239282792288,0.00999793636134539
Paraguay,760,676.8239452014108,0.0020453382596561224
Peru,20222,3490.0478131207938,0.05442214511416594
Uruguay,2646,1262.8429573806943,0.007121006625065922
Venezuela,42237,5041.926522872244,0.11366967378038902
South America,585,593.810942983899,0.0015743722130247785
"Americas, n.o.s",1783,1036.6609270990627,0.004798471206535352
Algeria,1368,908.0448419684608,0.0036816088673810206
Cameroon,10671,2535.685052886465,0.02871816390630327
Cabo Verde,38,151.34436829254668,0.00010226691298280614
Congo,4395,1627.4978591768183,0.011827975856827183
Egypt,12344,2727.142598307066,0.03322059931209892
Ethiopia,21798,3623.393737536053,0.05866353076840022
Eritrea,5197,1769.7469858001589,0.013986345967674826
Gambia,651,626.4122625201551,0.0017519936934685997
Ghana,11703,2655.4212139670262,0.03149551796415211
Guinea,363,467.7623707567212,0.0009769181424410165
Ivory Coast,1296,883.8270742001038,0.0034878399796241253
Kenya,19934,3465.123877561452,0.05364706956313835
Liberia,5695,1852.5837909683191,0.015326580774660025
Libya,1520,957.1607319003476,0.004090676519312245
Morocco,3466,1445.3146492697206,0.00932781895785279
Nigeria,84798,7138.632478240587,0.22821130755568408
Rwanda,2005,1099.3007918546143,0.0053959252771191134
Senegal,1725,1019.6615749390584,0.004642379602508963
Sierra Leone,3077,1361.8048068686091,0.008280928717055117
Somalia,3544,1461.485068228348,0.009537735252922761
South Africa,9751,2423.9541482358345,0.02624222811829849
Sudan,4376,1623.9766813978354,0.011776842400335781
Tanzania,3070,1360.2550791235628,0.008262090075189864
Togo,1124,823.0937000843297,0.0030249476366493184
Tunisia,492,544.5697704763917,0.0013240873996721214
Uganda,2135,1134.3766882337256,0.005745785768902397
Democratic Republic of Congo (Zaire),5975,1897.5699692441929,0.016080126449270173
Zambia,1709,1014.92198034667,0.004599319849674097
Zimbabwe,3145,1376.7684876556211,0.008463932666603297
Africa,14163,2921.080563835249,0.038115954962512716
"Eastern Africa, n.o.s",974,766.2081250842435,0.002621262453822452
"Northern Africa, n.o.s",155,305.6605686614575,0.0004171413555877618
"Western Africa, n.o.s",2533,1235.5857470702686,0.006816897120669682
"Other Africa, n.o.s",4938,1725.092377239611,0.01328931621866044
"Eastern Africa, n.o.s",3250,1399.5598197781394,0.008746512294582103
Australia,7535,2130.877495414644,0.020278452350669586
Fiji,506,552.2632306018004,0.001361764683402629
Marshall Islands,270,403.4173443233651,0.0007266333290883594
Micronesia,2015,1102.0385856431249,0.005422837622640904
New Zealand,1600,982.024800374564,0.004305975283486574
Tonga,532,566.273824261303,0.0014317367817592859
Samoa,383,480.47545061831886,0.0010307428334845987
"Other U.S. Island Areas, Oceania, n.o.s",995,774.4237325061856,0.0026777783794182134
American Samoa,434,511.4653813597933,0.0011679957956457331
Albania,2189,1148.631157305696,0.005891112434720069
Austria,1682,1006.8729091711344,0.004526656516765261
Belgium,2354,1191.13135237597,0.0063351661358296224
Bulgaria,2795,1297.907967549907,0.0075220005733406085
Czechoslovakia,539,569.9869912086481,0.0014505754236245397
Denmark,1253,869.0415408886694,0.0033721168938804233
Finland,1563,970.603998125692,0.004206399605055947
France,10274,2488.0810242411835,0.027649743789088167
Germany,33569,4495.545474484322,0.09034205268210051
Greece,3421,1435.9015163461534,0.009206713403004732
Hungary,2935,1330.0132110168588,0.007898773410645684
Iceland,73,209.76625283146348,0.00019646012230907495
Ireland,3171,1382.4460281206912,0.008533904764959953
Italy,6808,2025.496562784759,0.018321924831235372
