nationality,total_population,total_population_MOE_Appx,percentage
Total Classes in CSV,169,,
American Samoa,67,200.96085889815143,0.00020144271468291295
Albania,10316,2493.018075600376,0.031016164845804925
Austria,4096,1571.133355604525,0.0123150650647942
Belgium,3989,1550.4800483651973,0.011993358042837906
Bulgaria,6436,1969.3244623203664,0.019350527040286978
Czechoslovakia,1778,1035.195901264423,0.005345748458301779
Denmark,1853,1056.801964421899,0.005571244034439368
Finland,2631,1259.239704414951,0.007910384810906626
France,21079,3562.748457754775,0.06337628332538987
Germany,52877,5638.575935499751,0.158980394392364
Greece,9996,2454.06545532414,0.030054050387617874
Hungary,8675,2286.236784845953,0.026082321639914474
Iceland,700,649.5560849454639,0.002104625377284165
Ireland,9277,2364.199473861784,0.027892299464378854
Italy,30311,4271.360584147744,0.09113328544408618
Netherlands,7878,2178.725757712,0.02368605531749236
Norway,1923,1076.5763422927075,0.005781706572167785
Poland,24745,3859.815480940356,0.07439850708699523
Portugal,9033,2332.914525065563,0.02715868719001123
Azores Islands,775,683.4672727429298,0.002330120953421754
Romania,14087,2913.0009306259003,0.0423540824140029
Spain,20418,3506.497158171302,0.06138891564769726
Sweden,4239,1598.3185055375818,0.012745009963296534
Switzerland,3159,1379.8040779287544,0.009497873666915253
"United Kingdom, n.o.s",33562,4494.246502618859,0.1009077670177302
England,37884,4774.378364351624,0.113902325418619
Scotland,6524,1982.738037594341,0.019615108516288417
Northern Ireland,1200,850.4585868693854,0.003607929218201426
Yugoslavia,2807,1300.6708281426238,0.008439547762909502
Czech Republic,3309,1412.1780869718182,0.00994886481919043
Slovakia,2652,1264.2545660986327,0.00797352357222515
Bosnia and Herzegovina,9099,2341.4181611236017,0.027357123297012308
Croatia,3946,1542.102147772676,0.011864073912519021
Macedonia,1063,800.443300151272,0.003196023965790096
Serbia,4223,1595.2998452807103,0.012696904240387183
Latvia,1555,968.1087190505584,0.004675274945252681
Lithuania,3096,1365.9780741191344,0.009308457382959679
Armenia,557,579.4242780037288,0.0016746804787818284
Azerbaijan,968,763.8403335696627,0.0029103962360158167
Belarus,3303,1410.8973979329303,0.009930825173099424
Georgia (country),668,634.5358916523876,0.0020084139314654604
Moldova,3534,1459.3923563704743,0.010625351547603199
Russia,30871,4310.580358774621,0.09281698574591352
Ukraine,20249,3491.9691885690377,0.06088079894946723
USSR,4009,1554.361349073074,0.012053490196474595
Europe,796,692.6649186180896,0.002393259714740279
Kosovo,617,609.8331971967411,0.0018550769396918996
Montenegro,265,399.6639708927225,0.0007967510356861481
"Other Europe, n.o.s",1816,1046.1987597812763,0.005459999550211491
Afghanistan,995,774.419310817794,0.002991574643425349
Bangladesh,11499,2632.0113248167127,0.03457298173341516
Bhutan,153,303.6819064474902,0.0004600109753206818
Myanmar,3630,1479.0781799086053,0.010913985885059313
Cambodia,3525,1457.5331696818432,0.010598292078466687
China,55075,5754.278267771969,0.16558891807703627
Hong Kong,4982,1732.7101479510104,0.014978919470899585
India,92691,7458.444995962362,0.2786854726369236
Indonesia,3127,1372.7987576652824,0.009401662221096547
Iran,10567,2523.1499367538704,0.03177082337394539
Iraq,5160,1763.3848141777876,0.015514095638266131
Israel,14127,2917.130992439671,0.042474346721276285
Japan,11622,2646.043014493005,0.0349427944782808
Jordan,5330,1792.190289316851,0.016025218944178
Korea,20386,3503.7509409075465,0.06129270420187856
Kazakhstan,3184,1385.2523203544083,0.009573038858961117
Kyrgyzstan,803,695.7037751843806,0.0024143059685131207
Kuwait,1986,1094.06763502537,0.005971122856123359
Laos,4001,1552.8099938364685,0.01202943733501992
Lebanon,8057,2203.329449757187,0.024224238092540738
Malaysia,2529,1234.5919401566086,0.007603710827359505
Mongolia,214,359.1529745801574,0.0006434140439125876
Nepal,1861,1059.0805867850909,0.005595296895894044
Pakistan,13104,2809.5923865932914,0.03939858706275957
Philippines,81307,6987.306442264261,0.24445825078691943
Saudi Arabia,4573,1660.079248614556,0.013749216929029267
Singapore,1120,821.6225927842889,0.003367400603654664
Sri Lanka,2559,1241.8920884130898,0.00769390905781454
Syria,6325,1952.273470387171,0.01901679358760335
Taiwan,7955,2189.343407398124,0.02391756410899362
Thailand,13106,2809.8066538954185,0.03940460027812324
Turkey,9701,2417.599036543421,0.029167101121476694
United Arab Emirates,1001,776.7506247848027,0.0030096142895163556
Uzbekistan,2082,1120.1957854233103,0.006259757193579473
Vietnam,58186,5914.133414692156,0.17494247457522347
Yemen,558,579.9441606865141,0.001677687086463663
Asia,3740,1501.317335094198,0.01124471273006111
"South Central Asia, n.o.s",620,611.3139330882468,0.0018640967627374034
"Other Asia, n.o.s",1998,1097.367688808513,0.006007202148305374
Bermuda,1141,829.2891246481921,0.0034305393649731886
Canada,107471,8028.308392888361,0.3231231341744379
Mexico,262436,12499.695519045368,0.7890420935899244
Belize,4023,1557.072498706044,0.01209558270402028
Costa Rica,14961,3001.945323766551,0.04498185752792627
El Salvador,47661,5353.9068006048265,0.14329792872391514
Guatemala,93793,7502.456019395,0.28199875430230525
Honduras,104127,7903.041763814712,0.3130690380863832
Nicaragua,103908,7894.767255575289,0.31241059100406143
Panama,21900,3631.3980294460703,0.06584470823217602
Antigua & Barbuda,3450,1441.9466657463672,0.010372796502329099
Bahamas,17042,3203.7716600945905,0.051238608113823914
Barbados,6292,1947.17542880004,0.01891757553410281
Cuba,993450,23894.383508101702,2.986914401518505
Dominica,6079,1913.9428398599389,0.018277168097872054
Dominican Republic,134256,8967.495031891562,0.4036551209323755
Grenada,3365,1424.075611871664,0.010117234849373165
Haiti,340538,14212.300665494608,1.0238641667565642
Jamaica,224029,11559.396852334809,0.673567312353706
St. Kitts-Nevis,3332,1417.0766660615586,0.010018016795872626
St Lucia,3692,1491.6537794638532,0.011100395561333052
St Vincent & the Grenadines,2726,1281.769530685689,0.008196012540680905
Trinidad & Tobago,43197,5097.550609054021,0.1298764320322058
West Indies,2625,1257.803212563294,0.007892345164815618
"Caribbean, n.o.s",7792,2166.805488395741,0.02342748705685459
Argentina,55080,5754.538787861171,0.16560395111544546
Bolivia,11529,2635.440591708509,0.034663179963870194
Brazil,119151,8450.993367176556,0.35824031189826505
Chile,21202,3573.117689997924,0.06374609607025553
Colombia,292600,13189.061875294752,0.8797334077047809
Ecuador,52883,5638.895038826683,0.158998434038455
Guyana,32631,4431.570396183037,0.09810861526594226
Paraguay,3398,1431.040306084687,0.010216452902873704
Peru,93925,7507.710148234551,0.2823956265163074
Uruguay,15275,3033.2616791438977,0.04592593234002232
Venezuela,230601,11725.896382985127,0.6933267380387225
South America,1196,849.0400523040125,0.003595902787474088
"Americas, n.o.s",2322,1182.993169499458,0.006981343037219759
Algeria,1211,854.3474097922909,0.0036410019027016054
Cameroon,1629,990.8746639882576,0.004897763913708435
Cabo Verde,906,738.9748160757334,0.0027239865597420763
Congo,368,470.9718209058283,0.0011064316269151038
Egypt,11581,2641.374084824601,0.03481952356332559
Ethiopia,2260,1167.0943856911492,0.006794933360946019
Eritrea,695,647.2321601737166,0.0020895923388749922
Gambia,342,454.0297718482816,0.0010282598271874061
Ghana,3007,1346.2039861240253,0.009040869299276406
Guinea,269,402.6689677276701,0.0008087774664134863
Ivory Coast,430,509.1017745413296,0.0012928413031888441
Kenya,3642,1481.5205034797298,0.010950065177241326
Liberia,2273,1170.4459032717202,0.006834019260809867
Libya,758,675.9298845782631,0.002279008622830567
Morocco,10182,2476.781363541018,0.030613279416439095
Nigeria,10563,2522.672575352264,0.03175879694321805
Rwanda,150,300.68991465149446,0.00045099115227517823
Senegal,802,695.2704661296865,0.0024112993608312863
Sierra Leone,460,526.5613684369912,0.00138303953364388
Somalia,181,330.3027612209303,0.0005441959904120484
South Africa,11110,2587.1327075943022,0.03340341134518153
Sudan,1363,906.3768751472412,0.004098006270340453
Tanzania,2314,1180.95374597282,0.006957290175765083
Togo,879,727.8807795671346,0.002642808152332544
Tunisia,1457,937.1081350425526,0.004380627392432898
Uganda,784,687.4241923347278,0.002357180422558265
Democratic Republic of Congo (Zaire),466,529.9842641125111,0.0014010791797348869
Zambia,691,645.3669944187092,0.0020775659081476543
Zimbabwe,1620,988.133858372471,0.004870704444571924
Africa,2236,1160.881537168705,0.00672277477658199
"Eastern Africa, n.o.s",104,250.37465854027627,0.0003126871989107902
"Northern Africa, n.o.s",8,69.44159230780606,2.405286145467617e-05
"Western Africa, n.o.s",501,549.5263520711959,0.0015063104485990952
"Other Africa, n.o.s",1436,930.3307284832838,0.004317488631114372
"Eastern Africa, n.o.s",1762,1030.52796214325,0.005297642735392427
Australia,4978,1732.014582463382,0.014966893040172248
Fiji,340,452.70027403891856,0.0010222466118237372
Marshall Islands,222,365.8044521011857,0.0006674669053672637
Micronesia,835,709.4299179293657,0.0025105174143318252
New Zealand,1937,1080.4877756469496,0.005823799079713468
Tonga,94,238.03330623911668,0.00028262112209244503
Samoa,130,279.92720763943686,0.0003908589986384877
"Other U.S. Island Areas, Oceania, n.o.s",597,599.868212898302,0.0017949447860552091
American Samoa,35,145.24741858061208,0.00010523126886420825
Albania,10655,2533.625423904683,0.032035404849946825
Austria,4272,1604.5256123208774,0.012844228016797077
Belgium,3670,1487.2029096625272,0.011034250192332694
Bulgaria,6360,1957.664270262184,0.019122024856467558
Czechoslovakia,1837,1052.2296492219482,0.005523138311530016
Denmark,2251,1164.768096931385,0.006767873891809507
Finland,2694,1274.2245860671212,0.0080998010948622
France,19371,3415.485404118745,0.058240997404816516
Germany,54882,5744.170192336335,0.1650086427944422
Greece,9869,2438.430063485324,0.02967221121202489
Hungary,8423,2252.7963594229377,0.025324656504092175
Iceland,712,655.0998021738046,0.0021407046694661793
Ireland,9231,2358.3303373205817,0.027753995511014467
Italy,30141,4259.365275677004,0.09062216213817431
Netherlands,7819,2170.5526558280326,0.02350866546426412
Norway,1867,1060.7860716822772,0.0056133365419850515
Poland,25084,3886.1206299278606,0.07541774709113713
