nationality,total_population,total_population_MOE_Appx,percentage
Total Classes in CSV,169,,
American Samoa,24,120.27617816900822,0.0009016644726164499
Albania,545,573.1334503264958,0.02047529739899855
Austria,543,572.0809461589255,0.02040015869294718
Belgium,226,369.0811148211459,0.008490673783804904
Bulgaria,575,588.6951769809759,0.021602377989769113
Czechoslovakia,73,209.7654112135732,0.0027425627708750353
Denmark,237,377.9561608637077,0.008903936667087444
Finland,71,206.87198677353092,0.0026674240648236645
France,1296,883.7638415288374,0.048689881521288295
Germany,7857,2174.974993253727,0.29518240672281026
Greece,625,613.7549123521477,0.023480845641053384
Hungary,443,516.7287164428419,0.016643223390378638
Iceland,96,240.55109386383617,0.0036066578904657997
Ireland,777,684.3222637919058,0.02919138730095757
Italy,1193,847.9245528600808,0.0448202381596427
Netherlands,606,604.3546751703224,0.022767027933565363
Poland,1716,1016.9019289734316,0.06446900979207618
Portugal,106,252.7693057758303,0.003982351420722654
Azores Islands,124,273.3894024723216,0.004658599775184991
Romania,1848,1055.2788476877035,0.06942816439146664
Spain,632,617.1820547617396,0.023743831112233185
Sweden,573,587.6705531336445,0.021527239283717744
Switzerland,222,365.8004353628984,0.008340396371702162
"United Kingdom, n.o.s",3588,1470.2370501036346,0.13479883865615927
England,4016,1555.4084042490606,0.15087852175115263
Scotland,616,609.3202526383247,0.023142721463822215
Northern Ireland,103,249.16676309801773,0.003869643361645598
Yugoslavia,352,460.6116806365762,0.013224412265041266
Czech Republic,356,463.2212643613068,0.013374689677144008
Slovakia,126,275.58529638750986,0.004733738481236363
Bosnia and Herzegovina,1121,821.9437078037663,0.042115244741793345
Croatia,336,450.02201562682393,0.0126233026166303
Macedonia,132,282.0704202314131,0.004959154599390475
Serbia,110,257.49429953847465,0.004132628832825396
Latvia,259,395.10856251566815,0.009730462433652522
Lithuania,146,296.6515109162564,0.005485125541750071
Armenia,6,60.13816798888156,0.00022541611815411248
Azerbaijan,9,73.65389671298873,0.00033812417723116874
Belarus,160,310.54867805532746,0.006011096484109667
Georgia (country),18,104.16227131994792,0.0006762483544623375
Moldova,459,525.9767782975732,0.017244333038789608
Russia,2658,1265.5173039482745,0.09985934034227183
Ukraine,2118,1129.7196370716035,0.0795718897084017
USSR,343,454.6853487500844,0.012886288087810097
Europe,26,125.18739706977986,0.0009768031786678208
Kosovo,195,342.8355830739105,0.0073260238400086565
Montenegro,129,278.84671338948766,0.004846446540313419
"Other Europe, n.o.s",384,481.0920878017116,0.014426631561863199
Afghanistan,468,531.108032136192,0.017582457216020773
Bangladesh,854,717.4252499480419,0.03208422748393534
Bhutan,628,615.2260262104259,0.02359355370013044
Myanmar,2179,1145.8674515303676,0.08186362024296852
Cambodia,909,740.1639395455801,0.034150541900348046
China,14035,2905.602589352172,0.5272858697154948
Hong Kong,443,516.7287164428419,0.016643223390378638
India,24764,3856.55738324214,0.9303674583280735
Indonesia,654,627.8312497154324,0.024570356878798258
Iran,3268,1403.1765065826996,0.12277664568793994
Iraq,9732,2420.290574827708,0.3656249436459705
Israel,586,594.2990214750448,0.02201564087305165
Japan,3573,1467.1621983896175,0.134235298360774
Jordan,1448,934.1426395998898,0.05440042318119249
Korea,8126,2211.8505278757075,0.3052885626867197
Kazakhstan,145,295.633857044988,0.005447556188724385
Kyrgyzstan,10,77.63801839410714,0.0003756935302568542
Kuwait,424,505.526893081192,0.015929405682890616
Laos,3665,1485.920917205097,0.13769167883913705
Lebanon,881,728.6765974639081,0.03309860001562885
Malaysia,1255,869.674806199392,0.0471495380472352
Mongolia,20,109.7966585359266,0.0007513870605137084
Nepal,2297,1176.4745295546766,0.0862968038999994
Pakistan,2122,1130.785583710706,0.07972216712050445
Philippines,11054,2579.195582204969,0.4152916283459266
Saudi Arabia,876,726.6061658940976,0.03291075325050043
Singapore,96,240.55109386383617,0.0036066578904657997
Sri Lanka,483,539.5516604712726,0.018145997511406057
Syria,353,461.2654609407478,0.01326198161806695
Taiwan,1491,947.9084079714264,0.05601590536129695
Thailand,2647,1262.896962022772,0.09944607745898928
Turkey,853,717.0051409816325,0.032046658130909664
United Arab Emirates,139,289.4528022925442,0.005222140070570273
Uzbekistan,773,682.5587427182575,0.029041109888854826
Vietnam,8897,2314.2737204672367,0.33425453386952314
Yemen,836,709.8252285832111,0.03140797912947301
Asia,978,767.738330274008,0.036742827259120335
"Other Asia, n.o.s",202,348.934610353864,0.007589009311188454
Bermuda,60,190.1728366010609,0.002254161181541125
Canada,9443,2384.133750560514,0.3547674006215474
Mexico,86142,7160.412100838806,3.236299208338593
Belize,508,553.3380467431218,0.019085231337048193
Costa Rica,882,729.0899778762492,0.03313616936865453
El Salvador,10216,2479.6566950526408,0.3838085105104022
Guatemala,18995,3379.031648366843,0.7136298607228945
Honduras,15236,3027.104311918128,0.572406662699343
Nicaragua,646,623.9798517998918,0.024269802054592778
Panama,954,758.2610425401068,0.035841162786503886
Antigua & Barbuda,69,203.93751341690316,0.0025922853587722933
Bahamas,394,487.3156923167434,0.014802325092120054
Barbados,28,129.91308260634702,0.0010519418847191916
Cuba,4670,1677.201773693242,0.17544887862995087
Dominica,292,419.5241252187903,0.010970251083500141
Dominican Republic,1952,1084.5582022068224,0.07333537710613793
Grenada,144,294.61268770701014,0.0054099868356987
Haiti,1609,984.6952421634315,0.06044908901832783
Jamaica,2288,1174.1682337580355,0.08595867972276823
St. Kitts-Nevis,128,277.7638296877823,0.0048088771872877335
St Lucia,89,231.6151399927107,0.003343672419286002
St Vincent & the Grenadines,41,157.2046503880438,0.0015403434740531021
Trinidad & Tobago,913,741.790459130855,0.034300819312450784
West Indies,152,302.6855864157146,0.005710541659904183
"Caribbean, n.o.s",193,341.0729703067333,0.007250885133957286
Argentina,1317,890.8938287823746,0.049478837934827685
Bolivia,204,350.6577035901711,0.007664148017239825
Brazil,2498,1226.8511758163309,0.09384824385816216
Chile,818,702.1429085745053,0.03073173077501067
Colombia,3764,1505.845371770903,0.14141104478867988
Ecuador,848,714.9008911823313,0.03185881136578123
Guyana,533,566.7890999198693,0.020024465162690325
Paraguay,53,178.73558069806305,0.001991175710361327
Peru,2064,1115.2295193988,0.0775431446450147
Uruguay,116,264.42351928493366,0.004358044950979508
Venezuela,4894,1716.9267191150338,0.1838644137077044
"Americas, n.o.s",25,122.7563513546172,0.0009392338256421354
Algeria,92,235.4863617385452,0.003456380478363058
Cameroon,233,374.7531940647805,0.008753659254984702
Cabo Verde,55,182.07669528066305,0.002066314416412698
Congo,769,680.7906513672395,0.028890832476752087
Egypt,11800,2664.660564538903,0.44331836570308786
Ethiopia,4251,1600.2421221891946,0.1597073197121887
Eritrea,219,363.3204832677275,0.008227688312625107
Gambia,282,412.2782135235791,0.010594557553243287
Ghana,1477,943.44860074855,0.05548993441893736
Guinea,545,573.1334503264958,0.02047529739899855
Ivory Coast,56,183.7244683735244,0.002103883769438383
Kenya,927,747.4553903760666,0.03482679025481038
Liberia,825,705.1404277951805,0.03099471624619047
Libya,158,308.60169019606843,0.005935957778058296
Morocco,518,558.7573382786937,0.019460924867305045
Nigeria,4628,1669.647833750105,0.17387096580287212
Rwanda,1137,827.7877488881741,0.04271635439020432
Senegal,538,569.4411721766064,0.020212311927818753
Sierra Leone,202,348.934610353864,0.007589009311188454
Somalia,1771,1033.0657622524548,0.06653532420848887
South Africa,1801,1041.776590585133,0.06766240479925943
Sudan,2035,1107.369442209438,0.07645363340726982
Tanzania,835,709.4006166482006,0.03137040977644732
Togo,68,202.4543265740949,0.0025547160057466083
Tunisia,147,297.6656853766529,0.005522694894775756
Uganda,372,473.5157751411852,0.013975799325554972
Democratic Republic of Congo (Zaire),1967,1088.7161404010276,0.07389891740152321
Zambia,74,211.19725825153395,0.0027801321239007207
Zimbabwe,212,357.4670183311752,0.007964702841445308
Africa,3008,1346.227417262466,0.11300861390126174
"Eastern Africa, n.o.s",395,487.9336857758579,0.014839894445145739
"Western Africa, n.o.s",260,395.8705566667877,0.009768031786678207
"Other Africa, n.o.s",196,343.71349949033623,0.007363593193034341
"Eastern Africa, n.o.s",598,600.3526324140311,0.02246647310935988
Australia,1041,792.0765694521201,0.03910969649973852
Fiji,15,95.0867301979796,0.0005635402953852813
Marshall Islands,34,143.15718199200683,0.0012773580028733042
Micronesia,384,481.0920878017116,0.014426631561863199
New Zealand,360,465.81622595415945,0.01352496708924675
Tonga,15,95.0867301979796,0.0005635402953852813
"Other U.S. Island Areas, Oceania, n.o.s",158,308.60169019606843,0.005935957778058296
Albania,586,594.2986944776106,0.02201564087305165
Austria,494,545.660344435509,0.018559260394688595
Belgium,133,283.136796850506,0.0049967239524161605
Bulgaria,548,574.7082956225505,0.020588005458075608
Czechoslovakia,122,271.17569513896547,0.00458346106913362
Denmark,333,448.0084421036189,0.012510594557553243
Finland,75,212.6194476100416,0.002817701476926406
France,1917,1074.7917875397115,0.07202044975023894
Germany,7202,2082.429311130727,0.27057448049098637
Greece,607,604.8527232758925,0.022804597286591045
Hungary,341,453.35771839693257,0.012811149381758728
Iceland,59,188.58140743230317,0.0022165918285154394
Ireland,919,744.2229275293886,0.034526235430604894
Italy,1072,803.781073643863,0.04027434644353477
Netherlands,612,607.3385462090467,0.022992444051719473
Norway,5,54.89838903483414,0.0001878467651284271
Poland,1478,943.7665480280994,0.05552750377196304
Portugal,202,348.9345441760008,0.007589009311188454
Azores Islands,122,271.17569513896547,0.00458346106913362
Romania,1916,1074.5114986127371,0.07198288039721325
Spain,616,609.3199002106983,0.023142721463822215
Sweden,500,548.9638267454102,0.018784676512842706
Switzerland,244,383.4968914625051,0.00916692213826724
"United Kingdom, n.o.s",3664,1485.7131803765644,0.13765410948611134
England,3426,1436.6750784839862,0.12871260346599822
Scotland,708,653.233855194567,0.026599101942185274
Northern Ireland,64,196.4095920129672,0.0024044385936438668
Yugoslavia,243,382.7102586006637,0.009129352785241556
Czech Republic,408,495.8973158713039,0.01532829603447965
Slovakia,117,265.56078146361386,0.004395614304005193
Bosnia and Herzegovina,1014,781.737995060836,0.038095323968045006
Croatia,318,437.8023838453155,0.011947054262167963
Macedonia,153,303.67956466647524,0.005748111012929868
Serbia,94,238.03217852330715,0.0035315191844144294
Latvia,205,351.5160147848375,0.0077017173702655095
Lithuania,154,304.6703427315719,0.005785680365955554
Armenia,5,54.89838903483414,0.0001878467651284271
Azerbaijan,15,95.08672885886848,0.0005635402953852813
Belarus,299,424.5225511116603,0.01123323655467994
Georgia (country),54,180.41386358408377,0.0020287450633870124
Moldova,240,380.3405970974856,0.0090166447261645
Russia,3302,1410.4490133139516,0.12405400369081324
Ukraine,2460,1217.4844414840895,0.09242060844318613
USSR,381,479.2090703543625,0.014313923502786144
Europe,16,98.205144033644,0.0006011096484109667
Kosovo,42,159.1102130044673,0.0015779128270787875
Montenegro,106,252.7692806198396,0.003982351420722654
"Other Europe, n.o.s",172,321.983388849734,0.006461928720417891
Afghanistan,279,410.07936296217815,0.01048184949416623
Bangladesh,744,669.6338040806592,0.027951598651109945
Bhutan,787,688.7107927457241,0.02956708083121442
Myanmar,2497,1226.602797341023,0.09381067450513648
Cambodia,1333,896.2869798689907,0.050079947583238665
China,13910,2892.6231139308584,0.5225897005872842
Hong Kong,389,484.213714580514,0.014614478326991625
India,23811,3781.801681017374,0.8945638648945955
Indonesia,587,594.8055152093351,0.02205321022607734
Iran,3327,1415.7757045133442,0.12499323751645537
Iraq,9237,2358.000275088072,0.3470281138982562
Israel,598,600.3522953207631,0.02246647310935988
Japan,4077,1567.1636484988962,0.15317025228571945
Jordan,1502,951.3965215276756,0.0564291682445795
Korea,8316,2237.5110531393543,0.3124267397615999
Kazakhstan,159,309.5766686796427,0.0059735271310839815
Kyrgyzstan,11,81.42743386980081,0.0004132628832825396
Kuwait,492,544.5547289944631,0.018484121688637223
Laos,3682,1489.356133569987,0.13833035784057368
Lebanon,924,746.2444512498865,0.03471408219573332
Malaysia,1031,788.2627980722565,0.03873400296948166
Mongolia,20,109.79665647422942,0.0007513870605137084
Nepal,1671,1003.4815633145448,0.06277838890592033
Pakistan,2221,1156.8520264896804,0.08344153307004731
Philippines,10825,2552.356525691102,0.40668824650304464
Saudi Arabia,1048,794.7340015896289,0.03937268197091831
Singapore,109,256.3211911312975,0.00409505947979971
Sri Lanka,591,596.8284927899635,0.022203487638180083
Syria,254,391.2762364404561,0.009542615668524096
Taiwan,1357,904.3179826570712,0.05098161205585511
Thailand,2295,1175.9598760871802,0.08622166519394803
Turkey,772,682.1166552722482,0.029003540535829143
