nationality,total_population,total_population_MOE_Appx,percentage
Total Classes in CSV,169,,
American Samoa,4869,1713.0413535154362,0.005802704403480378
Albania,1591,979.266937821962,0.0018960983170953547
Austria,7574,2136.46469552534,0.009026429072080589
Belgium,6693,2008.391304047218,0.00797648399517235
Bulgaria,10632,2531.184021318523,0.012670846830520308
Czechoslovakia,2463,1218.4098707894718,0.0029353175078603764
Denmark,6450,1971.6013856731315,0.007686885069305492
Finland,3578,1468.5043384583398,0.004264135624492256
France,40561,4942.034107248323,0.048339185317224816
Germany,74395,6690.164622698177,0.08866136662495847
Greece,10363,2498.966684172405,0.012350262011350824
Hungary,10891,2561.82045790202,0.012979513998419553
Iceland,1101,814.6336745214483,0.0013121334048535422
Ireland,15690,3074.6795652121305,0.018698794843008244
Italy,31974,4388.308993316943,0.038105498171468806
Netherlands,17577,3254.245974760456,0.020947655637702733
Norway,3744,1502.1803343100576,0.004461968635578258
Poland,21122,3567.1880068209,0.025172463013003195
Portugal,16345,3138.175632203446,0.019479401001209033
Azores Islands,9466,2388.393635367975,0.0112812486924102
Romania,22675,3695.928628755047,0.027023274255271634
Spain,16417,3145.0770246026336,0.01956520809035477
Sweden,11602,2644.0966554828447,0.013826859003733693
Switzerland,9179,2351.916613903469,0.010939212100954282
"United Kingdom, n.o.s",59837,6001.089368741468,0.0713116499057415
England,56948,5854.6420856329405,0.06786864045376886
Scotland,8714,2291.5828987362825,0.01038504131688807
Northern Ireland,1653,998.164425884982,0.001969987754970849
Yugoslavia,3347,1420.313429400175,0.003988837880149687
Czech Republic,5033,1741.648549239039,0.005998153884312332
Slovakia,1843,1053.9676543621622,0.0021964231291054298
Bosnia and Herzegovina,4334,1616.2009515960085,0.005165110060522481
Croatia,4721,1686.8084763557197,0.005626323164680811
Macedonia,582,592.2881555968804,0.0006936073039280305
Serbia,4177,1586.660486665231,0.004978002935579697
Latvia,2801,1299.3193221078818,0.0033381341207945245
Lithuania,3431,1438.0243299084757,0.004088946150819712
Armenia,79663,6922.519842489909,0.09493958531412146
Azerbaijan,5267,1781.6706603808088,0.0062770269240359725
Belarus,9763,2425.563589896872,0.01163520293513636
Georgia (country),3950,1542.948981382211,0.0047074722517452235
Moldova,10589,2526.061659244882,0.012619600930058273
Russia,69318,6458.266097284488,0.08261077507505707
Ukraine,59566,5987.505163144092,0.07098868155631798
USSR,10681,2537.0085103539486,0.01272924332174449
Europe,1861,1059.1017916697726,0.002217874901391864
Kosovo,315,435.7408757239892,0.0003754060150125938
Montenegro,474,534.5167520001006,0.0005648966702094269
"Other Europe, n.o.s",3429,1437.6051783693315,0.004086562620565664
Afghanistan,50784,5529.152079030324,0.06052260021079226
Bangladesh,16315,3135.29556104163,0.019443648047398312
Bhutan,154,304.67321226779217,0.00018353182956171252
Myanmar,26357,3984.534940898704,0.0314113534529744
Cambodia,52322,5612.143605861836,0.06235553497615534
China,680942,20083.965084242514,0.8115229291260496
Hong Kong,104054,7909.166505206856,0.12400792852736646
India,528670,17731.18758855259,0.6300504697038348
Indonesia,41021,4969.94976338641,0.0488873972756559
Iran,210500,11234.123539531292,0.2508665592385746
Iraq,41505,4999.152898368737,0.04946421159713558
