nationality,total_population,total_population_MOE_Appx,percentage
Latvia,493,545.1075937729373,0.018201882879560025
Lithuania,336,450.021747999754,0.012405340055846183
Armenia,133,283.1367655575679,0.004910447105439114
Azerbaijan,40,155.27568624495882,0.0014768261971245455
Belarus,182,331.2108469261233,0.0067195591969166826
Moldova,84,225.0151076834556,0.0031013350139615457
Russia,3491,1450.2285732715866,0.1288900063540447
Ukraine,2598,1251.1520024306344,0.09591986150323922
USSR,170,320.10592072933395,0.006276511337779319
Europe,128,277.7637667618856,0.004725843830798546
Kosovo,11,81.42743312549061,0.00040612720420925004
"Other Europe, n.o.s",224,367.4442913015698,0.008270226703897455
Afghanistan,362,467.10800037432944,0.013365277083977138
Bangladesh,1085,808.6385540739008,0.0400589105970033
Myanmar,13877,2889.163524032077,0.512347928437433
Cambodia,652,626.8698959917173,0.024072267013130092
China,21706,3611.2678064113434,0.8013997358696348
Cyprus,16,98.20514272793896,0.0005907304788498182
Hong Kong,909,740.1627486181201,0.0335608753296553
India,33655,4492.680545985598,1.2425646416056646
Indonesia,1316,890.5535263859373,0.04858758188539755
Iran,1421,925.3919488104412,0.05246425065284948
Iraq,251,388.9586915431145,0.009267084386956522
Israel,428,507.905323448792,0.015802040309232636
Japan,4688,1680.4148011986997,0.17308403030299674
Jordan,1365,906.9781395387192,0.05039669397687512
Korea,8776,2298.467233276806,0.32401566764912526
Kazakhstan,251,388.9586915431145,0.009267084386956522
Kyrgyzstan,46,166.51454803633442,0.0016983501266932273
Kuwait,272,404.9024371673935,0.01004241814044691
Laos,1023,785.1983930342686,0.03776982999146025
Lebanon,596,599.3473125475822,0.022004710337155727
Malaysia,2726,1281.590488710863,0.10064570533403777
Mongolia,154,304.67030374180496,0.0056857808589295
Nepal,414,499.52991865084726,0.015285151140239048
Pakistan,2230,1159.190651978997,0.08233306048969341
Philippines,12525,2745.093374717737,0.46243120297462337
Saudi Arabia,1726,1019.8567659474628,0.06372505040592415
Singapore,373,474.1514463371131,0.013771404288186387
Sri Lanka,561,581.4843063094125,0.02071248741467175
Syria,1239,864.1123923347877,0.045744691455932796
Taiwan,1908,1072.2648460288765,0.07044460960284082
Thailand,4251,1600.2300750684608,0.15694970409941109
Turkey,663,632.1352721578263,0.024478394217339345
United Arab Emirates,435,512.0416421901123,0.016060484893729434
Uzbekistan,64,196.4095815672896,0.002362921915399273
Vietnam,6746,2015.482711909899,0.24906673814505462
Yemen,260,395.870374496011,0.009599370281309546
Asia,269,402.6634183771386,0.009931656175662568
"Other Asia, n.o.s",161,311.5175195683187,0.005944225443426296
Bermuda,100,245.5113170614912,0.0036920654928113638
Canada,6526,1982.378524107669,0.2409441940608696
Mexico,102901,7814.875871237906,3.799172312757822
Belize,387,482.9672611594718,0.014288293457179977
Costa Rica,425,506.12226458556086,0.015691278344448296
El Salvador,8795,2300.9507052554145,0.32471716009275947
Guatemala,5921,1888.3400985814897,0.21860719782936083
Honduras,5141,1759.6723066676366,0.1898090869854322
Nicaragua,1404,919.84104134319,0.05183659951907155
Panama,694,646.7433765520584,0.025622934520110864
Antigua & Barbuda,34,143.15717337751187,0.0012553022675558638
Bahamas,42,159.1102074513112,0.0015506675069807728
Barbados,371,472.8786248673673,0.013697562978330162
Cuba,1801,1041.7732690516125,0.06649409952553266
Dominica,110,257.49424940787384,0.0040612720420925
Dominican Republic,2171,1143.7583143741056,0.08015474184893472
Grenada,210,355.77677710888054,0.007753337534903864
Haiti,2372,1195.5154006875528,0.08757579348948555
Jamaica,1638,993.5245170317174,0.060476032772250145
St. Kitts-Nevis,146,296.6514342605803,0.005390415619504592
St Lucia,18,104.16226800161702,0.0006645717887060455
St Vincent & the Grenadines,35,145.24715882834968,0.0012922229224839774
Trinidad & Tobago,296,422.387459921618,0.010928513858721638
West Indies,41,157.20463898062314,0.0015137468520526592
"Caribbean, n.o.s",52,177.04136295268538,0.0019198740562619092
Argentina,872,724.9444420696617,0.03219481109731509
Bolivia,259,395.1083813948789,0.009562449626381432
Brazil,2303,1178.0047451248863,0.08502826829944571
Chile,760,676.7946396228931,0.028059697745366367
Colombia,2640,1261.2207375791163,0.09747052901022
Ecuador,576,589.206219796143,0.021266297238593457
Guyana,371,472.8786248673673,0.013697562978330162
Paraguay,58,186.9764348896464,0.002141397985830591
Peru,2544,1238.0859839001166,0.0939261461371211
Uruguay,90,232.91265987708164,0.003322858943530227
Venezuela,4233,1596.8407030950214,0.15628513231070504
South America,43,160.9932220106069,0.0015875881619088865
"Americas, n.o.s",161,311.5175195683187,0.005944225443426296
Algeria,572,587.1569760153427,0.021118614618881
Cameroon,483,539.5511992104921,0.017832676330278886
Cabo Verde,24,120.27617306010131,0.0008860957182747273
Congo,590,596.3230996155779,0.021783186407587047
Egypt,1976,1091.1994724992423,0.07295521413795256
Ethiopia,1858,1058.1259352765544,0.06859857685643514
Eritrea,508,553.337549209765,0.01875569270348173
Gambia,38,151.3440406571422,0.0014029848872683182
Ghana,1387,914.256403713658,0.05120894838529362
Guinea,144,294.612612621055,0.005316574309648364
Ivory Coast,421,503.7350325496667,0.015543595724735841
Kenya,2252,1164.8926852291618,0.08314531489811192
Liberia,447,519.0557730417249,0.016503532752866795
Libya,67,200.96016910061388,0.002473683880183614
Morocco,331,446.66098833708287,0.012220736781205613
Nigeria,10594,2524.9975422712587,0.3911374183084359
Rwanda,131,280.999895723438,0.004836605795582887
Senegal,443,516.7283112795033,0.016355850133154343
Sierra Leone,182,331.2108469261233,0.0067195591969166826
Somalia,218,362.48992192350096,0.008048702774328773
South Africa,1218,856.7594541250163,0.04496935770244241
Sudan,460,526.548958929245,0.016983501266932273
Tanzania,86,227.67806706164356,0.003175176323817773
Togo,1269,874.5092718344309,0.04685231110377621
Tunisia,58,186.9764348896464,0.002141397985830591
Uganda,24,120.27617306010131,0.0008860957182747273
Democratic Republic of Congo (Zaire),358,464.5202632380931,0.013217594464264681
Zambia,485,540.6670476859857,0.017906517640135112
Zimbabwe,785,687.8347798866325,0.02898271411856921
Africa,2163,1141.6497124213145,0.0798593766095098
"Northern Africa, n.o.s",16,98.20514272793896,0.0005907304788498182
"Western Africa, n.o.s",813,699.9929535893083,0.03001649245655639
"Other Africa, n.o.s",765,679.0170345896054,0.02824430102000693
"Eastern Africa, n.o.s",751,672.775820469464,0.027727411851013344
Australia,842,712.3665209593688,0.031087191449471682
Fiji,30,134.47278927806963,0.0011076196478434091
Marshall Islands,279,410.07926788420974,0.010300862724943705
New Zealand,247,385.84708725844007,0.00911940176724407
Samoa,9,73.65389553978237,0.0003322858943530228
"Other U.S. Island Areas, Oceania, n.o.s",33,141.03621964288533,0.0012183816126277501
American Samoa,19,107.01654854130952,0.0007014924436341591
Albania,108,255.1426829663588,0.0039874307322362735
Austria,364,468.396447103586,0.013439118393833365
Belgium,282,412.2779671298902,0.010411624689728045
Bulgaria,846,714.056173771919,0.03123487406918414
Czechoslovakia,231,373.1412166267812,0.008528671288394251
Denmark,284,413.7373006553914,0.010485465999584274
Finland,146,296.6514191293288,0.005390415619504592
France,1266,873.4747705611484,0.04674154913899187
Germany,7846,2173.417514263356,0.2896794585659796
Greece,1924,1076.7493188237231,0.07103534008169064
Hungary,438,513.80407551712,0.016171246858513774
Iceland,24,120.27617205164182,0.0008860957182747273
Ireland,930,748.6622487119233,0.034336209083145684
Italy,1680,1006.1776439282942,0.06202670027923091
Netherlands,880,728.2616239750743,0.03249017633674
Norway,143,293.5878772469751,0.00527965365472025
Poland,2138,1135.0342030171014,0.07893636023630697
Portugal,86,227.6780602210893,0.003175176323817773
Azores Islands,11,81.42743281257286,0.00040612720420925004
Romania,1048,794.7330183597776,0.038692846364663094
Spain,1438,930.9092617397978,0.05309190178662741
Sweden,153,303.6795098234569,0.005648860204001387
Switzerland,235,376.3578978348627,0.008676353908106706
"United Kingdom, n.o.s",2085,1120.8818969494178,0.07697956552511694
England,3339,1418.3198040145112,0.12327806680497144
Scotland,590,596.3229766912018,0.021783186407587047
Northern Ireland,25,122.7563448509595,0.0009230163732028409
Yugoslavia,921,745.0313855602927,0.03400392318879266
Czech Republic,109,256.32115815343315,0.004024351387164386
Slovakia,127,276.67663294162344,0.004688923175870432
Bosnia and Herzegovina,1555,968.0310606706267,0.0574116184132167
Croatia,1112,818.6361597720422,0.04105576828006236
Macedonia,1487,946.6333394454844,0.05490101387810498
Serbia,526,563.0545789430489,0.019420264492187773
Latvia,521,560.3722842149258,0.019235661217547207
Lithuania,326,443.2746936972328,0.012036133506565046
Armenia,89,231.61509630747048,0.003285938288602114
Azerbaijan,43,160.99321959211355,0.0015875881619088865
Belarus,248,386.6273029135268,0.009156322422172182
Moldova,159,309.57661057911423,0.005870384133570068
Russia,3179,1383.9373689404256,0.11737076201647327
Ukraine,1926,1077.3086528141496,0.07110918139154687
USSR,139,289.4527170270085,0.005131971035007795
Europe,125,274.48947275659265,0.004615081866014205
Kosovo,11,81.42743281257286,0.00040612720420925004
"Other Europe, n.o.s",279,410.07922791218095,0.010300862724943705
Afghanistan,428,507.9052475000853,0.015802040309232636
Bangladesh,1182,844.0049383442187,0.043640214125030316
Myanmar,13771,2878.116827542284,0.5084343390150529
Cambodia,467,530.539819170471,0.017241945851429068
China,22944,3712.4498384511407,0.8471075066706394
Cyprus,18,104.16226734660364,0.0006645717887060455
Hong Kong,1083,807.8927362560515,0.03998506928714707
India,31681,4359.5300293596665,1.1696832687775682
Indonesia,962,761.4317001317901,0.03551767004084532
Iran,1248,867.2441753180973,0.04607697735028582
Iraq,299,424.5224012827215,0.011039275823505978
Israel,406,494.68022408519965,0.014989785900814139
Japan,4668,1676.826236578907,0.17234561720443448
Jordan,944,754.2754994936734,0.034853098252139274
Korea,8334,2239.9062513411827,0.30769673817089904
Kazakhstan,246,385.0652237786245,0.009082481112315955
Kyrgyzstan,41,157.20463672888474,0.0015137468520526592
Kuwait,148,298.6763221904329,0.005464256929360819
Laos,825,705.1391948201522,0.030459540315693753
Lebanon,573,587.6698394640459,0.021155535273809114
Malaysia,2561,1242.2130937091213,0.09455379727089902
Mongolia,93,236.7626560098508,0.0034336209083145686
Nepal,274,406.3882230762656,0.010116259450303138
Pakistan,2780,1294.215432743706,0.10263942070015593
Philippines,11470,2627.135602166525,0.4234799120254634
Saudi Arabia,1531,960.5334050631684,0.05652552269494198
Singapore,358,464.52020513797777,0.013217594464264681
Sri Lanka,704,651.3855991431495,0.025992141069392002
Syria,776,683.8806852802368,0.028650428224216186
Taiwan,2135,1134.2378498404278,0.07882559827152262
Thailand,3747,1502.4308951906387,0.1383416940156418
Turkey,566,584.0695093205444,0.02089709068931232
United Arab Emirates,325,442.5943355628711,0.011999212851636933
Uzbekistan,93,236.7626560098508,0.0034336209083145686
Vietnam,6523,1981.9187458228728,0.24083343209608526
Yemen,266,400.41184042759465,0.009820894210878228
Asia,375,475.42079711054913,0.013845245598042615
"Other Asia, n.o.s",155,305.65785303241586,0.005722701513857615
Bermuda,107,253.9587388623793,0.003950510077308159
Canada,6993,2052.005845713269,0.25818613991229866
Mexico,102691,7806.737377799957,3.7914189752229177
Belize,306,429.4627524116152,0.011297720408002775
Costa Rica,485,540.6669560704363,0.017906517640135112
El Salvador,7874,2177.2876168263247,0.2907132369039668
Guatemala,6326,1951.7903829509992,0.23356006307524688
Honduras,5587,1834.349186482713,0.2062756990833709
Nicaragua,1322,892.5805426338735,0.04880910581496623
Panama,752,673.223364292871,0.027764332505941455
Antigua & Barbuda,34,143.1571716770758,0.0012553022675558638
Bahamas,53,178.73556062274812,0.001956794711190023
Barbados,415,500.13274192584936,0.015322071795167161
Cuba,2129,1132.643461602749,0.07860407434195393
Dominican Republic,2047,1110.623823335315,0.07557658063784861
Grenada,225,368.26350965658105,0.008307147358825569
Haiti,1621,988.356112834511,0.05984838163847221
Jamaica,1195,848.632731824245,0.0441201826390958
St. Kitts-Nevis,140,290.49202611021656,0.00516889168993591
St Lucia,50,173.60336220007596,0.0018460327464056819
St Vincent & the Grenadines,41,157.20463672888474,0.0015137468520526592
Trinidad & Tobago,277,408.606827627284,0.010227021415087478
West Indies,41,157.20463672888474,0.0015137468520526592
"Caribbean, n.o.s",140,290.49202611021656,0.00516889168993591
Argentina,931,749.0645909588777,0.0343731297380738
Bolivia,143,293.5878772469751,0.00527965365472025
Brazil,2177,1145.3363436134266,0.08037626577850339
Chile,833,708.5493780837533,0.03075490555511866
Colombia,2052,1111.9789831553217,0.07576118391248919
Ecuador,590,596.3229766912018,0.021783186407587047
Guyana,315,435.732319119069,0.011630006302355797
Paraguay,61,191.7510227108892,0.002252159950614932
Peru,2582,1247.293755342593,0.09532913102438942
Uruguay,119,267.82083680788736,0.004393557936445523
Venezuela,2773,1292.585676813199,0.10238097611565912
South America,45,164.6946719744853,0.0016614294717651136
"Americas, n.o.s",157,307.6234724963812,0.005796542823713842
Algeria,520,559.8342826079773,0.019198740562619093
Cameroon,668,634.5140272069333,0.024662997491979914
Congo,544,572.6067799637178,0.02008483628089382
Egypt,1495,949.1757785817124,0.05519637911752989
Ethiopia,1661,1000.4731966035948,0.06132520783559676
Eritrea,530,565.1912465487287,0.01956794711190023
Gambia,75,212.61942878770324,0.0027690491196085227
Ghana,1281,878.6331578260231,0.04729535896291357
Guinea,215,359.9871382992207,0.007937940809544432
Ivory Coast,392,486.076943910705,0.014472896731820546
Kenya,2027,1105.1865469997012,0.07483816753928635
Liberia,546,573.6583142120321,0.020158677590750046
Libya,64,196.40957717578988,0.002362921915399273
Morocco,300,425.231680490938,0.011076196478434091
Nigeria,8465,2257.4196549196167,0.3125333439664819
Rwanda,143,293.5878772469751,0.00527965365472025
Senegal,327,443.95400898241206,0.012073054161493159
Sierra Leone,108,255.1426829663588,0.0039874307322362735
Somalia,699,649.0685616948905,0.025807537794751433
South Africa,1130,825.2341001231915,0.04172034006876841
Sudan,443,516.7282313032957,0.016355850133154343
Tanzania,244,383.4967810109378,0.009008639802459728
Togo,405,494.070673456185,0.014952865245886024
Tunisia,60,190.1728124199826,0.0022152392956868183
Uganda,21,112.5080822205406,0.0007753337534903864
Democratic Republic of Congo (Zaire),350,459.3009869533996,0.012922229224839772
Zambia,476,535.6273292884076,0.01757423174578209
Zimbabwe,405,494.070673456185,0.014952865245886024
Africa,2536,1236.1374180358418,0.09363078089769619
"Northern Africa, n.o.s",17,101.22753595252598,0.0006276511337779319
"Western Africa, n.o.s",840,711.519874395841,0.031013350139615457
"Other Africa, n.o.s",682,641.1279752071124,0.0251798866609735
"Eastern Africa, n.o.s",569,585.6152192492978,0.02100785265409666
Australia,952,757.4643846891607,0.03514846349156418
Fiji,52,177.04135973645222,0.0019198740562619092
Marshall Islands,308,430.8638750240203,0.011371561717859
New Zealand,275,407.1291014884472,0.01015318010523125
Tonga,13,88.52093883028887,0.0004799685140654773
Samoa,9,73.65389530820032,0.0003322858943530228
"Other U.S. Island Areas, Oceania, n.o.s",36,147.30749227429448,0.001329143577412091
Albania,82,222.3202397631713,0.0030274937041053183
Austria,411,497.7167115637335,0.015174389175454705
Belgium,251,388.95862623509737,0.009267084386956522
Bulgaria,1025,785.9649067640879,0.03784367130131648
Czechoslovakia,191,339.30104209749874,0.0070518450912697055
Denmark,243,382.7101191073468,0.008971719147531615
Finland,162,312.4834104896412,0.005981146098354409
France,1159,835.7541772540307,0.04279103906168371
Germany,7803,2167.455213083869,0.28809187040407075
Greece,2062,1114.6836194413902,0.07613039046177032
Hungary,509,553.8816750654047,0.018792613358409843
Iceland,38,151.34403681012282,0.0014029848872683182
Ireland,963,761.8270602280812,0.035554590695773436
Italy,1789,1038.2965067233993,0.0660510516663953
Netherlands,920,744.6266439013726,0.033967002533864546
Norway,184,333.02562374735203,0.006793400506772909
Poland,2201,1151.6294464388504,0.08126236149677812
Portugal,111,258.6619912542886,0.004098192697020614
Azores Islands,12,85.04817310132967,0.00044304785913736364
Romania,1093,811.6131566416922,0.040354275836428206
Spain,1134,826.6928534562522,0.04186802268848087
Sweden,286,415.1914660629792,0.0105593073094405
Switzerland,340,452.6922854971515,0.012553022675558637
"United Kingdom, n.o.s",1948,1083.4415720474076,0.07192143579996538
England,3162,1380.232406910931,0.11674311088269533
Scotland,742,668.7325073872811,0.027395125956660323
Yugoslavia,846,714.055980701558,0.03123487406918414
Czech Republic,161,311.5174860183748,0.005944225443426296
Slovakia,152,302.6854742100138,0.005611939549073273
Bosnia and Herzegovina,1706,1013.931118353802,0.06298663730736187
Croatia,1024,785.5814748786663,0.037806750646388367
Macedonia,1707,1014.2281646103536,0.06302355796228998
Serbia,488,542.3363374228026,0.018017279604919455
Latvia,464,528.8330248227834,0.017131183886644728
Lithuania,374,474.78645842167583,0.0138083249431145
Armenia,89,231.61508971997452,0.003285938288602114
Azerbaijan,12,85.04817310132967,0.00044304785913736364
Belarus,224,367.444236242729,0.008270226703897455
Georgia (country),144,294.612584242115,0.005316574309648364
Moldova,158,308.60157128141776,0.005833463478641955
Russia,2802,1299.3230284612853,0.10345167510857442
Ukraine,1791,1038.8765661943362,0.06612489297625153
USSR,148,298.67630806408664,0.005464256929360819
Europe,47,168.31473977195378,0.001735270781621341
Kosovo,11,81.42743252633845,0.00040612720420925004
"Other Europe, n.o.s",283,413.0082412055604,0.01044854534465616
Afghanistan,423,504.92991685435015,0.01561743703459207
Bangladesh,1137,827.7854531521765,0.041978784653265204
Myanmar,11699,2653.17594951587,0.43193474200400145
Cambodia,420,503.1363129364856,0.015506675069807728
China,24182,3810.906506026593,0.892815277471644
Cyprus,33,141.03621652959427,0.0012183816126277501
Hong Kong,961,761.0356660552346,0.03548074938591721
India,29794,4228.26543711967,1.1000139929282178
Indonesia,1212,854.6462938315095,0.04474783377287373
