MAE
0.25277182
0.25096837
0.24135374
0.23763503
0.2345293
0.22839272
0.22502287
0.22175388
0.22090621
0.22073753
0.21849422
0.21786232
0.21516551
0.21301436
0.21145949
0.2111268
0.2084397
0.20776406
0.20772766
0.2064873
0.20427465
0.20385884
0.20225804
0.19934948
0.19719192
0.1961783
0.19617745
0.1960968
0.19488946
0.19393039
0.19287157
0.18902273
0.18763813
0.18709768
0.18636939
0.18607476
0.18501689
0.18455572
0.18308951
0.18143782
0.18139803
0.18039475
0.17857043
0.17815222
0.17666481
0.17665093
0.17661457
0.17638059
0.17508113
0.17433007
0.1739734
0.17369793
0.17367661
0.17339335
0.17198016
0.17087173
0.17033468
0.16997239
0.16980144
0.16959214
0.16731048
0.16672447
0.16596304
0.1636814
0.16367948
0.16318344
0.16158469
0.16106509
0.16094951
0.16087615
0.16075851
0.16046429
0.16039123
0.1599114
0.15920292
0.15899853
0.15891865
0.15850928
0.15849403
0.15792106
0.157771
0.15630773
0.1558939
0.15520915
0.15368171
0.15348382
0.15304813
0.15296368
0.15247817
0.15177241
0.1515479
0.15118618
0.15052176
0.14916971
0.1488037
0.14827584
0.14784203
0.14777718
0.14777641
0.14759357
0.14741316
0.14738461
0.14709291
0.14696865
0.1468233
0.14662981
0.14597633
0.14581347
0.14507887
0.14475873
0.1446608
0.14437445
0.14401288
0.1432551
0.14296685
0.14274561
0.14261179
0.14252459
0.14198685
0.14191517
0.14177153
0.1413721
0.14025486
0.13985838
0.13972421
0.13952899
0.13942677
0.13940164
0.13905184
0.13840705
0.13798408
0.13764341
0.13757095
0.13723387
0.1369647
0.1368425
0.13552992
0.13538246
0.13527767
0.13491891
0.13482885
0.1345409
0.1343109
0.13408352
0.13317499
0.13297525
0.13293089
0.13273098
0.13263027
0.13255376
0.13242206
0.13222294
0.13142295
0.13138005
0.13125345
0.1304751
0.12978421
0.12969819
0.12935218
0.12861069
0.12847058
0.12814401
0.12813373
0.12800369
0.1276521
0.12759301
0.12717894
0.12691279
0.12686795
0.12669456
0.12662245
0.12600806
0.12593873
0.12574807
0.12563005
0.12516524
0.12515722
0.124669656
0.12445416
0.12440406
0.124323085
0.12371576
0.1234762
0.12327223
0.123263724
0.123008326
0.12289156
0.12263269
0.12246638
0.122272715
0.122259066
0.122012354
0.12073861
0.12036044
0.12016476
0.12010153
0.11997394
0.119714126
0.11967771
0.119624615
0.1195005
0.119290635
0.11891113
0.118697606
0.11863098
0.11821184
0.117947705
0.11731199
0.117014274
0.116905585
0.11683189
0.11601949
0.11599008
0.11571437
0.11570447
0.11523716
0.11507975
0.11501837
0.11491086
0.11461054
0.114378944
0.11356197
0.113561615
0.11339455
0.11269759
0.11266256
0.11264534
0.11258322
0.11245074
0.112427846
0.11188
0.11143076
0.11130868
0.11115165
0.11108164
0.11106904
0.1109465
0.1108042
0.110690884
0.110539615
0.110462144
0.11035306
0.110346444
0.11031181
0.110273905
0.11010166
0.109841146
0.10938197
0.10923632
0.109210126
0.10890181
0.108766355
0.107918605
0.10747186
0.10746859
0.107073374
0.106808946
0.10672677
0.1066479
0.10605846
0.10585483
0.10579108
0.10555104
0.105308585
0.10528911
0.10519426
0.10515581
0.104610436
0.10448537
0.10436084
0.104337215
0.104293145
0.1038387
0.10383732
0.10367269
0.10336798
0.10328902
0.10303675
0.103034995
0.10303237
0.102895536
0.10247545
0.10240631
0.10238999
0.10234181
0.10232228
0.102007285
0.10176767
0.101472974
0.10012533
0.10011185
0.10007511
0.100059785
0.099752665
0.0996765
0.0995019
0.099346705
0.099324815
0.09911567
0.09903852
0.098817274
0.098815635
0.09863241
0.098197035
0.09812747
0.09795932
0.09795568
0.09793354
0.0978592
0.097755216
0.09770759
0.09760136
0.097104385
0.09700495
0.09682121
0.09670106
0.096641384
0.096580334
0.09626429
0.09622479
0.09613489
0.09604035
0.09598758
0.09554554
0.095269196
0.09515252
0.09511106
0.094967306
0.09489287
0.09455286
0.09452075
0.0942228
0.094161145
0.094014384
0.09400107
0.09384944
0.093808524
0.09352248
0.09335847
0.09326136
0.09306962
0.092974074
0.09295195
0.09286647
0.09274875
0.09273746
0.09224468
0.09217926
0.09214093
0.09212612
0.09212231
0.09171427
0.091658615
0.091635324
0.091358416
0.09134913
0.09134261
0.09129652
0.09112429
0.090976976
0.0906746
0.090653785
0.09062042
0.09023402
0.090210624
0.09008127
0.09004807
0.09004746
0.090011284
0.08998097
0.08996433
0.089822344
0.08955033
0.089315824
0.08930113
0.089220405
0.089076996
0.088928446
0.08890187
0.08868437
0.088652745
0.08841943
0.0883643
0.088322416
0.08812969
0.0878702
0.08783486
0.0876412
0.08748012
0.08743841
0.087343216
0.08708937
0.08692141
0.086877175
0.086284205
0.0862123
0.08604304
0.08574461
0.085641526
0.08556449
0.08544765
0.08518756
0.085102685
0.085091844
0.08503192
0.08439476
0.08439343
0.08435268
0.08435242
0.08397762
0.08387958
0.08378784
0.08368735
0.08351921
0.08347488
0.08331566
0.08322823
0.08282451
0.082765125
0.08264939
0.082481645
0.08244281
0.0823954
0.08227568
0.082200006
0.08203205
0.08193912
0.081890345
0.08183814
0.08182337
0.08157485
0.08147866
0.08144492
0.081371024
0.081323564
0.08110696
0.08107865
0.08103073
0.08091799
0.08081973
0.0808112
0.080569915
0.08052759
0.08049028
0.080483384
0.0803314
0.08028113
0.08026979
0.08026187
0.080086276
0.07992906
0.079697065
0.07954695
0.07951856
0.07932878
0.079193644
0.07915026
0.079149246
0.0791263
0.07898433
0.07867484
0.07843675
0.07834518
0.07829434
0.07821232
0.07816362
0.07812349
0.07782905
0.07777633
0.07776501
0.07768946
0.077659436
0.07763251
0.07753389
0.07745826
0.07742525
0.077409156
0.07727503
0.077258825
0.07724194
0.07703581
0.07701535
0.07691394
0.07684308
0.07669343
0.076661006
0.07647646
0.07647074
0.07641639
0.07629467
0.076284364
0.07627728
0.07610725
0.07601362
0.07600575
0.0758567
0.07583553
0.075712554
0.075637974
0.075492255
0.07545143
0.07543767
0.075273976
0.07512552
0.07485109
0.07480917
0.074803405
0.07475043
0.07472583
0.07433997
0.074152105
0.07414718
0.074024715
0.073996626
0.073817804
0.07377268
0.0737585
0.073743775
0.07364959
0.07361031
0.07354174
0.07353987
0.0733568
0.07330506
0.073285736
0.07327519
0.07318946
0.073136404
0.07308469
0.07303273
0.072934434
0.0729167
0.07291447
0.07280649
0.07280416
0.07270307
0.07256253
0.072513826
0.07245141
0.072432645
0.07234117
0.0723046
0.07218086
0.07206018
0.07203279
0.07190577
0.07187445
0.07166151
0.07163881
0.07161244
0.0715815
0.07146038
0.07116017
0.07114186
0.071025446
0.07096047
0.070938185
0.070823625
0.07080854
0.07062932
0.07061354
0.07042075
0.07030701
0.07027936
0.07025773
0.06987767
0.06985188
0.069806285
0.06964977
0.06964581
0.069540985
0.069538675
0.06945689
0.06941163
0.06939211
0.069296755
0.06919915
0.06914019
0.06913382
0.06908913
0.06901192
0.068967454
0.068911836
0.068867005
0.06883273
0.06867584
0.0686748
0.06861516
0.068597145
0.068466835
0.06844535
0.06843069
0.068283975
0.06826545
0.068264104
0.06819671
0.06817027
0.06813153
0.06782894
0.06781018
0.067671016
0.06763228
0.067581356
0.067557134
0.06749887
0.06748981
0.06748234
0.06734095
0.06733108
0.06731471
0.067185104
0.06714599
0.067034826
0.066957325
0.06687895
0.06685923
0.06677302
0.066732064
0.066658184
0.066631764
0.06658414
0.06648357
0.066469476
0.06646271
0.06645333
0.06644739
0.066427305
0.06632546
0.06628966
0.06623814
0.066091634
0.06604473
0.06598805
0.06592823
0.06582297
0.06576826
0.0656868
0.065597124
0.06544302
0.06535167
0.06528668
0.065261826
0.0652596
0.065243274
0.06516173
0.06515988
0.06514067
0.06509273
0.0649956
0.064971164
0.06487575
0.064863436
0.06485193
0.06475232
0.06474902
0.06466169
0.064638294
0.06463705
0.06456535
0.06446812
0.064436935
0.064394884
0.064364776
0.0643353
0.06432892
0.06427779
0.06420331
0.06419686
0.06413193
0.06407215
0.063895464
0.063869365
0.063793585
0.063769564
0.063716516
0.06370263
0.063654
0.06364734
0.063606285
0.06352797
0.06349982
0.06344573
0.06341172
0.06331995
0.0631871
0.06314961
0.06310584
0.062977195
0.062936425
0.062916495
0.06289608
0.06289535
0.06287726
0.0628062
0.06279816
0.062785886
0.06275825
0.062671974
0.06262223
0.06255976
0.062494256
0.062315498
0.062308628
0.06227735
0.062261425
0.062176935
0.062168397
0.062163234
0.061893582
0.061778847
0.061673496
0.061653316
0.061623633
0.061599404
0.061574634
0.061478924
0.061460488
0.061253462
0.061224688
0.06114657
0.06113833
0.061112564
0.060983364
0.0609625
0.06095456
0.06079521
0.06071757
0.060711276
0.060683396
0.060577195
0.060575347
0.060522247
0.060501922
0.06042068
0.060358007
0.060241032
0.060217828
0.060187634
0.06015864
0.060131956
0.060085695
0.06002608
0.059940986
0.05991561
0.059898514
0.05979793
0.05979414
0.059785087
0.059639093
0.059583157
0.05957703
0.05955857
0.05953821
0.05951236
0.059461586
0.05939244
0.059353985
0.059207525
0.05917937
0.059155494
0.059113406
0.05905297
0.059014075
0.05897907
0.058899086
0.058878314
0.058866423
0.058825184
0.058749717
0.05871212
0.05870695
0.05865976
0.058597084
0.058587637
0.058541186
0.058517393
0.05845636
0.05844304
0.058421876
0.058337685
0.05828562
0.058242176
0.05823786
0.058165826
0.05815393
0.058081023
0.058076825
0.058058713
0.058029704
0.058017213
0.05799381
0.057986926
0.05790404
0.05788765
0.057841774
0.05779103
0.05777577
0.05776197
0.057760764
