ID Birthplace,Birthplace,ID Year,Year,ID Nativity,Nativity,Country Code,Total Population,Total Population MOE Appx,Geography,ID Geography
60,"American Samoa",2021,"2021",2,"Foreign born","ASM",15,95.08665353353624,"Oklahoma","04000US40"
100,"Albania",2021,"2021",2,"Foreign born","ALB",193,341.0694319568571,"Oklahoma","04000US40"
102,"Austria",2021,"2021",2,"Foreign born","AUT",280,410.807509449159,"Oklahoma","04000US40"
103,"Belgium",2021,"2021",2,"Foreign born","BEL",95,239.2937393095308,"Oklahoma","04000US40"
104,"Bulgaria",2021,"2021",2,"Foreign born","BGR",132,282.06841888132607,"Oklahoma","04000US40"
105,"Czechoslovakia",2021,"2021",2,"Foreign born",,39,153.32215582947455,"Oklahoma","04000US40"
106,"Denmark",2021,"2021",2,"Foreign born","DNK",46,166.51414987928868,"Oklahoma","04000US40"
108,"Finland",2021,"2021",2,"Foreign born","FIN",49,171.85813860551025,"Oklahoma","04000US40"
109,"France",2021,"2021",2,"Foreign born","FRA",517,558.2022636856292,"Oklahoma","04000US40"
110,"Germany",2021,"2021",2,"Foreign born","DEU",5490,1817.8530411143588,"Oklahoma","04000US40"
116,"Greece",2021,"2021",2,"Foreign born","GRC",116,264.4218705590419,"Oklahoma","04000US40"
117,"Hungary",2021,"2021",2,"Foreign born","HUN",55,182.07615700732893,"Oklahoma","04000US40"
118,"Iceland",2021,"2021",2,"Foreign born","ISL",29,132.21239199554603,"Oklahoma","04000US40"
119,"Ireland",2021,"2021",2,"Foreign born","IRL",124,273.3875802794274,"Oklahoma","04000US40"
120,"Italy",2021,"2021",2,"Foreign born","ITA",329,445.30196532713495,"Oklahoma","04000US40"
126,"Netherlands",2021,"2021",2,"Foreign born","NLD",187,335.72623235821874,"Oklahoma","04000US40"
127,"Norway",2021,"2021",2,"Foreign born","NOR",78,216.8292012398023,"Oklahoma","04000US40"
128,"Poland",2021,"2021",2,"Foreign born","POL",474,534.4878754562711,"Oklahoma","04000US40"
129,"Portugal",2021,"2021",2,"Foreign born","PRT",117,265.5591405436444,"Oklahoma","04000US40"
132,"Romania",2021,"2021",2,"Foreign born","ROU",309,431.5558446308416,"Oklahoma","04000US40"
134,"Spain",2021,"2021",2,"Foreign born","ESP",330,445.97814608181193,"Oklahoma","04000US40"
136,"Sweden",2021,"2021",2,"Foreign born","SWE",176,325.7027401691745,"Oklahoma","04000US40"
137,"Switzerland",2021,"2021",2,"Foreign born","CHE",78,216.8292012398023,"Oklahoma","04000US40"
138,"United Kingdom, not specified",2021,"2021",2,"Foreign born","GBR",889,731.9421184640559,"Oklahoma","04000US40"
139,"England",2021,"2021",2,"Foreign born",,2298,1176.5850996669624,"Oklahoma","04000US40"
140,"Scotland",2021,"2021",2,"Foreign born",,341,453.34955351464754,"Oklahoma","04000US40"
142,"Northern Ireland",2021,"2021",2,"Foreign born",,43,160.99286216168153,"Oklahoma","04000US40"
147,"Yugoslavia",2021,"2021",2,"Foreign born",,113,260.98032360482296,"Oklahoma","04000US40"
148,"Czech Republic",2021,"2021",2,"Foreign born","CZE",71,206.87119728277798,"Oklahoma","04000US40"
150,"Bosnia and Herzegovina",2021,"2021",2,"Foreign born","BIH",130,279.92345166576195,"Oklahoma","04000US40"
151,"Croatia",2021,"2021",2,"Foreign born","HRV",35,145.24689457576522,"Oklahoma","04000US40"
154,"Serbia",2021,"2021",2,"Foreign born","SRB",38,151.3437417111723,"Oklahoma","04000US40"
156,"Latvia",2021,"2021",2,"Foreign born","LVA",27,127.57193875954812,"Oklahoma","04000US40"
