Name,Alias,Title
Efes Turkish Doner,efes-turkish-doner-victoria,Turkish
Avalon Restaurant,avalon-restaurant-victoria,Breakfast & Brunch
Panda Island Chinese Cuisine,panda-island-victoria,Chinese
Benjamin's Cafe & Restaurant,benjamins-cafe-and-restaurant-victoria,Filipino
The Keg Steakhouse + Bar,the-keg-steakhouse-bar-victoria-11,Bars
Cosmos 2 For 1 Pizza & Pasta,cosmos-2-for-1-pizza-and-pasta-victoria-4,Italian
Azteca,azteca-victoria,Mexican
Pho Boi,pho-boi-victoria-2,Vietnamese
Ground Control Cafe,ground-control-cafe-victoria,Cafes
Q Pizza,q-pizza-victoria,Pizza
Shiki Sushi,shiki-sushi-victoria-2,Japanese
Gyrosa Fresh Greek,gyrosa-fresh-greek-victoria,Greek
Le Pho,le-pho-victoria-2,Vietnamese
Phonomenal Vietnamese Cafe,phonomenal-vietnamese-cafe-victoria,Vietnamese
Pizzeria Prima Strada,pizzeria-prima-strada-victoria-3,Pizza
Brady's Fish & Chip,bradys-fish-and-chip-victoria,Seafood
Chicken World,chicken-world-victoria,Fast Food
Subway,subway-victoria-4,Sandwiches
Jackson Brothers Coffeehouse,jackson-brothers-coffeehouse-victoria,Cafes
Ruth & Dean,ruth-and-dean-victoria-2,Desserts
Cinnaholic,cinnaholic-victoria-2,Bakeries
Southern Flavours,southern-flavours-victoria,Indian
Popeyes Louisiana Kitchen,popeyes-louisiana-kitchen-victoria-3,Fast Food
Montana's,montanas-victoria,Steakhouses
ABC Country Restaurant,abc-country-restaurant-victoria-2,Burgers
Second Slice Pizza,second-slice-pizza-victoria,Pizza
Cafe Jumbo,cafe-jumbo-victoria,Cafes
Grad House,grad-house-victoria-2,Salad
Burger King,burger-king-victoria-6,Fast Food
Songhees Café,songhees-café-victoria,Cafes
Poke Fresh,poke-fresh-victoria-3,Poke
Sushi Island,sushi-island-victoria,Japanese
Sushi Jiro,sushi-jiro-victoria,Sushi Bars
Taqueria,taqueria-victoria,Mexican
Deadbeetz Burgers,deadbeetz-burgers-victoria,Food Trucks
Willows Galley Fish & Chips,willows-galley-fish-and-chips-victoria,Fish & Chips
A&W,a-and-w-victoria-5,Fast Food
Itami Sushi,itami-sushi-victoria,Japanese
The Gathering Place Cafe,the-gathering-place-cafe-victoria,Canadian (New)
Little Caesars,little-caesars-victoria-2,Pizza
Hotdog Hustlin’,hotdog-hustlin-victoria,Street Vendors
Tim Hortons,tim-hortons-victoria,Breakfast & Brunch
Inasal House,inasal-house-victoria,Filipino
Kuku's,kukus-saanich,Indian
Machi Sushi,machi-sushi-victoria,Desserts
Shahrazad Restaurant,shahrazad-restaurant-victoria,Middle Eastern
The Big Spoon,the-big-spoon-victoria,Soup
Broughton Street Deli,broughton-street-deli-victoria,Delis
Papa Johns Pizza,papa-johns-pizza-coming-soon-victoria,Pizza
Baan Thai Restaurant,baan-thai-restaurant-victoria-2,Thai
Broad Street Kitchen,broad-street-kitchen-victoria,Canadian (New)
Vicexpress Teriyaki & Roll,vicexpress-teriyaki-and-roll-victoria,Japanese
Mosi Gelato,mosi-gelato-victoria,Ice Cream & Frozen Yogurt
Aegean Cafe,aegean-cafe-victoria,Coffee & Tea
The Village Royal Oak,the-village-royal-oak-victoria,Breakfast & Brunch
Second Slice Pizza,second-slice-pizza-victoria-2,Pizza
Pizza Hut,pizza-hut-victoria-4,Pizza
Kulu,kulu-victoria,Asian Fusion
Il Posto,il-posto-victoria,Pizza
Yoka's Coffee,yokas-coffee-victoria,Cafes
Local Pizza,local-pizza-victoria,Pizza
Togo Sushi Langford,togo-sushi-langford-victoria,Sushi Bars
Touch of Europe Deli,touch-of-europe-deli-victoria,Delis
Yummy Truck,yummy-truck-victoria-2,Food Trucks
Cafe Luca,cafe-luca-victoria,Cafes
The Oaks Restaurant,the-oaks-restaurant-victoria-2,Tea Rooms
Chunky Kitchen Cafe,chunky-kitchen-cafe-victoria,Cafes
Kissako Green Tea Cafe,kissako-green-tea-cafe-victoria,Cafes
Marble Arch Fish & Chips,marble-arch-fish-and-chips-victoria,Seafood
Little Thai Place,little-thai-place-victoria-3,Thai
Wendy's,wendys-victoria-3,Fast Food
Shine Cafe,shine-cafe-victoria,Cafes
Pure Vanilla Bakery & Cafe,pure-vanilla-bakery-and-cafe-victoria,Bakeries
Felicita’s Campus Pub,felicita-s-campus-pub-victoria,Pubs
Ocean Island Lounge,ocean-island-lounge-victoria-2,Lounges
Taj- Taste of india,taj-taste-of-india-victoria,Indian
Freshii,freshii-victoria,Salad
The Village Butcher,the-village-butcher-victoria,Delis
Estia Gourmet - Greek On The Street,estia-gourmet-greek-on-the-street-victoria,Greek
Kitty's Hideaway,kittys-hideaway-victoria-3,Diners
Little Thai Place,little-thai-place-victoria-2,Thai
"Good Morning, Victoria!",good-morning-victoria-victoria,Bakeries
Valentino's Fresh Pasta & More,valentinos-fresh-pasta-and-more-victoria,Italian
Refire kitchen,refire-kitchen-victoria,Barbeque
Romeo's,romeos-victoria-4,Pizza
Panago Pizza,panago-pizza-victoria-2,Pizza
Victoria Oven,victoria-oven-victoria,Hot Dogs
Pho Tru,pho-tru-victoria-2,Vietnamese
Mucho Burrito Fresh Mexican Grill,mucho-burrito-fresh-mexican-grill-victoria-2,Mexican
Rising Star Deli,rising-star-deli-victoria,Delis
Futaba Japanese Restaurant,futaba-japanese-restaurant-victoria,Japanese
Loft and Ladder,loft-and-ladder-victoria,Coffee & Tea
Hot House Pizza,hot-house-pizza-victoria,Pizza
The Baked Potato,the-baked-potato-victoria,Fast Food
Caribbean Village Cafe,caribbean-village-cafe-victoria,Caribbean
Glen's Fabulous Sandwiches,glens-fabulous-sandwiches-victoria,Sandwiches
Orale,orale-victoria,Mexican
Jugo Juice,jugo-juice-victoria-2,Juice Bars & Smoothies
Sushi Field,sushi-field-victoria,Japanese
The Tikka Bar,the-tikka-bar-victoria,Indian
Azuma Sushi,azuma-sushi-victoria-2,Japanese
Upgrade Cafe,upgrade-cafe-victoria-2,Cafes
Maria's European Imports,marias-european-imports-victoria,Delis
Oregano's Pizza and Bistro,oreganos-pizza-and-bistro-victoria-3,Pizza
White Spot  - Saanich,white-spot-saanich-victoria,Canadian (New)
Mosi Acqua Cotta,mosi-acqua-cotta-victoria,Cafes
Urban Forage,urban-forage-saanichton,Specialty Food
OPA! of Greece Hillside Centre,opa-of-greece-hillside-centre-victoria,Greek
Duo Café Bakery,duo-café-bakery-victoria-3,Bakeries
The Tombo Japanese Restaurant,the-tombo-japanese-restaurant-victoria,Japanese
Shiki Sushi,shiki-sushi-victoria,Japanese
Edo Japan,edo-japan-victoria-2,Japanese
De Dutch,de-dutch-victoria,Breakfast & Brunch
Little Thai Place,little-thai-place-saanich,Thai
MexiGo,mexigo-victoria-5,Mexican
OPA! of Greece Bay Centre,opa-of-greece-bay-centre-victoria,Greek
AsUsual Cafe,asusual-cafe-victoria,Desserts
White Spot Fort Street,white-spot-fort-street-victoria,Breakfast & Brunch
Blenz Coffee,blenz-coffee-victoria,Coffee & Tea
Splash Bar & Grill,splash-bar-and-grill-victoria,American
Papa Johns Pizza,papa-johns-pizza-victoria-2,Pizza
Rawthentic Eatery,rawthentic-eatery-victoria,Cafes
70'ees Pizza,70ees-pizza-victoria,Pizza
Baja Surf Grill,baja-surf-grill-victoria,Tex-Mex
Little Tokyo,little-tokyo-victoria-2,Japanese
Origin Gluten-free Bakery,origin-gluten-free-bakery-victoria,Bakeries
Mexigo,mexigo-victoria,Mexican
L'Apéro,l-apéro-victoria,Wine Bars
Indian Aroma Restaurant,indian-aroma-restaurant-victoria,Indian
Lox stock and bagel deli,lox-stock-and-bagel-deli-victoria,Delis
Athena's Place,athenas-place-victoria-2,Pizza
Rocky Mountain Muffin Company,rocky-mountain-muffin-company-victoria,Breakfast & Brunch
University Club of Victoria,university-club-of-victoria-victoria,Cafes
Stone Ground Pizza & Bar,stone-ground-pizza-and-bar-victoria,Pizza
Xiang Rui,xiang-rui-victoria-2,Chinese
Fat Burger,fat-burger-victoria,Burgers
FreshCoast Health Food Bar,freshcoast-health-food-bar-victoria,Ice Cream & Frozen Yogurt
Salty's Fish & Chips,saltys-fish-and-chips-victoria-4,Fish & Chips
Taste - A Place for Coffee,taste-a-place-for-coffee-victoria,Coffee & Tea
Lin Heung Restaurant,lin-heung-restaurant-victoria,Chinese
Paisley Restaurant,paisley-restaurant-victoria,Canadian (New)
Curry Flavour Restaurant,curry-flavour-restaurant-victoria,Indian
San Remo Cafe & Deli,san-remo-cafe-and-deli-victoria,Delis
Noodlebox,noodlebox-victoria-5,Asian Fusion
Cafe Select,cafe-select-victoria,Bakeries
Pizza Factory,pizza-factory-victoria,Pizza
Iluka Espresso,iluka-espresso-victoria,Coffee & Tea
Boston Pizza,boston-pizza-victoria-7,Pizza
Sampan Express,sampan-express-victoria-5,Fast Food
Thibklandia,thibklandia-victoria,Canadian (New)
A&W,a-and-w-victoria-4,Fast Food
Creative Distribution Corporation,creative-distribution-corporation-victoria,Shopping
Yokidomo Sushi,yokidomo-sushi-victoria,Sushi Bars
Kingwuu Chinese,kingwuu-chinese-victoria,Chinese
New York Fries,new-york-fries-victoria-3,Specialty Food
Lola's Burger Bar,lolas-burger-bar-victoria,Bars
Hungry Rooster Food Truck,hungry-rooster-food-truck-victoria,Fast Food
Dragon Roll&sushi Market,dragon-roll-and-sushi-market-victoria,Sushi Bars
Quality Cartridge Recycling,quality-cartridge-recycling-victoria,Computers
The Cellular Store,the-cellular-store-victoria,Mobile Phones
Sizzling Wok,sizzling-wok-victoria,Chinese
Erito Sushi,erito-sushi-victoria-2,Sushi Bars
NYF,nyf-victoria-3,Fast Food
Delicious,delicious-victoria-2,Pizza
JOJO Jajangmyeon,jojo-jajangmyeon-victoria,Chinese
Sushi Rock Cafe,sushi-rock-cafe-victoria,Japanese
Romeo's Place,romeos-place-victoria-2,Pizza
Jeannies Cafe,jeannies-cafe-victoria,Cafes
Bon Sushi,bon-sushi-victoria-2,Japanese
Le DO Karaoke Restaurant,le-do-karaoke-restaurant-victoria,Restaurants
Crown Palace Chinese Restaurant,crown-palace-chinese-restaurant-victoria,Chinese
Good Earth Coffee House,good-earth-coffee-house-victoria,Cafes
Cherries Breakfast Bistro,cherries-breakfast-bistro-saanich,Breakfast & Brunch
Sub Stop,sub-stop-victoria,Delis
KFC,kfc-victoria-6,Fast Food
Serious Coffee Blanshard,serious-coffee-blanshard-victoria,Coffee & Tea
Burger King,burger-king-victoria-4,Burgers
McDonald's,mcdonalds-victoria-29,Burgers
Peacock Billiards & James Joyce Bistro,peacock-billiards-and-james-joyce-bistro-victoria,Canadian (New)
Edo Japan,edo-japan-victoria-5,Japanese
TacoTime,tacotime-victoria-2,Mexican
Anar Food,anar-food-victoria,Persian/Iranian
Heart of Asia,heart-of-asia-victoria,Chinese
Macan's Pub & Restaurant,macans-pub-and-restaurant-victoria,Canadian (New)
Bagga Pasta Cafe Deli,bagga-pasta-cafe-deli-victoria-2,Delicatessen
McDonald's,mcdonalds-victoria-3,Fast Food
Papa Johns Pizza,papa-johns-pizza-victoria-3,Pizza
Purple Garden Chinese Restaurant,purple-garden-chinese-restaurant-victoria,Chinese
Four Spice Indian Cuisine,four-spice-indian-cuisine-victoria,Indian
KFC,kfc-victoria,Chicken Wings
Villages Pizza,villages-pizza-victoria-3,Pizza
King & Thai Restaurant,king-and-thai-restaurant-victoria,Thai
Taj Taste Of India,taj-taste-of-india-victoria-3,Indian
Jr's India Curry House,jrs-india-curry-house-victoria,Indian
Mrs Vanelli's Pizza & Italian Foods,mrs-vanellis-pizza-and-italian-foods-victoria,Italian
Sandbar Wharf,sandbar-wharf-victoria,Seafood
Sushi Mago,sushi-mago-victoria,Sushi Bars
Raymond's Restaurant,raymonds-restaurant-victoria-2,Canadian (New)
Gladiola Bakery & Restaurant,gladiola-bakery-and-restaurant-victoria,Bakeries
The Joint Pizzeria,the-joint-pizzeria-victoria,Pizza
Gosworth Fish & Chips,gosworth-fish-and-chips-victoria,Fish & Chips
Viet Cafe,viet-cafe-victoria,Vietnamese
Naanwich,naanwich-victoria-2,Indian
Nile River Restaurant,nile-river-restaurant-victoria,Restaurants
Jordan Bruce,jordan-bruce-victoria,Lawyers
The Dining Room,the-dining-room-victoria,Canadian (New)
Umi Sushi Express,umi-sushi-express-victoria,Sushi Bars
Subway,subway-victoria-15,Sandwiches
Bento Sushi,bento-sushi-victoria,Sushi Bars
McDonald's,mcdonalds-victoria-23,Fast Food
A Kinder Cup,a-kinder-cup-victoria,Cafes
The Blue Carrot Cafe,the-blue-carrot-cafe-victoria,Cafes
Ding Tea,ding-tea-victoria,Taiwanese
Extra Slice Pizzeria,extra-slice-pizzeria-victoria,Pizza
Subway,subway-victoria-9,Sandwiches
The Allenby Coffee Bar,the-allenby-coffee-bar-victoria,Coffee & Tea
Rose Cafe,rose-cafe-victoria,Breakfast & Brunch
Cosmos Pizza,cosmos-pizza-victoria,Pizza
Phoenix Bar and Grill,phoenix-bar-and-grill-victoria-2,Bars
Niche Grocerant,niche-grocerant-victoria,Salad
Good Earth Coffeehouse,good-earth-coffeehouse-victoria-2,Coffee & Tea
Kwao Thai Restaurant,kwao-thai-restaurant-victoria,Thai
Shag's Fish & Chips,shags-fish-and-chips-victoria,Fish & Chips
A&W,a-and-w-victoria-9,Fast Food
Subway,subway-victoria-32,Sandwiches
Cheryl's Gourmet Pantry,cheryls-gourmet-pantry-victoria,Caterers
Vintage Wine Bar & Grill,vintage-wine-bar-and-grill-victoria,Restaurants
Tim Hortons,tim-hortons-victoria-6,Cafes
A&W,a-and-w-victoria-8,Fast Food
Tinapay Atbp.,tinapay-atbp-victoria,Bakeries
Three Elves Restaurant,three-elves-restaurant-victoria,Restaurants
Curry Point,curry-point-victoria-2,Indian
Papa Ji's Pizza,papa-jis-pizza-esquimalt,Pizza
Jempoy's Lechon,jempoys-lechon-victoria,Filipino
Subway,subway-victoria-28,Sandwiches
Fairfield Bakery & Delicatessen,fairfield-bakery-and-delicatessen-victoria,Delis
Hothouse Pizza,hothouse-pizza-victoria-3,Pizza
Tim Hortons,tim-hortons-victoria-15,Coffee & Tea
Marcelos Coffee Shop,marcelos-coffee-shop-victoria-2,Bubble Tea
Manchu Wok,manchu-wok-victoria,Chinese
Caravana's,caravanas-victoria,Indian
O'bean's Irish Music Nights,o-beans-irish-music-nights-victoria,Irish
NYF,nyf-victoria-5,Fast Food
Serious Coffee Esquimalt,serious-coffee-esquimalt-victoria-3,Coffee & Tea
A&W,a-and-w-victoria-3,Burgers
Taco Time,taco-time-victoria-7,Mexican
A&W,a-and-w-victoria-7,Fast Food
Domino's Pizza,dominos-pizza-victoria-13,Pizza
Domino's Pizza,dominos-pizza-victoria-10,Pizza
Dairy Queen/Orange Julius Treat Ctr,dairy-queen-orange-julius-treat-ctr-victoria,Fast Food
BB-Cafe,bb-cafe-victoria,Cafes
Orchard On View Marketplace,orchard-on-view-marketplace-victoria,Soup
Sanuk,sanuk-victoria,Asian Fusion
Marzano Pizza,marzano-pizza-victoria,Pizza
Ali Baba Pizza,ali-baba-pizza-victoria,Pizza
Dairy Queen Grill & Chill,dq-grill-and-chill-restaurant-victoria-13,Fast Food
Pizza Hut,pizza-hut-victoria-13,Pizza
Toonie Tacos,toonie-tacos-victoria,Mexican
Curry Point,curry-point-victoria-3,Indian
Pizazz Pizza,pizazz-pizza-saanich-2,Pizza
Villages Pizza,villages-pizza-victoria-2,Pizza
All Canadian Pizza,all-canadian-pizza-victoria,Pizza
Mayflower Caffe,mayflower-caffe-victoria,Coffee & Tea
New Village Chinese Food & Fish & Chips,new-village-chinese-food-and-fish-and-chips-victoria,Chinese
Canadian King Pizza,canadian-king-pizza-saanich,Pizza
Whale Town Coffee,whale-town-coffee-victoria,Cafes
Villages Pizza,villages-pizza-victoria-5,Pizza
Taco Time,taco-time-victoria-4,Mexican
MOJO,mojo-victoria,Cafes
Koya Japan,koya-japan-victoria,Japanese
Estevan Restaurant,estevan-restaurant-victoria,Restaurants
Edo Japan,edo-japan-victoria,Japanese
Subway,subway-victoria-10,Sandwiches
Bento Sushi,bento-sushi-victoria-2,Sushi Bars
Tim Hortons,tim-hortons-victoria-3,Cafes
Market Cocina,market-cocina-victoria,Mexican
Fonbo Chinese Restaurant,fonbo-chinese-restaurant-victoria,Chinese
Tim Horton's,tim-hortons-victoria-17,Sandwiches
Shogun Restaurant,shogun-restaurant-victoria,Restaurants
Hot House Pizza,hot-house-pizza-victoria-2,Pizza
Colonial Cafe,colonial-cafe-victoria,Cafes
Dairy Queen Grill & Chill,dq-grill-and-chill-restaurant-victoria-16,Ice Cream & Frozen Yogurt
McDonald's,mcdonalds-victoria-16,Fast Food
For Good Measure,for-good-measure-victoria-2,Grocery
Subway,subway-victoria-7,Sandwiches
Mucho Burrito Fresh Mexican Grill,mucho-burrito-fresh-mexican-grill-victoria,Mexican
Mystic Market,mystic-market-victoria,Fast Food
Subway,subway-saanich-2,Sandwiches
Minato Express Sushi,minato-express-sushi-victoria,Sushi Bars
Petro-Canada,petro-canada-victoria-5,Gas Stations
Sarpino's Pizzeria,sarpinos-pizzeria-victoria,Pizza
Fin and Pearl,fin-and-pearl-victoria,Bars
Villages Pizza,villages-pizza-victoria,Pizza
McDonald's,mcdonalds-victoria-12,Fast Food
Serious Coffee View Royal,serious-coffee-view-royal-victoria-2,Coffee & Tea
New York Fries,new-york-fries-victoria-6,Fast Food
McDonald's,mcdonalds-victoria-17,Fast Food
Kyoto Cafe Japanese Restaurant,kyoto-cafe-japanese-restaurant-victoria,Japanese
Panago Pizza,panago-pizza-victoria-3,Pizza
Among Friends Restaurant,among-friends-restaurant-victoria,Restaurants
Esquimalt Deli & Restaurant,esquimalt-deli-and-restaurant-victoria,Delis
Panago Pizza,panago-pizza-esquimalt,Pizza
Lifestyles Travel,lifestyles-travel-victoria,Travel Services
Subway,subway-victoria-31,Fast Food
Pizza Hut,pizza-hut-saanich-5,Pizza
Second Slice Pizza,second-slice-pizza-victoria-3,Pizza
DQ Grill & Chill Restaurant,dq-grill-and-chill-restaurant-victoria-14,Fast Food
A&W,a-and-w-victoria-12,Fast Food
Plowshare Cafe,plowshare-cafe-victoria,Cafes
Panago Pizza,panago-pizza-victoria,Pizza
Jin Luen Restaurant,jin-luen-restaurant-victoria,Restaurants
Sedina Cafe and Lounge,sedina-cafe-and-lounge-victoria,Cafes
Domino's Pizza,dominos-pizza-victoria-12,Pizza
Victoria Sandwich,victoria-sandwich-victoria,Sandwiches
Burger King Restaurant,burger-king-restaurant-victoria,Hot Dogs
Dairy Queen Grill & Chill,dq-grill-and-chill-restaurant-victoria-10,Fast Food
Little Caesars,little-caesars-victoria,Pizza
Domino's Pizza,dominos-pizza-victoria-11,Pizza
Canadian King Pizza,canadian-king-pizza-victoria,Pizza
Tim Hortons,tim-hortons-victoria-7,Cafes
Domino's Pizza,dominos-pizza-saanich-2,Pizza
A&W,a-and-w-victoria-2,Fast Food
McDonald's,mcdonalds-victoria-25,Fast Food
McDonald's,mcdonalds-esquimalt,Fast Food
Wendy's,wendys-victoria-2,Fast Food
Pizazz Pizza,pizazz-pizza-victoria-2,Pizza
Shelbourne Plaza,shelbourne-plaza-saanich-2,Thai
BiblioCafé,bibliocafé-victoria,Coffee & Tea
Pizza Hut,pizza-hut-victoria-6,Pizza
Quizno's Classic Subs,quiznos-classic-subs-victoria-7,Sandwiches
Subway,subway-saanich,Sandwiches
Soda Shop Cafe,soda-shop-cafe-victoria,Cafes
McDonald's,mcdonalds-victoria-21,Fast Food
Subway,subway-nanaimo,Sandwiches
