Name
Mckeans Drive in
Twin Pines Drive-In
SONIC Drive-In
Jack in The Box
Cruise-In
Red Horse Drive-In
Kittitas Cafe
SUBWAY Ellensburg Kittitas
SUBWAY Ellensburg Kittitas
Summit Pancake House & Lounge
Tenderfix By Noah Schnapp
Owens Meats
Coal Mountain Caboose
Bar-14 Ranch House
"SUBWAY Love's Travel Stop, #413"
1201 Bagels
Best of Thai
Dairy Queen
Saks Family Restaurant
Marko's Place
Jenikka Coffee House
Ronald Reagan & Nancy Reagan
Caboose Bar & Grill
Coal Chute Cafe & Pub
Banzai Teriyaki
That Guy Delivers
Homestead Restaurant
IHOP
Miners Pizza
Cle Elum Coffee
Perkins Restaurant & Bakery
Arby's
Orchard Restaurant
Sunset Cafe
Canyon River Grill
Sahara Pizza
Gunnars Bistro
Jo Del's
Cle Elum Bakery
Roslyn Coffee
Old 3
Beau's Pizza & Pasta
Red's Fly Shop Cafe
Hideaway
Buzz Inn Steakhouse
Canyon River Ranch
Cinnabon Pilot Flying J-Ellensburg
509 Bake House
Cottage Cafe
Great Spot
Main Stop Restaurant
509 Philly Stop
Timeout Saloon
Mi Ranchito
Barbwire Deli
Pizza Hut
Brooklyn's Pizzeria
Easton Saloon
McDonald's
Curlys
Pizza Hut 730 E University Way
Golden Dragon
Elk Kitchen + Wine Bar
Lauras Kitchen
Thrall & Dodge Winery
Bruce's Place
Jimmy John's
Frontier Tavern
Ginkgo Tree
East Buffet
Windbreak Deli
McDonald's
Spurs Bar & Grill
Golden Harvest Restaurant & Conference Center
Teriyaki & Wok
New York Teriyaki
Palace Cafe
Parlour Car Bistro
Main Stop Restaurant
El Manantial
Abc Donuts
Taco Bell
Cafe C5
Rossow's U-Tote-Em
R.T. Leaton's Restaurant
Carlo's & Jimmy's
Lunchbox Cafe
Silver Fir Lodge
Wing Central
Los Cabos
The Pearl Bar & Grill
Tacos Chalitos 2
WC Roadhouse Grill
Tacos Chalito
Snyder's Bakery
Yellow Church Cafe
Hoist House Restaurant at Swiftwater Cellars
Roslyn Roadhouse
Arby's
Roots Bbq
