Name
SUBWAY Belington Barbour
Laurel Mountain Inn Family Restaurant
Barb's Restaurant
Hometown Pizzeria
Wind Meal Pizza
Mimi's Cafe
Smooth Ride Smoothies
Handee Burger
KFC
Covered Bridge Restaurant
SUBWAY Phillipi Barbour
The Lunch Box
E-Z Quick Storage
McDonald's
Hot Dog Hut
Hardee's
Henderson Heavenly Slice
Medallion Restaurant
Wanderlust Cafe
Denlins Restaurant & Bar
Dianne's Restaurant
Mattchews Bar & Grill
Grumpyz Pizza & Deli
Handee Burger
Margarita's Mexican Grill & Cantina
Fox's Pizza Den
Chinese Restaurant
Lil Moe's
Restaurant Management
