Name
Shirley's in the Woods Cafe'
West Lake Drive-In
Silver Lake Drive-in
Mikey's Drive-In
Great Lakes Catering
Lakeshore Coffee & Specialities
Hole in One Bagel & Bakery
Eddie's Drive-In
Annas Desserts in Troy
Michigan City Harbor Grill
Taqueria La Autentica
Big Franks Sausage
Sin Frontera Mexican Restaurant
Adrian's Lounge
Walts Tavern
Big Frank's Sausage
Sunset Grille
Overboard at The Marina
Bartletts Fish Camp
Sub Station Deli
El Ranchero Restaurant & Bakery
Our Place
Lake Michigan Nutrition
Lake Michigan Sports Bar
Johnny B's
Bay View Inn
Cut River Inn
Lake's Dairyland
Lake Burger
Lake Restaurant
Big Lake Creamery
Prairie Lake Tavern
Great Lakes Pizza
Government Lake Lodge
Trout Lake Tavern
Fife Lake Inn
Great Lakes Grinders
Lakeshore Market
Central Lake Tavern
Kfc Lake Orion
Lake City Taphouse
Blue Lake Tavern
Lakeshore Smokehouse
Lake Street Emporium
Twin Lake Tavern
Sullys on the Lake
Lake Street Local
Trout Lake Tavern
Great Lakes Loons
Great Lakes Fish & Chicken
Sand Lake Party Store
Great Lakes Family Restaurant
Great Lakes Italian Restaurant
Bill's Lakeside Grille
Arena's Pizza-Bostwick Lake
BC Pizza Lakeview
Burger King Lake Orion
Manor on Glen Lake
Lake House Coffee & Cafe
Stone Lake Bar & Grill
Great Lakes Sandwich Company
Great Lakes Family Restaurant
Lake's Dairyland of Lake Linden
Vitale's of Lake Bella Vista
Kfc Houghton Lake Heights
Great Lakes Food Truck
Lakeside Dining Hall
Lakeview Donut Shop
SUBWAY Houghton Lake Roscommon
Great Lakes Chocolate & Coffee Co.
Lake Breeze Coney Grill Restaurant
Applebee's White Lake Township
Lakeview Hills Golf Resort
Great Lakes Ice Cream Company
SUBWAY Lakeview Montcalm
Lake Rock Cocktail Bar & Restaurant
C J's Fisher Lake Inn
Fife Lakeside Resort & Party Store
The Patio on Main Lake City Mi
Moe's Southwest Grill White Lake
SUBWAY Lakeview Commons S/c
SUBWAY Citgo Gas/Wolf Lake Shop
Great Lakes Coffee Roasting Company
Matts Lake St Grill & Pizzeria
Neds
Tex-Mex Express & Chophouse
Jimmy John's
Papa Murphy's
Boogie Bbq Catering
Bowens Family Dining
Jet's Pizza
Hastings Best Pizza
Jet's Pizza
San Marcos
Stoney Creek Pet Grooming
Biggby Coffee
Dairy Queen Grill & Chill
BURGER KING
Limberlost
Buckhorn Sisters
