Name
The Fill-In Station
Kewaunee Custard & Grill
SUBWAY Algoma Kewaunee
SUBWAY Luxemburg Kewaunee
Whipps Dining Hall
The Grove
Ballering
Harbor Grounds
The Wildflower Supper Club
Lafond's Fish Market
Harbor Express
Kunkels Korner Restaurant
Gibs' on the Lake
Lake Effects Pub
The Bakery Bar
Wakker Cheese
Jeff's Sports Bar & Grill
Port O'Call
Kewaunee Bowl
SUBWAY Kewaunee Kewaunee
Penguin City Pizza
Konop Meats
Sonny's Pizzeria of Luxemburg
Billy's on Main
Burdick's Bar & Grill
McDonald's
Fishtale Ale House
Ape's Bar & Grill
Don's Bakery
South End Saloon
China Moon
The Boardinghaus Pub
The Ale House
Rose's Family Restaurant
Whitetail Lodge
Bearcats Fish House
Red's Pub & Grill
Dairy Dean's Family Restaurant
54 Run
A&W
Farmhouse Bar & Grill
Caffe'tlazo
Rose's Family Restaurant
Jeff's Sports Bar & Grill
Off the Hook Coffee
Southern Comfort
Jim Lauscher's Tavern & Bowling
CJ's Restaurant & Banquet Hall
The Bucket Tavern
Houterville Station
Waterfront Bar & Grill
Goose Nest
Footbridge Bar & Grill
Outback Tavern
Village Kitchen
Joe Rouer's
Moe's Corner
JW's Place
NorthBrook Golf & Grill
Heraly's Hillside Palace
Weidner Brothers
Fat Boyz
Paradise Cove
Susie's Place
Rendezvous
Off the Hook Bar & Grill
S & K Food & Spirits
Skaliwags
Tippy Canoe Bar & Grill
Moe's Place
Homestead Kitchen & Tap
Rendezvous of Luxemburg
Augie's Bar & Grill
Sunrise Cove Marina
Three Eleven Bar & Bistro
Moxie's Supper Club
Stadium Diner & Bleachers Bar
City Limits Pub
Cool Harbour Restaurant
North Water Bakery & Deli Home of Cake Designs
Algoma Pizza Bowl
