Name
SUBWAY Sutton Braxton
The Custard Stand
Long John Silver's
Little Caesars
Giovanni's Pizza
Minney's Family Restaurant
The Spot
The Spot Restaurant & Dairy Bar
The Royal Lounge
Argenio's Pizza
Vae's Diner
Pete's Balt Ranch
Arby's
Gary's Supper Club
Dairy Queen
The Red Rooster
Minney's Family Restaurant
Pizza Prima Sub Express
Leona's Restaurant
Maria's Mexican
Long John Silver's
Lloyd's Family Diner
Luzaders 3 Girls Diner
McDonald's
Long John Silver's
Dorsey's Cafe
Gassaway City Diner
Century Inn
Kfc Sutton
Stancatis Pizza
Ruths Carry Out
Taco Bell
Rolberto's Restaurante
Firehouse Grill
The Waffle Hut
Ruth's Carryout
The Star Bar
Cinnabon Pilot Travel Center-Sutton
Moe's
Luzader's 3 Girls Diner
Vaes Diner
Pizza Hut
Wendy's
P2G2
Town Square Market Cafe
Shoney's
Amish Farms-Bulk Foods & Cheese
Visions
China Buffet
El Gallo Mexican Restaurant
Woods & Waters Restaurant
El Gallo-Mexican Restaurant
Jo's Cafe
Kreamy Korner
Flatwoods Restaurant Group
