county,pop1,white,black,asian,indigenous,pacific,hispanic,two_pop
Atascosa,51153,0.9531210290696538,0.013508494125466737,0.006216644185091783,0.013410748147713722,0.0013293452974410102,0.6483099720446504,0.012413739174632964
Atchison,21216,0.9244438159879337,0.03784879336349924,0.005891779788838612,0.006740196078431373,0.0005656108597285068,0.02771493212669683,0.024509803921568627
Athens,65327,0.9123333384358688,0.028426224991198127,0.03113567131507646,0.0035666722794556616,0.0005510738285854241,0.019364122032237818,0.023987019149815544
Atlantic,263670,0.7129480031858004,0.17135434444570866,0.0807145295255433,0.006758448060075094,0.0008760951188986233,0.1939128456024576,0.02734857966397391
Atoka,13758,0.7248146532926297,0.03881378107283035,0.007777293211222561,0.14798662596307602,0.0004361098996947231,0.03634249164122692,0.0801715365605466
Attala,18174,0.5460548035655332,0.436282601518653,0.004346869153736107,0.0036315615714757345,0.00022009464069549907,0.02008363596346429,0.00946406954990646
Audrain,25388,0.8991649598235387,0.0687332598077832,0.005317472821805578,0.006065857885615251,0.0010241058767921853,0.03261383330707421,0.0196943437844651
Auglaize,45656,0.9718985456456982,0.006527072016821447,0.006308042754512003,0.002365516032942001,0.0007446994918521115,0.017763273173295954,0.012156124058174173
Augusta,75558,0.9277905714815109,0.046560258344582967,0.00648508430609598,0.002527859392784351,0.0004235157097858599,0.03141957171973848,0.01621271076523995
Austin,30032,0.8737679808204581,0.09253462972828982,0.007991475759190196,0.00815796483750666,0.00043287160362280233,0.2782032498668087,0.01711507725093234
Autauga,55869,0.7626232794573019,0.20113121766990638,0.011741753029408079,0.004761137661314862,0.0010381427983318118,0.029909252000214787,0.018704469383736957
Avery,17557,0.9294298570370793,0.04681893261946802,0.006094435267984279,0.005866605912171783,0.0007974027453437376,0.05052115965142109,0.010992766417952953
Avoyelles Parish,40144,0.6636359107214029,0.2980769230769231,0.0051813471502590676,0.012106416899163013,0.0008220406536468712,0.02065065763252292,0.020177361498605023
Bacon,11164,0.8069688283769259,0.1621282694374776,0.007613758509494805,0.0038516660695091364,0.0017914725904693658,0.08581153708348262,0.017646005016123255
Baker,48372,0.8450136442570082,0.11587281898619035,0.007855784338046803,0.008558670305135203,0.0007235590837674688,0.03690151327214091,0.02197552302985198
Baldwin,268124,0.8184757798630484,0.1441646402410825,0.011793050976413899,0.00706389580940162,0.000716086586803121,0.04320762035476123,0.017786546523250436
Baltimore,827370,0.601883075286752,0.3032609352526681,0.06317125348997425,0.004493757327435126,0.0007662835249042146,0.058104596492500334,0.026424695118266315
Baltimore city,593490,0.3178587676287722,0.6272675192505349,0.027351766668351617,0.0046032789095014235,0.0009300914926957489,0.056701882087314026,0.021988576050144062
Bamberg,14066,0.37622636143893073,0.6027299872031849,0.0054030996729702825,0.00426560500497654,0.0006398407507464809,0.022749893359874877,0.010735105929190957
Bandera,23112,0.9532710280373832,0.01107649705780547,0.0056680512287988925,0.013196607822776048,0.00043267566632052614,0.19751644167532018,0.016355140186915886
Banks,19234,0.937714463970053,0.02854320474160341,0.010502235624415098,0.0060829780596859725,0.001091816574815431,0.07247582406155766,0.016065301029427055
Bannock,87808,0.9060108418367347,0.01092155612244898,0.016239978134110787,0.03770727040816327,0.003040725218658892,0.08926293731778426,0.02607962827988338
Barbour,41127,0.6806963795073796,0.2935297979429572,0.004036277870984998,0.0067109198336859,0.0013616359082840957,0.031609405013737935,0.013664988936708245
Barnes,10415,0.942486797887662,0.018338934229476717,0.009121459433509362,0.0114258281325012,0.0006721075372059529,0.022083533365338453,0.017954872779644745
Barnstable,212990,0.9218226207803183,0.03457908822010423,0.015906850086858538,0.007483919432837222,0.0006291375181933424,0.03396873092633457,0.01957838396168834
Barnwell,20866,0.5274130163903,0.4392312853445797,0.00987251988881434,0.0066136298284290235,0.00019169941531678328,0.026742068436691267,0.016677849132560145
Barren,44249,0.9262356211439806,0.04212524576826595,0.008406969649031617,0.003615900924314674,0.0019435467468191371,0.034464055684874234,0.017672715767587967
Barron,45244,0.9525240915922554,0.015714790911502078,0.006741225355848289,0.011493236672265936,0.00019892140394306426,0.025970294403677836,0.013327734064185307
Barrow,83240,0.7995434887073523,0.12884430562229698,0.04002883229216723,0.0055982700624699665,0.0009730898606439212,0.12178039404132629,0.02501201345506968
Barry,97339,0.9540574692569268,0.006595506425995747,0.012307502645393932,0.008660454699555164,0.0007499563381583949,0.05640082597930943,0.01762911063396994
Bartholomew,83779,0.869072201864429,0.02356199047494002,0.08514066770909177,0.0046551045011279674,0.0006922975924754414,0.0718437794674083,0.01687773785793576
Barton,37533,0.9480990062078704,0.015026776436735672,0.003756694109183918,0.011802946740201955,0.0006394372951802414,0.11397969786587803,0.020675139210827805
Bartow,107738,0.8486420761476916,0.113460431788227,0.010349180419165011,0.005801110100428818,0.0010766860346395886,0.09158328537748983,0.020670515509847963
Bastrop,88723,0.8751958342256235,0.07277707020727432,0.009287332484248728,0.01991591808212076,0.0014652344938741928,0.39661643542260744,0.021358610506858423
Bates,16172,0.9558496166213208,0.0126143952510512,0.002782587187731882,0.008966114271580509,0.0005565174375463765,0.023002720751916894,0.019230769230769232
Bath,16647,0.9542860575479065,0.0223463687150838,0.004265032738631585,0.002462906229350634,0.0008409923709977774,0.018381690394665706,0.015798642398029673
Baxter,41932,0.9653248115997329,0.004674234474864066,0.004888867690546599,0.007941428980253745,0.000691595917199275,0.02628064485357245,0.016479061337403414
Bay,277831,0.8681680589998956,0.07757233714020394,0.016898762197163023,0.007475767642919616,0.001029402766429952,0.06233285702459409,0.028855671253387852
Bayfield,15036,0.8536179835062516,0.0062516626762436816,0.005254056930034584,0.1050146315509444,0.00026602819898909286,0.022479382814578345,0.02959563713753658
Beadle,18453,0.84241044816561,0.015336259686771799,0.10085081016636861,0.015878176990191298,0.004443721888039885,0.1072454343467187,0.02108058310301848
Beaufort,239116,0.7697059167935228,0.19211596045434015,0.012717676776125396,0.005432509744224561,0.0012797136118034762,0.10491978788537781,0.018748222619983608
Beauregard Parish,37497,0.8344400885404165,0.12075632717284049,0.006533856041816679,0.011734272075099342,0.0011467584073392538,0.0383497346454383,0.025388697762487665
Beaver,175950,0.9068996874111963,0.06067632850241546,0.005939187269110543,0.0032281898266553,0.0005569764137539074,0.029184427394146065,0.02269963057686843
Becker,34423,0.8724399384132702,0.006565377799726927,0.005403364029863754,0.08093425907096999,0.0003776544752055312,0.02268831885657845,0.0342794062109636
Beckham,21859,0.8785854796651265,0.04314012534882657,0.010521981792396724,0.037375909236470106,0.0002287387346173201,0.1471247541058603,0.030147765222562788
Bedford,176598,0.910327410276447,0.05785456233932434,0.009671683711027305,0.005379449370887552,0.0007304725987836782,0.05079898979603393,0.016036421703530052
Bee,32565,0.8809765085214187,0.08923691079379702,0.006417933364041149,0.00955013050821434,0.0009212344541685859,0.5931521572240135,0.012897282358360202
Belknap,61303,0.9629218798427484,0.006785964797807611,0.01153287767319707,0.0032787954912483893,0.00035887313834559486,0.01787840725576236,0.015121609056653018
Bell,388956,0.6769763160871667,0.2297329260893263,0.02974372422587645,0.010263371692427935,0.007949485288824443,0.23926870905706557,0.0453341766163782
Belmont,67006,0.9337522012954064,0.04242903620571292,0.004984628242246963,0.001969972838253291,0.00023878458645494434,0.011312419783302987,0.016625376831925498
Beltrami,47188,0.7286174451131644,0.008646265999830465,0.0075654827498516574,0.22187844367212003,0.0005297957107739256,0.02576926337204374,0.03276256675425956
Ben Hill,16700,0.600059880239521,0.37011976047904194,0.008502994011976048,0.006766467065868263,0.0005389221556886227,0.06275449101796407,0.014011976047904192
Bennington,35470,0.9549760360868339,0.013645334085142374,0.011248942768536791,0.003354947843247815,0.000563856780377784,0.02227234282492247,0.01621088243586129
Benton,695728,0.8929437941264402,0.023703228848055563,0.0369684704367224,0.01337591702504427,0.004115113952579169,0.14972086792539613,0.028893475611158383
Benzie,17766,0.9578408195429472,0.00686704942024091,0.005009568839356073,0.015253855679387595,0.00033772374197906115,0.0252167060677699,0.014690982776089158
Bergen,932202,0.7287068682538763,0.07351518233172638,0.1695126163642644,0.004835861755284799,0.0009375650341878691,0.21025164073880984,0.022491906260660242
Berkeley,347078,0.7540725715833329,0.18898345616835407,0.021525420798782984,0.005315807974000081,0.0009853692829853808,0.06230876056678902,0.029117374192544614
Berks,421164,0.8690082723119735,0.0736126544528972,0.0158869229088906,0.008963254219259005,0.0017973995878090244,0.22451111680960387,0.03073149651917068
Berkshire,124944,0.9183874375720322,0.03620822128313485,0.016663465232424127,0.0032654629273914716,0.0005122294788065053,0.05139902676399027,0.02496318350621078
Bernalillo,679121,0.8391626823496844,0.03553564092407686,0.029059622659290466,0.06343346767365463,0.0014459867976398904,0.5030429039891271,0.031362599595653795
Berrien,172798,0.8036956446255165,0.14401208347318833,0.020202780124769962,0.006336878899061332,0.0008564913945763261,0.05724603294019607,0.024896121482887532
Bertie,18947,0.3615348076212593,0.6109146566738798,0.0076529265846835915,0.007230696152425186,0.001002797276613712,0.02353934659840608,0.011664115691138439
Bethel Census Area,18386,0.10290438377025998,0.00951811160665724,0.009953225280104427,0.8386272163602742,0.002447514413140433,0.02735777221799195,0.0365495485695638
Bexar,2003554,0.8425617677387283,0.08604809253955721,0.03266495437607372,0.012203314709760755,0.002277452966079277,0.6068156885214973,0.024244417669800764
Bibb,175553,0.4466913125950568,0.5139701400716593,0.019572436813953622,0.0030702978587662986,0.001258879084948705,0.034006824149971804,0.015436933575615342
Bienville Parish,13241,0.5602295899101276,0.41605618910958386,0.00332301185711049,0.004078241824635602,0.0003776149837625557,0.021070916093950606,0.01593535231477985
Big Horn,25109,0.6030905253096499,0.005894300848301406,0.00581464813413517,0.3591939145326377,0.00027878449958182325,0.07801983352582739,0.025727826675693975
Bingham,46811,0.8897481361218517,0.006002862575035782,0.010467625130845315,0.07331610091645126,0.001516737518959219,0.17874003973425048,0.018948537736856723
Black Hawk,131228,0.8447206388880422,0.09699911604230804,0.025246136495260158,0.003977809613801933,0.003855884414911452,0.04588959673240467,0.025200414545676227
Blackford,11758,0.9676815784997449,0.007654362986902534,0.005698248001360776,0.002636502806599762,0.0003401939105290015,0.01751998639224358,0.01598911379486307
Bladen,32722,0.6079396124931239,0.34029093576187275,0.0033310922315261905,0.031018886376138376,0.00039728622944807773,0.0775624961799401,0.017022186907890716
Blaine,39596,0.8313718557430043,0.01277906859278715,0.008384685321749671,0.11897666430952622,0.001136478432164865,0.17284574199414082,0.027351247600767754
Blair,121829,0.9557002027431892,0.020208653112148995,0.007009825246862405,0.0016170205780232949,0.00028728791995337726,0.013387617069827381,0.015177010399822702
Blanco,11931,0.9456038890285811,0.015338194619059593,0.009471125639091442,0.012404660129075517,0.0008381527114240215,0.19679825664236023,0.01634397787276842
Bleckley,12873,0.7036432843936922,0.2690126621611124,0.011263885652140138,0.002175095160413268,0.00015536394002951915,0.032160335586110464,0.013749708692612444
Bledsoe,15064,0.8992963356346256,0.07700477960701009,0.002987254381306426,0.006372809346787042,0.0003319171534784918,0.028345724907063198,0.014006903876792353
Blount,190914,0.9437443037179044,0.026179326817310413,0.007778371413306515,0.004892255151534198,0.0011104476361084047,0.05445907581424097,0.016295295263836072
Blue Earth,67653,0.9053700501086427,0.0433388024182224,0.02484738296897403,0.004212673495632123,0.0006947215940165255,0.03937741120127711,0.021536369414512292
Bolivar,30628,0.3416155152148361,0.6374559226851247,0.011296852553219277,0.0016651430063993732,0.0004897479430586391,0.022332506203473945,0.007476818597361891
Bollinger,12133,0.9701640154949311,0.005686969422236875,0.002307755707574384,0.008571664056704854,0.00024725954009725544,0.01475315255913624,0.013022335778455452
Bond,16426,0.9055156459271886,0.06337513697796177,0.008157798611956655,0.006696700353098746,0.00024351637647631802,0.036162181906733225,0.01601120175331791
Bonner,45739,0.9546557642274646,0.003213887492074597,0.007805155337895451,0.009116946150987123,0.0015522857954918122,0.03395351887885612,0.02365596099608649
Bonneville,119062,0.9436764038904101,0.007382708168853202,0.011405822176681056,0.013169609111219364,0.001427827518435773,0.13387982731686013,0.022937629134400565
Boone,525746,0.8909435354715014,0.05033419179603839,0.029980256625823116,0.004220669296580478,0.0010480346022604071,0.05427145427639963,0.02347331220779616
Bosque,18685,0.9463740968691464,0.021728659352421728,0.006422263848006422,0.00899116938720899,0.0007492641156007493,0.18908215145838908,0.015734546427615733
Bossier Parish,127039,0.7176142759310133,0.23118884751926574,0.018647816812160045,0.006431095962657137,0.0012673273561662167,0.068955202733019,0.024850636418737554
Botetourt,33419,0.9412609593345103,0.03270594571950088,0.00783985158143571,0.0031419252521020977,0.00026930787875160836,0.017534935216493613,0.014782010233699393
Boulder,326196,0.9003421255932016,0.012093955781186772,0.050156960845626555,0.00860832137733142,0.0007449508884229114,0.13972887466431225,0.02805368551423071
Boundary,12245,0.9425071457737852,0.006941608819926501,0.009636586361780318,0.019844834626378115,0.0012249897917517355,0.05079624336463863,0.019844834626378115
Bourbon,34322,0.9144571994639007,0.04795757822970689,0.0078375386049764,0.006293339548977333,0.00029135831245265427,0.05127906299166715,0.023162985839986015
Bowie,93245,0.6974422221030618,0.25410477773607165,0.012268754356801973,0.010660089012815701,0.0008794037213791624,0.07842779773714409,0.0246447530698697
Box Butte,10783,0.9099508485579152,0.01075767411666512,0.006677177037930075,0.04618380784568302,0.0002782157099137531,0.12946304367986647,0.026152276731892795
Box Elder,56046,0.9517896013988509,0.005888020554544481,0.008385968668593655,0.011276451486279128,0.0020875709238839524,0.09690254433857902,0.020572386967847838
Boyd,48637,0.9468511626950675,0.027736085696075004,0.006250385508974649,0.0037214466352776692,0.00045233053025474433,0.019018442749347206,0.014988588934350391
Boyle,30060,0.8807385229540918,0.08180306054557551,0.010212907518296739,0.00302727877578177,0.0002994011976047904,0.03449767132401863,0.02391882900864937
Bradford,88524,0.9027834259635805,0.07104288102661425,0.0064841173015227505,0.003919840947087795,0.00030500203334688896,0.02583480186164204,0.015464732727847815
Bradley,118873,0.8873924272122349,0.07217787050045006,0.01173521321073751,0.007108426640195839,0.001261850882875001,0.07473522162307673,0.020324211553506683
Branch,43517,0.9450559551439667,0.02359997242456971,0.006893857572902544,0.005331249856377967,0.0002757543029161018,0.050646873635590686,0.018843210699266952
Brantley,19109,0.934010152284264,0.03966717253650112,0.0031922130933068186,0.005076142131979695,0.0002616568109267884,0.022659479826259876,0.017792663143021612
Braxton,13957,0.9732750591101239,0.007093214874256646,0.0023644049580855485,0.00437056674070359,0.0002865945403740059,0.009099376656874686,0.012610159776456258
Brazoria,374264,0.7490167368488554,0.1512622106320672,0.06946700724622192,0.008435222196096872,0.0009699035974606161,0.3156889254643781,0.020848919479298036
Brazos,229211,0.7962924990510927,0.1117398379658917,0.06281548442264988,0.006701249067453133,0.0012652097848707086,0.26209475112450975,0.021185719708041936
Breathitt,12630,0.973396674584323,0.006334125098970704,0.005859065716547902,0.0019002375296912114,0.0013460015835312748,0.011559778305621536,0.011163895486935867
Breckinridge,20477,0.9530204619817356,0.02163402842213215,0.0037114811740000977,0.005078868974947502,0.00019534111442105778,0.019436440884895247,0.01635981833276359
Bremer,25062,0.9627723246349055,0.01205011571303168,0.011531402122735616,0.001596041816295587,0.00023940627244433804,0.01615992338999282,0.011810709440587343
Brevard,601942,0.8316233125450625,0.10809845466838998,0.026025763279518624,0.004644965794046603,0.0013057736459658905,0.10900053493525955,0.028301730067016424
Bristol,613696,0.8872666597142559,0.05728895088121806,0.024691378141620608,0.0060111195119407655,0.0012335097507560747,0.08170657784961935,0.023508382000208574
Bristol city,16762,0.8983414866960984,0.06270134828779382,0.009187447798592053,0.004653382651234936,0.0004772700155112755,0.024877699558525236,0.0246390645507696
Bronx,1418207,0.447240776558006,0.43615353753013486,0.04561111318728507,0.029134674980450668,0.004213066216708844,0.563796399256244,0.03764683152741455
Brooke,21939,0.9633529331327773,0.01481380190528283,0.005013902183326496,0.001868818086512603,0.00022790464469665892,0.008979443001048361,0.014722640047404166
Brookings,35077,0.9271602474555977,0.014168828577130314,0.028280639735439178,0.01203067537132594,0.0008552612823217493,0.03495167773754882,0.017504347578185135
Brooks,22550,0.7244345898004435,0.24496674057649667,0.010776053215077606,0.005321507760532151,0.0015964523281596452,0.32993348115299337,0.012904656319290466
Broome,190488,0.8581800428373441,0.06360505648649784,0.0442232581579942,0.0027245810759732895,0.0006772080131031876,0.04449624123304355,0.030589853429087398
Broomfield,70465,0.8780387426381892,0.014986163343503868,0.06865819910593912,0.007975590718796565,0.0012630383878521252,0.12721209110906123,0.02907826580571915
Broward,1952778,0.6306825455837786,0.3021731092832877,0.03872278364463344,0.004102872932816736,0.0011967566205682365,0.3108300073024174,0.023121931934915286
Brown,443874,0.8991785957276164,0.028014706876275698,0.0246804273284761,0.02680715698599152,0.0008673632607451665,0.08345161014161677,0.020451749820895117
Brunswick,159051,0.820221186914889,0.14585258816354502,0.007676782918686459,0.007871688955115025,0.0010625522631105746,0.04677744874285607,0.01731520078465398
Bryan,87622,0.7635297071511721,0.07938645545639222,0.013546826139553993,0.08388304307137477,0.0011526785510488234,0.06884115861313368,0.05850128963045811
Buchanan,129543,0.9104004075866701,0.04669491983356878,0.011803030653914144,0.005805022270597408,0.003381116694842639,0.050546922643446575,0.02191550296040697
Buckingham,17148,0.6327268486120831,0.3372404945183112,0.0043153720550501515,0.004198740377886634,0.0003498950314905528,0.024201073011429906,0.021168649405178448
Bucks,628270,0.8811004822767281,0.04485491906345998,0.05246311299282156,0.0027567765451159535,0.0006223438967322966,0.05675903671988158,0.018202365225142056
Buena Vista,19620,0.8267584097859327,0.034148827726809376,0.10025484199796127,0.006269113149847095,0.017889908256880735,0.2642711518858308,0.014678899082568808
Buffalo,64652,0.9305512590484439,0.010749860793169586,0.01272969127018499,0.03016147992328157,0.0008352409824908743,0.07798675988368496,0.014972467982429004
Bullitt,81676,0.9592536363191145,0.014410597972476616,0.006109505852392379,0.003660806111954552,0.0006733924286204026,0.022919829570498065,0.015892061315441502
Bulloch,79608,0.6656743040900412,0.29591247110843133,0.013428298663450909,0.004522158577027435,0.0012059089538739825,0.042407798211235054,0.01925685860717516
Bullock,10101,0.26621126621126623,0.7026037026037026,0.002079002079002079,0.008316008316008316,0.007623007623007623,0.08553608553608553,0.013167013167013167
Buncombe,261191,0.8944220895819535,0.06250215359641029,0.014230965079194918,0.005226060622303219,0.0015773897262922536,0.06841736507000624,0.022041341393845882
Bureau,32628,0.9597278411180581,0.010512443300232929,0.010573740345715336,0.0047505210248866,0.0004597278411180581,0.09458134117935516,0.013975726369988967
Burke,114983,0.7931346372942087,0.14559543584703827,0.029787011993077237,0.008427332736143604,0.005444283067931781,0.05824339250150022,0.01761129906160041
Burleigh,95626,0.903938259469182,0.023884717545437435,0.009150231108694288,0.04339823897266434,0.0009307092213414761,0.027544809988915148,0.018697843682680442
Burleson,18443,0.8388548500786206,0.12741961719893727,0.004934121346852464,0.011332212763650165,0.000379547795911728,0.21140812232283251,0.01707965081602776
Burlington,445349,0.7286105952859443,0.18303622552200632,0.05415528046543273,0.0034130535826958183,0.0008802085555373426,0.08533981214732715,0.029904636588383493
