county,white,black,asian,indigenous,pacific,hispanic,two_pop
Andrew Missouri,0.9390243902439024,0.011574074074074073,0.006154019873532069,0.0034439927732610657,0.0003952122854561879,0.026817976513098463,0.01569557362240289
Andrews Texas,0.3988773055332799,0.020422346966051858,0.006950013365410318,0.014648489708634055,0.00021384656508954825,0.566158781074579,0.014648489708634055
Androscoggin Maine,0.9019274638196477,0.04499570545914645,0.009364869732260776,0.0042206562797269965,0.0003509517256665774,0.019394700628942434,0.023855481773599193
Angelina Texas,0.5990543735224586,0.15677795075823098,0.010644063887447385,0.007668800092256242,0.0007495819639047454,0.22718099521420745,0.014311249495473678
Anne Arundel Maryland,0.6668893745878177,0.182869099534903,0.04218847650517753,0.004495592454862802,0.0011843227434853616,0.08424574524285522,0.03326980115117552
Anoka Minnesota,0.7970867502892797,0.07378663625844374,0.04975610849459684,0.008906732862454157,0.000619184637496813,0.04866623146298481,0.029269782388819936
Anson North Carolina,0.4434263274155281,0.484578254111102,0.014726335596825657,0.009285772723553956,0.0006545038043033625,0.041151926695573916,0.016730753497504705
Antelope Nebraska,0.94919021911718,0.0036519530009526836,0.0050809780882819944,0.005398539218799619,0.0,0.03413782153064465,0.007145125436646554
Antrim Michigan,0.9439632996055565,0.0038586863316755274,0.0033013205282112846,0.012605042016806723,0.0006431143886125879,0.025081461155890928,0.014534385182644487
Apache Arizona,0.17993517604017417,0.005619931281038296,0.004799198742470822,0.7499965223197518,0.0005007859557360858,0.06588117462128062,0.016331186445393466
Appanoose Iowa,0.9463222275873169,0.009415741187831965,0.006840495734749718,0.003219056816352809,0.0006438113632705617,0.02237244487365202,0.015531949138902301
Appling Georgia,0.6869901011639291,0.19552920700533014,0.008321549004677471,0.005710866963994344,0.0021755683672359406,0.10034809093875775,0.016207984335907755
Appomattox Virginia,0.77066180629753,0.18546917227075607,0.0038338256552070894,0.003016780843441644,0.000502796807240274,0.018854880271510277,0.020237571491421028
Aransas Texas,0.6682262866865164,0.017269247128881327,0.02088472990216929,0.013100808166737558,0.0010208421948107189,0.27903019991492983,0.01871544023819651
Arapahoe Colorado,0.5938561354878996,0.11487686379628079,0.06555993846997366,0.011613030963005833,0.003035379765150246,0.19750681551653237,0.040244292480848015
Archer Texas,0.8827312054249971,0.011224131883549631,0.0047936396585993215,0.015316263299427101,0.0007015082427218519,0.08172571027709576,0.016485443703963522
Archuleta Colorado,0.7680518925083755,0.007199372727920736,0.011547508731912468,0.03371587426046047,0.0012830565257680518,0.1842611732839119,0.024948321334378788
Arenac Michigan,0.9428206678761002,0.0048377343277565005,0.0030907747093999864,0.013572532419539072,0.0005375260364173889,0.020358798629308606,0.017671168447221663
Arkansas Arkansas,0.6905524419535628,0.25088642342445383,0.008235159556216402,0.0034885050897861146,0.0003431316481756834,0.0344275420336269,0.01938693812192611
Arlington Virginia,0.6135102726712323,0.09678182079192035,0.10954560424249077,0.006455780647013621,0.0013131116947163088,0.1560154026735123,0.035872015943118195
Armstrong Pennsylvania,0.9696609253108829,0.009098632887927706,0.002919595273036225,0.0014829690275739553,0.00012358075229782961,0.00809453927550784,0.010210859658608172
Armstrong Texas,0.881293057763646,0.011658717541070483,0.0037095919448860626,0.013248542660307366,0.0,0.09167991520932697,0.008479067302596715
Aroostook Maine,0.9373648497502051,0.011870852285437328,0.005115203937066587,0.019282678398329728,0.0003430020132726866,0.013511296696741481,0.015405264335247184
Arthur Nebraska,0.9416846652267818,0.0,0.0021598272138228943,0.004319654427645789,0.0,0.04319654427645788,0.02159827213822894
Ascension Parish Louisiana,0.6752788221541184,0.23959748507156173,0.014099080597769422,0.004494328773182522,0.0009162427727401977,0.05957157751729803,0.01475466809895422
Ashe North Carolina,0.9228761533654376,0.00963129066647061,0.005072969893026504,0.004190714259456677,0.0005514097709811418,0.05109730544425247,0.011836929750395178
Ashland Ohio,0.9545097599282029,0.008638097374915863,0.007217111659561738,0.002767182708847506,0.0007104928576770623,0.015069927454939794,0.013331089671677511
Ashland Wisconsin,0.8218737951420126,0.005333504690913764,0.005911836524868269,0.11650173499550186,0.0003855545559696697,0.030330291736280685,0.03380028274000771
Ashley Arkansas,0.6845398585745536,0.24688406165742482,0.0026962405250038155,0.007732614335859999,0.0009665767919824999,0.05692628580149565,0.01317596784860355
Ashtabula Ohio,0.8925556092594688,0.038204049732108884,0.004874487099063152,0.003218806881870816,0.00046276776256928663,0.044405137750537324,0.02278874137452309
Asotin Washington,0.8978389868036489,0.007882384199805154,0.009786555663803029,0.018466034895049156,0.002612700380834293,0.04379594367195111,0.0289611194756886
Assumption Parish Louisiana,0.6539673838563793,0.29587501713032754,0.004202640354483578,0.00753734411401946,0.0006852131012744963,0.03325567584852222,0.011557260974829838
Atascosa Texas,0.32807459973022113,0.013508494125466737,0.006216644185091783,0.013410748147713722,0.0013293452974410102,0.6483099720446504,0.012413739174632964
Atchison Kansas,0.8819759845703976,0.04834193989920985,0.006532694580974305,0.0076525850805699,0.0005599452497977975,0.031854663099608035,0.028308343184221988
Atchison Missouri,0.9613066303713785,0.005055415127357573,0.0038887808671981333,0.0038887808671981333,0.00058331713007972,0.014777367295352907,0.012638537818393934
Athens Ohio,0.8970716549053225,0.028426224991198127,0.03113567131507646,0.0035666722794556616,0.0005510738285854241,0.019364122032237818,0.023987019149815544
Atkinson Georgia,0.5601959583588487,0.17366809552969995,0.010042865890998162,0.016166564605021434,0.01090018371096142,0.2540110226576852,0.023392529087568892
Atlantic New Jersey,0.5595365418894831,0.17135434444570866,0.0807145295255433,0.006758448060075094,0.0008760951188986233,0.1939128456024576,0.02734857966397391
Atoka Oklahoma,0.702282308475069,0.03881378107283035,0.007777293211222561,0.14798662596307602,0.0004361098996947231,0.03634249164122692,0.0801715365605466
Attala Mississippi,0.5299878947947617,0.436282601518653,0.004346869153736107,0.0036315615714757345,0.00022009464069549907,0.02008363596346429,0.00946406954990646
Audrain Missouri,0.8717504332755632,0.0687332598077832,0.005317472821805578,0.006065857885615251,0.0010241058767921853,0.03261383330707421,0.0196943437844651
Audubon Iowa,0.9588791848617176,0.005640465793304222,0.006550218340611353,0.0023653566229985446,0.0001819505094614265,0.01910480349344978,0.009825327510917031
Auglaize Ohio,0.9566979148414229,0.006527072016821447,0.006308042754512003,0.002365516032942001,0.0007446994918521115,0.017763273173295954,0.012156124058174173
Augusta Virginia,0.9019561131845735,0.046560258344582967,0.00648508430609598,0.002527859392784351,0.0004235157097858599,0.03141957171973848,0.01621271076523995
Aurora South Dakota,0.8778625954198473,0.006543075245365322,0.0069065794256633955,0.029080334423845874,0.0,0.07161032351872046,0.015267175572519083
Austin Texas,0.6135788492274907,0.09253462972828982,0.007991475759190196,0.00815796483750666,0.00043287160362280233,0.2782032498668087,0.01711507725093234
Autauga Alabama,0.7377078522973384,0.20113121766990638,0.011741753029408079,0.004761137661314862,0.0010381427983318118,0.029909252000214787,0.018704469383736957
Avery North Carolina,0.885287919348408,0.04681893261946802,0.006094435267984279,0.005866605912171783,0.0007974027453437376,0.05052115965142109,0.010992766417952953
Avoyelles Parish Louisiana,0.6493124750896772,0.2980769230769231,0.0051813471502590676,0.012106416899163013,0.0008220406536468712,0.02065065763252292,0.020177361498605023
Baca Colorado,0.8391510751186819,0.011449315833566042,0.003909522479754258,0.02122312203295169,0.0,0.11309690030717677,0.02764590896397654
Bacon Georgia,0.7337871730562522,0.1621282694374776,0.007613758509494805,0.0038516660695091364,0.0017914725904693658,0.08581153708348262,0.017646005016123255
Bailey Texas,0.3302857142857143,0.021285714285714286,0.009142857142857144,0.034,0.0012857142857142856,0.6401428571428571,0.013571428571428571
Baker Florida,0.8035261896610749,0.1422800410818213,0.0066757959602875725,0.005066757959602875,0.0003081136597055803,0.028449161246148578,0.018555289284491613
Baker Georgia,0.47860434496379195,0.44042132982225146,0.01152073732718894,0.004937458854509546,0.0006583278472679394,0.06352863726135616,0.013495720868992759
Baker Oregon,0.8971719176383032,0.006884147854130489,0.009302902505581741,0.015566856859340113,0.0014884644008930786,0.04719672537831804,0.02976928801786157
Baldwin Alabama,0.8320730713063422,0.0877688882517896,0.010661458379995879,0.007803470797459168,0.0006898590716467921,0.04718815234238512,0.018666511373715472
Baldwin Georgia,0.523546446870127,0.42461572733348185,0.017420360882156382,0.003386054800623747,0.0008465137001559367,0.02341278681220762,0.01341055914457563
Ballard Kentucky,0.9203853955375254,0.034482758620689655,0.00545131845841785,0.003676470588235294,0.0005070993914807302,0.01483265720081136,0.023580121703853957
Baltimore Maryland,0.5579438461631434,0.3032609352526681,0.06317125348997425,0.004493757327435126,0.0007662835249042146,0.058104596492500334,0.026424695118266315
Baltimore city Maryland,0.27677635680466395,0.6272675192505349,0.027351766668351617,0.0046032789095014235,0.0009300914926957489,0.056701882087314026,0.021988576050144062
Bamberg South Carolina,0.36214986492250817,0.6027299872031849,0.0054030996729702825,0.00426560500497654,0.0006398407507464809,0.022749893359874877,0.010735105929190957
Bandera Texas,0.7674800969193493,0.01107649705780547,0.0056680512287988925,0.013196607822776048,0.00043267566632052614,0.19751644167532018,0.016355140186915886
Banks Georgia,0.8732972860559426,0.02854320474160341,0.010502235624415098,0.0060829780596859725,0.001091816574815431,0.07247582406155766,0.016065301029427055
Banner Nebraska,0.9181208053691275,0.013422818791946308,0.0026845637583892616,0.0026845637583892616,0.0,0.05771812080536913,0.005369127516778523
Bannock Idaho,0.8335459183673469,0.01092155612244898,0.016239978134110787,0.03770727040816327,0.003040725218658892,0.08926293731778426,0.02607962827988338
Baraga Michigan,0.7199415275916676,0.07954683883542453,0.004019978072846876,0.14277013034474356,0.00024363503471799245,0.016567182360823485,0.045925204044341576
Barber Kansas,0.9128077704992094,0.009939010616670432,0.004969505308335216,0.01355319629545968,0.00022588660492432798,0.04653264061441156,0.019200361418567877
Barbour Alabama,0.45511626022846957,0.4822976585919144,0.004699019687272138,0.006886494369278133,0.0021064571011909583,0.04524831888519809,0.012476707445515677
Barbour West Virginia,0.9551122194513716,0.010096709445897451,0.0030411775439450157,0.006447296393163433,0.00024329420351560123,0.011130709810838756,0.01544918192324068
Barnes North Dakota,0.9252040326452232,0.018338934229476717,0.009121459433509362,0.0114258281325012,0.0006721075372059529,0.022083533365338453,0.017954872779644745
Barnstable Massachusetts,0.895103056481525,0.03457908822010423,0.015906850086858538,0.007483919432837222,0.0006291375181933424,0.03396873092633457,0.01957838396168834
Barnwell South Carolina,0.5078117511741589,0.4392312853445797,0.00987251988881434,0.0066136298284290235,0.00019169941531678328,0.026742068436691267,0.016677849132560145
Barren Kentucky,0.8997491468733757,0.04212524576826595,0.008406969649031617,0.003615900924314674,0.0019435467468191371,0.034464055684874234,0.017672715767587967
Barron Wisconsin,0.9302006895942003,0.015714790911502078,0.006741225355848289,0.011493236672265936,0.00019892140394306426,0.025970294403677836,0.013327734064185307
Barrow Georgia,0.693620855358001,0.12884430562229698,0.04002883229216723,0.0055982700624699665,0.0009730898606439212,0.12178039404132629,0.02501201345506968
Barry Michigan,0.9379528838342811,0.006547522339561332,0.0053614947197400484,0.005946385052802599,0.00022745735174654753,0.03140536149471974,0.016393176279447603
Barry Missouri,0.8453714828578613,0.00667802956215597,0.024253262175528794,0.013328117578026768,0.0016485512308251138,0.09938808013635475,0.019754673223616195
Bartholomew Indiana,0.8050108022296757,0.02356199047494002,0.08514066770909177,0.0046551045011279674,0.0006922975924754414,0.0718437794674083,0.01687773785793576
Barton Kansas,0.8099228053842275,0.01900771946157725,0.0029093448155475387,0.010085728693898134,0.0006594514915241088,0.15283758097676403,0.01796035532798014
Barton Missouri,0.9244512506380806,0.006295729113493279,0.005615109749872384,0.015569167942827974,0.0005955419431682832,0.028756168112982813,0.026629232601667517
Bartow Georgia,0.7693571441831109,0.113460431788227,0.010349180419165011,0.005801110100428818,0.0010766860346395886,0.09158328537748983,0.020670515509847963
Bastrop Texas,0.5112315859472741,0.07277707020727432,0.009287332484248728,0.01991591808212076,0.0014652344938741928,0.39661643542260744,0.021358610506858423
Bates Missouri,0.9378555528073212,0.0126143952510512,0.002782587187731882,0.008966114271580509,0.0005565174375463765,0.023002720751916894,0.019230769230769232
Bath Kentucky,0.9484,0.01368,0.00408,0.00256,0.00112,0.0172,0.01592
Bath Virginia,0.9110200144682903,0.04846877260670364,0.004822763443453099,0.0021702435495538942,0.0,0.0219435736677116,0.015432843019049916
Baxter Arkansas,0.943050653438901,0.004674234474864066,0.004888867690546599,0.007941428980253745,0.000691595917199275,0.02628064485357245,0.016479061337403414
Bay Florida,0.7662058899287371,0.11253827881285595,0.023296413954952633,0.008093643570590423,0.0015454623508199537,0.06661515125497267,0.032128445093157036
Bay Michigan,0.8981343211217345,0.018336791885654444,0.006060547291662627,0.006429028566995714,0.00015515001066656323,0.05507825378662995,0.023311289102651126
Bayfield Wisconsin,0.8420457568502261,0.0062516626762436816,0.005254056930034584,0.1050146315509444,0.00026602819898909286,0.022479382814578345,0.02959563713753658
Baylor Texas,0.8036477628954118,0.030777999430037048,0.004844685095468795,0.008549444286121402,0.0008549444286121402,0.14163579367341123,0.024793388429752067
Beadle South Dakota,0.7517476833035279,0.015336259686771799,0.10085081016636861,0.015878176990191298,0.004443721888039885,0.1072454343467187,0.02108058310301848
Bear Lake Idaho,0.931265306122449,0.0037551020408163266,0.005224489795918367,0.010612244897959184,0.0008163265306122449,0.04293877551020408,0.01420408163265306
Beaufort North Carolina,0.659360769459931,0.2477337532450951,0.005298548750904371,0.010426863003787718,0.0007447759288419798,0.08020172788015491,0.01591692556496574
Beaufort South Carolina,0.6847680119923798,0.17851157077273816,0.01453243251683826,0.004210866012221401,0.0014105620387045732,0.11096594872008411,0.019440772009452326
Beauregard Parish Louisiana,0.8050777395524975,0.12075632717284049,0.006533856041816679,0.011734272075099342,0.0011467584073392538,0.0383497346454383,0.025388697762487665
Beaver Oklahoma,0.694972698173602,0.013933345885897194,0.003954057616268123,0.024854076445113914,0.000564865373752589,0.25927320655243835,0.03163246093014498
Beaver Pennsylvania,0.8907880850856164,0.06452793587467745,0.005911095657266255,0.0017995595654216154,0.00042091393225115754,0.01784309060629907,0.022491444466811852
Beaver Utah,0.8384500745156482,0.0035767511177347243,0.00819672131147541,0.021013412816691505,0.0038748137108792846,0.12414307004470938,0.020715350223546945
Beaverhead Montana,0.8953771289537713,0.004125674389082831,0.0049719665714587965,0.019358933671850206,0.005500899185443774,0.05500899185443774,0.022109383264572093
Becker Minnesota,0.8605873979606659,0.006565377799726927,0.005403364029863754,0.08093425907096999,0.0003776544752055312,0.02268831885657845,0.0342794062109636
Beckham Oklahoma,0.7499428153163457,0.04314012534882657,0.010521981792396724,0.037375909236470106,0.0002287387346173201,0.1471247541058603,0.030147765222562788
Bedford Pennsylvania,0.9666722352155028,0.006703140661543602,0.004447878382893418,0.001942031406615436,0.000417641162712997,0.01255011693952556,0.010065152021383228
Bedford Tennessee,0.761209341620904,0.08446482811337075,0.010460040633234767,0.01166696839860801,0.0017500452597912016,0.1307505079154346,0.02160400700018104
Bedford Virginia,0.8757294580806866,0.07211666265807562,0.012342240844589035,0.0035064622707191412,0.0002784915882881628,0.02367178500449384,0.016152512120713444
Bee Texas,0.308122217104253,0.08923691079379702,0.006417933364041149,0.00955013050821434,0.0009212344541685859,0.5931521572240135,0.012897282358360202
Belknap New Hampshire,0.9483712053243724,0.006785964797807611,0.01153287767319707,0.0032787954912483893,0.00035887313834559486,0.01787840725576236,0.015121609056653018
Bell Kentucky,0.9401889981561156,0.02462354025814382,0.0036493546404425324,0.002650583896742471,0.0005377996312231101,0.011716349108789182,0.01882298709280885
Bell Texas,0.4456911088823004,0.24444511798613483,0.03161543463645281,0.010809425664877494,0.008481114503311989,0.25559070218558155,0.04723578490262424
Belmont Ohio,0.924454526460317,0.04242903620571292,0.004984628242246963,0.001969972838253291,0.00023878458645494434,0.011312419783302987,0.016625376831925498
Beltrami Minnesota,0.7167500211918284,0.008646265999830465,0.0075654827498516574,0.22187844367212003,0.0005297957107739256,0.02576926337204374,0.03276256675425956
Ben Hill Georgia,0.5479041916167665,0.37011976047904194,0.008502994011976048,0.006766467065868263,0.0005389221556886227,0.06275449101796407,0.014011976047904192
Benewah Idaho,0.8458808345880835,0.004624650462465046,0.0035491503549150353,0.08367390836739083,0.0007528500752850075,0.03828780382878038,0.0403312540331254
Bennett South Dakota,0.324517087667162,0.006537890044576523,0.005646359583952452,0.5931649331352155,0.0005943536404160475,0.06181277860326895,0.05111441307578009
Bennington Vermont,0.9367634620806315,0.013645334085142374,0.011248942768536791,0.003354947843247815,0.000563856780377784,0.02227234282492247,0.01621088243586129
Benson North Dakota,0.40485948477751754,0.004537470725995316,0.002488290398126464,0.5559133489461359,0.00014637002341920375,0.04069086651053864,0.021370023419203747
Bent Colorado,0.5700197238658777,0.07261968800430339,0.014882553344091805,0.03586157432311279,0.0012551551013089475,0.3223955531647839,0.02008248162094316
Benton Arkansas,0.7260058536725168,0.020609656051959403,0.04165636721226907,0.018689479510354982,0.007279475247276466,0.1706306132026467,0.026961284798721792
Benton Indiana,0.9207818930041153,0.01108824874256973,0.0024005486968449933,0.003200731595793324,0.0006858710562414266,0.054412437128486514,0.013374485596707819
Benton Iowa,0.9610840319750439,0.0072528758042503414,0.0042503411971144475,0.002846558783388575,0.0005849093390524469,0.015792552154416065,0.010762331838565023
Benton Minnesota,0.8856660715595882,0.0519455110176331,0.01144562107168187,0.006383134828437966,0.0002690210080950867,0.02751351219154296,0.021766245200420652
Benton Mississippi,0.6007991282237559,0.35791258021552247,0.000968640271219276,0.0037534810509746944,0.0003632401017072285,0.02639544739072527,0.015256084271703597
Benton Missouri,0.9447616108625212,0.005760427917502443,0.004474618114488505,0.007920588386565858,0.0007200534896878054,0.021395875122151933,0.018258499202797922
Benton Oregon,0.7981687855308265,0.012240336152515234,0.07023954090679506,0.008844421996066758,0.0027188806379160263,0.07793408057773527,0.040675743930878104
Benton Tennessee,0.9226485148514851,0.025928217821782177,0.0060643564356435645,0.005631188118811881,0.00018564356435643565,0.026794554455445544,0.016212871287128713
Benton Washington,0.6938695630901708,0.018127109936885367,0.033098488184353445,0.012857771906649053,0.0025735114242379765,0.2260873819658496,0.033098488184353445
Benzie Michigan,0.936676798378926,0.00686704942024091,0.005009568839356073,0.015253855679387595,0.00033772374197906115,0.0252167060677699,0.014690982776089158
